state,counts_all,updated_date,scrape_date
ALABAMA,103533,2025-02-01,2025-02-01
ALASKA,19423,2025-02-01,2025-02-01
AMERICAN SAMOA,71,2025-02-01,2025-02-01
ARIZONA,126545,2025-02-01,2025-02-01
ARKANSAS,62161,2025-02-01,2025-02-01
CALIFORNIA,666623,2025-02-01,2025-02-01
COLORADO,95716,2025-02-01,2025-02-01
CONNECTICUT,95322,2025-02-01,2025-02-01
DELAWARE,24837,2025-02-01,2025-02-01
DISTRICT OF COLUMBIA,45360,2025-02-01,2025-02-01
FLORIDA,447962,2025-02-01,2025-02-01
GEORGIA,178069,2025-02-01,2025-02-01
GUAM,1443,2025-02-01,2025-02-01
HAWAII,41372,2025-02-01,2025-02-01
IDAHO,33356,2025-02-01,2025-02-01
ILLINOIS,285079,2025-02-01,2025-02-01
INDIANA,152887,2025-02-01,2025-02-01
IOWA,66923,2025-02-01,2025-02-01
KANSAS,62354,2025-02-01,2025-02-01
KENTUCKY,88771,2025-02-01,2025-02-01
LOUISIANA,89762,2025-02-01,2025-02-01
MAINE,30508,2025-02-01,2025-02-01
MARYLAND,100586,2025-02-01,2025-02-01
MASSACHUSETTS,178447,2025-02-01,2025-02-01
MICHIGAN,196868,2025-02-01,2025-02-01
MINNESOTA,152180,2025-02-01,2025-02-01
MISSISSIPPI,65627,2025-02-01,2025-02-01
MISSOURI,147953,2025-02-01,2025-02-01
MONTANA,27870,2025-02-01,2025-02-01
NEBRASKA,36732,2025-02-01,2025-02-01
NEVADA,65264,2025-02-01,2025-02-01
NEW HAMPSHIRE,30634,2025-02-01,2025-02-01
NEW JERSEY,174044,2025-02-01,2025-02-01
NEW MEXICO,36576,2025-02-01,2025-02-01
NEW YORK,567227,2025-02-01,2025-02-01
NORTH CAROLINA,185787,2025-02-01,2025-02-01
NORTH DAKOTA,19430,2025-02-01,2025-02-01
NORTHERN MARIANA ISLANDS,4581,2025-02-01,2025-02-01
OHIO,285616,2025-02-01,2025-02-01
OKLAHOMA,70460,2025-02-01,2025-02-01
OREGON,93998,2025-02-01,2025-02-01
PENNSYLVANIA,288184,2025-02-01,2025-02-01
RHODE ISLAND,28576,2025-02-01,2025-02-01
SOUTH CAROLINA,97165,2025-02-01,2025-02-01
SOUTH DAKOTA,22827,2025-02-01,2025-02-01
TENNESSEE,146149,2025-02-01,2025-02-01
TEXAS,520701,2025-02-01,2025-02-01
UTAH,50533,2025-02-01,2025-02-01
VERMONT,14764,2025-02-01,2025-02-01
VIRGIN ISLANDS,1412,2025-02-01,2025-02-01
VIRGINIA,147698,2025-02-01,2025-02-01
WASHINGTON,118799,2025-02-01,2025-02-01
WEST VIRGINIA,41407,2025-02-01,2025-02-01
WISCONSIN,127698,2025-02-01,2025-02-01
WYOMING,8917,2025-02-01,2025-02-01
