state,counts_all,updated_date,scrape_date
ALABAMA,111787,2022-04-21,2022-04-22
ALASKA,19747,2022-04-21,2022-04-22
AMERICAN SAMOA,298,2022-04-21,2022-04-22
ARIZONA,116571,2022-04-21,2022-04-22
ARKANSAS,59104,2022-04-21,2022-04-22
CALIFORNIA,579526,2022-04-21,2022-04-22
COLORADO,91453,2022-04-21,2022-04-22
CONNECTICUT,97948,2022-04-21,2022-04-22
DELAWARE,22493,2022-04-21,2022-04-22
DISTRICT OF COLUMBIA,33458,2022-04-21,2022-04-22
FLORIDA,417967,2022-04-21,2022-04-22
GEORGIA,166627,2022-04-21,2022-04-22
GUAM,1859,2022-04-21,2022-04-22
HAWAII,30582,2022-04-21,2022-04-22
IDAHO,30344,2022-04-21,2022-04-22
ILLINOIS,250619,2022-04-21,2022-04-22
INDIANA,145748,2022-04-21,2022-04-22
IOWA,68857,2022-04-21,2022-04-22
KANSAS,62910,2022-04-21,2022-04-22
KENTUCKY,86776,2022-04-21,2022-04-22
LOUISIANA,84844,2022-04-21,2022-04-22
MAINE,30069,2022-04-21,2022-04-22
MARYLAND,98265,2022-04-21,2022-04-22
MASSACHUSETTS,178067,2022-04-21,2022-04-22
MICHIGAN (Non-Participating),NA,2022-04-21,2022-04-22
MINNESOTA,140211,2022-04-21,2022-04-22
MISSISSIPPI,64191,2022-04-21,2022-04-22
MISSOURI,142797,2022-04-21,2022-04-22
MONTANA,22397,2022-04-21,2022-04-22
NEBRASKA,37089,2022-04-21,2022-04-22
NEVADA,58233,2022-04-21,2022-04-22
NEW HAMPSHIRE,29021,2022-04-21,2022-04-22
NEW JERSEY,166569,2022-04-21,2022-04-22
NEW MEXICO,33039,2022-04-21,2022-04-22
NEW YORK,432552,2022-04-21,2022-04-22
NORTH CAROLINA,172866,2022-04-21,2022-04-22
NORTH DAKOTA,19393,2022-04-21,2022-04-22
NORTHERN MARIANA ISLANDS,3463,2022-04-21,2022-04-22
OHIO,281697,2022-04-21,2022-04-22
OKLAHOMA,67352,2022-04-21,2022-04-22
OREGON,81070,2022-04-21,2022-04-22
PENNSYLVANIA,291110,2022-04-21,2022-04-22
RHODE ISLAND,28570,2022-04-21,2022-04-22
SOUTH CAROLINA,91462,2022-04-21,2022-04-22
SOUTH DAKOTA,22070,2022-04-21,2022-04-22
TENNESSEE,140868,2022-04-21,2022-04-22
TEXAS,474669,2022-04-21,2022-04-22
UTAH,44012,2022-04-21,2022-04-22
VERMONT,22569,2022-04-21,2022-04-22
VIRGIN ISLANDS,1444,2022-04-21,2022-04-22
VIRGINIA,140188,2022-04-21,2022-04-22
WASHINGTON,131433,2022-04-21,2022-04-22
WEST VIRGINIA,42211,2022-04-21,2022-04-22
WISCONSIN,129001,2022-04-21,2022-04-22
WYOMING,10019,2022-04-21,2022-04-22
