state,counts_all,updated_date,scrape_date
ALABAMA,111309,2022-02-22,2022-02-23
ALASKA,19232,2022-02-22,2022-02-23
AMERICAN SAMOA,298,2022-02-22,2022-02-23
ARIZONA,115009,2022-02-22,2022-02-23
ARKANSAS,59285,2022-02-22,2022-02-23
CALIFORNIA,574561,2022-02-22,2022-02-23
COLORADO,90244,2022-02-22,2022-02-23
CONNECTICUT,96412,2022-02-22,2022-02-23
DELAWARE,22692,2022-02-22,2022-02-23
DISTRICT OF COLUMBIA,32859,2022-02-22,2022-02-23
FLORIDA,413785,2022-02-22,2022-02-23
GEORGIA,170989,2022-02-22,2022-02-23
GUAM,1840,2022-02-22,2022-02-23
HAWAII,29233,2022-02-22,2022-02-23
IDAHO,29792,2022-02-22,2022-02-23
ILLINOIS,247235,2022-02-22,2022-02-23
INDIANA,144031,2022-02-22,2022-02-23
IOWA,68820,2022-02-22,2022-02-23
KANSAS,63119,2022-02-22,2022-02-23
KENTUCKY,86011,2022-02-22,2022-02-23
LOUISIANA,84083,2022-02-22,2022-02-23
MAINE,29984,2022-02-22,2022-02-23
MARYLAND,98544,2022-02-22,2022-02-23
MASSACHUSETTS,175364,2022-02-22,2022-02-23
MICHIGAN (Non-Participating),NA,2022-02-22,2022-02-23
MINNESOTA,139908,2022-02-22,2022-02-23
MISSISSIPPI,63773,2022-02-22,2022-02-23
MISSOURI,142061,2022-02-22,2022-02-23
MONTANA,21970,2022-02-22,2022-02-23
NEBRASKA,36877,2022-02-22,2022-02-23
NEVADA,57014,2022-02-22,2022-02-23
NEW HAMPSHIRE,28848,2022-02-22,2022-02-23
NEW JERSEY,165145,2022-02-22,2022-02-23
NEW MEXICO,32782,2022-02-22,2022-02-23
NEW YORK,427168,2022-02-22,2022-02-23
NORTH CAROLINA,172449,2022-02-22,2022-02-23
NORTH DAKOTA,19131,2022-02-22,2022-02-23
NORTHERN MARIANA ISLANDS,3257,2022-02-22,2022-02-23
OHIO,278047,2022-02-22,2022-02-23
OKLAHOMA,67575,2022-02-22,2022-02-23
OREGON,80049,2022-02-22,2022-02-23
PENNSYLVANIA,287683,2022-02-22,2022-02-23
RHODE ISLAND,30488,2022-02-22,2022-02-23
SOUTH CAROLINA,90748,2022-02-22,2022-02-23
SOUTH DAKOTA,22051,2022-02-22,2022-02-23
TENNESSEE,140711,2022-02-22,2022-02-23
TEXAS,473758,2022-02-22,2022-02-23
UTAH,43349,2022-02-22,2022-02-23
VERMONT,22146,2022-02-22,2022-02-23
VIRGIN ISLANDS,1410,2022-02-22,2022-02-23
VIRGINIA,139735,2022-02-22,2022-02-23
WASHINGTON,129828,2022-02-22,2022-02-23
WEST VIRGINIA,41657,2022-02-22,2022-02-23
WISCONSIN,127803,2022-02-22,2022-02-23
WYOMING,9886,2022-02-22,2022-02-23
