state,counts_all,updated_date,scrape_date
ALABAMA,103242,2025-01-21,2025-01-21
ALASKA,19286,2025-01-21,2025-01-21
AMERICAN SAMOA,72,2025-01-21,2025-01-21
ARIZONA,126063,2025-01-21,2025-01-21
ARKANSAS,62004,2025-01-21,2025-01-21
CALIFORNIA,664514,2025-01-21,2025-01-21
COLORADO,95405,2025-01-21,2025-01-21
CONNECTICUT,95016,2025-01-21,2025-01-21
DELAWARE,24770,2025-01-21,2025-01-21
DISTRICT OF COLUMBIA,45007,2025-01-21,2025-01-21
FLORIDA,447162,2025-01-21,2025-01-21
GEORGIA,177485,2025-01-21,2025-01-21
GUAM,1442,2025-01-21,2025-01-21
HAWAII,41111,2025-01-21,2025-01-21
IDAHO,33229,2025-01-21,2025-01-21
ILLINOIS,284133,2025-01-21,2025-01-21
INDIANA,152354,2025-01-21,2025-01-21
IOWA,66736,2025-01-21,2025-01-21
KANSAS,62209,2025-01-21,2025-01-21
KENTUCKY,88638,2025-01-21,2025-01-21
LOUISIANA,89484,2025-01-21,2025-01-21
MAINE,30505,2025-01-21,2025-01-21
MARYLAND,100646,2025-01-21,2025-01-21
MASSACHUSETTS,178055,2025-01-21,2025-01-21
MICHIGAN,196389,2025-01-21,2025-01-21
MINNESOTA,151615,2025-01-21,2025-01-21
MISSISSIPPI,65303,2025-01-21,2025-01-21
MISSOURI,147069,2025-01-21,2025-01-21
MONTANA,27749,2025-01-21,2025-01-21
NEBRASKA,36571,2025-01-21,2025-01-21
NEVADA,65019,2025-01-21,2025-01-21
NEW HAMPSHIRE,30603,2025-01-21,2025-01-21
NEW JERSEY,173705,2025-01-21,2025-01-21
NEW MEXICO,36489,2025-01-21,2025-01-21
NEW YORK,566186,2025-01-21,2025-01-21
NORTH CAROLINA,185154,2025-01-21,2025-01-21
NORTH DAKOTA,19360,2025-01-21,2025-01-21
NORTHERN MARIANA ISLANDS,4562,2025-01-21,2025-01-21
OHIO,284953,2025-01-21,2025-01-21
OKLAHOMA,70103,2025-01-21,2025-01-21
OREGON,93512,2025-01-21,2025-01-21
PENNSYLVANIA,287627,2025-01-21,2025-01-21
RHODE ISLAND,28507,2025-01-21,2025-01-21
SOUTH CAROLINA,96771,2025-01-21,2025-01-21
SOUTH DAKOTA,22770,2025-01-21,2025-01-21
TENNESSEE,145786,2025-01-21,2025-01-21
TEXAS,517696,2025-01-21,2025-01-21
UTAH,50387,2025-01-21,2025-01-21
VERMONT,14743,2025-01-21,2025-01-21
VIRGIN ISLANDS,1405,2025-01-21,2025-01-21
VIRGINIA,147208,2025-01-21,2025-01-21
WASHINGTON,118588,2025-01-21,2025-01-21
WEST VIRGINIA,41220,2025-01-21,2025-01-21
WISCONSIN,127190,2025-01-21,2025-01-21
WYOMING,8876,2025-01-21,2025-01-21
