state,counts_lpn,updated_date,scrape_date
ALABAMA,17148,2021-11-19,2021-11-20
ALASKA,751,2021-11-19,2021-11-20
AMERICAN SAMOA,132,2021-11-19,2021-11-20
ARIZONA,10764,2021-11-19,2021-11-20
ARKANSAS,14205,2021-11-19,2021-11-20
CALIFORNIA-RN (Non-Participating),NA,2021-11-19,2021-11-20
CALIFORNIA-VN,105752,2021-11-19,2021-11-20
COLORADO,7975,2021-11-19,2021-11-20
CONNECTICUT,13751,2021-11-19,2021-11-20
DELAWARE,3155,2021-11-19,2021-11-20
DISTRICT OF COLUMBIA,2163,2021-11-19,2021-11-20
FLORIDA,60932,2021-11-19,2021-11-20
GEORGIA,29589,2021-11-19,2021-11-20
GUAM,198,2021-11-19,2021-11-20
HAWAII,1655,2021-11-19,2021-11-20
IDAHO,3488,2021-11-19,2021-11-20
ILLINOIS,25510,2021-11-19,2021-11-20
INDIANA,22811,2021-11-19,2021-11-20
IOWA,10102,2021-11-19,2021-11-20
KANSAS,9676,2021-11-19,2021-11-20
KENTUCKY,12648,2021-11-19,2021-11-20
LOUISIANA-PN,21765,2021-11-19,2021-11-20
LOUISIANA-RN (Non-Participating),NA,2021-11-19,2021-11-20
MAINE,1910,2021-11-19,2021-11-20
MARYLAND,11339,2021-11-19,2021-11-20
MASSACHUSETTS,20218,2021-11-19,2021-11-20
MICHIGAN (Non-Participating),NA,2021-11-19,2021-11-20
MINNESOTA,19701,2021-11-19,2021-11-20
MISSISSIPPI,14098,2021-11-19,2021-11-20
MISSOURI,24457,2021-11-19,2021-11-20
MONTANA,2409,2021-11-19,2021-11-20
NEBRASKA,5174,2021-11-19,2021-11-20
NEVADA,4407,2021-11-19,2021-11-20
NEW HAMPSHIRE,3080,2021-11-19,2021-11-20
NEW JERSEY,23670,2021-11-19,2021-11-20
NEW MEXICO,2486,2021-11-19,2021-11-20
NEW YORK,86840,2021-11-19,2021-11-20
NORTH CAROLINA,22759,2021-11-19,2021-11-20
NORTH DAKOTA,3439,2021-11-19,2021-11-20
NORTHERN MARIANA ISLANDS,46,2021-11-19,2021-11-20
OHIO,53367,2021-11-19,2021-11-20
OKLAHOMA,15705,2021-11-19,2021-11-20
OREGON,6035,2021-11-19,2021-11-20
PENNSYLVANIA,52406,2021-11-19,2021-11-20
RHODE ISLAND,2519,2021-11-19,2021-11-20
SOUTH CAROLINA,12290,2021-11-19,2021-11-20
SOUTH DAKOTA,2685,2021-11-19,2021-11-20
TENNESSEE,30132,2021-11-19,2021-11-20
TEXAS,106013,2021-11-19,2021-11-20
UTAH,2763,2021-11-19,2021-11-20
VERMONT,2560,2021-11-19,2021-11-20
VIRGIN ISLANDS,91,2021-11-19,2021-11-20
VIRGINIA,27009,2021-11-19,2021-11-20
WASHINGTON,11100,2021-11-19,2021-11-20
WEST VIRGINIA-PN,7915,2021-11-19,2021-11-20
WEST VIRGINIA-RN (Non-Participating),NA,2021-11-19,2021-11-20
WISCONSIN,14985,2021-11-19,2021-11-20
WYOMING,847,2021-11-19,2021-11-20
TOTALS,968625,2021-11-19,2021-11-20
