state,counts_rn,updated_date,scrape_date
ALABAMA,90681,2025-11-18,2025-11-18
ALASKA,21952,2025-11-18,2025-11-18
AMERICAN SAMOA,150,2025-11-18,2025-11-18
ARIZONA,116439,2025-11-18,2025-11-18
ARKANSAS,49001,2025-11-18,2025-11-18
CALIFORNIA-RN,588081,2025-11-18,2025-11-18
CALIFORNIA-VN (Non-Participating),NA,2025-11-18,2025-11-18
COLORADO,93056,2025-11-18,2025-11-18
CONNECTICUT,81881,2025-11-18,2025-11-18
DELAWARE,18941,2025-11-18,2025-11-18
DISTRICT OF COLUMBIA,48322,2025-11-18,2025-11-18
FLORIDA,388757,2025-11-18,2025-11-18
GEORGIA,148916,2025-11-18,2025-11-18
GUAM,1140,2025-11-18,2025-11-18
HAWAII,33862,2025-11-18,2025-11-18
IDAHO,28196,2025-11-18,2025-11-18
ILLINOIS,252520,2025-11-18,2025-11-18
INDIANA,125544,2025-11-18,2025-11-18
IOWA,58552,2025-11-18,2025-11-18
KANSAS,53589,2025-11-18,2025-11-18
KENTUCKY,76749,2025-11-18,2025-11-18
LOUISIANA-PN (Non-Participating),NA,2025-11-18,2025-11-18
LOUISIANA-RN,68429,2025-11-18,2025-11-18
MAINE,28797,2025-11-18,2025-11-18
MARYLAND,91057,2025-11-18,2025-11-18
MASSACHUSETTS,169063,2025-11-18,2025-11-18
MICHIGAN,181265,2025-11-18,2025-11-18
MINNESOTA,139459,2025-11-18,2025-11-18
MISSISSIPPI,54001,2025-11-18,2025-11-18
MISSOURI,118349,2025-11-18,2025-11-18
MONTANA,26754,2025-11-18,2025-11-18
NEBRASKA,32881,2025-11-18,2025-11-18
NEVADA,62764,2025-11-18,2025-11-18
NEW HAMPSHIRE,27722,2025-11-18,2025-11-18
NEW JERSEY,151767,2025-11-18,2025-11-18
NEW MEXICO,34698,2025-11-18,2025-11-18
NEW YORK,526196,2025-11-18,2025-11-18
NORTH CAROLINA,165275,2025-11-18,2025-11-18
NORTH DAKOTA,17879,2025-11-18,2025-11-18
NORTHERN MARIANA ISLANDS,3934,2025-11-18,2025-11-18
OHIO,225917,2025-11-18,2025-11-18
OKLAHOMA,56022,2025-11-18,2025-11-18
OREGON,91079,2025-11-18,2025-11-18
PENNSYLVANIA,235126,2025-11-18,2025-11-18
RHODE ISLAND,21733,2025-11-18,2025-11-18
SOUTH CAROLINA,89699,2025-11-18,2025-11-18
SOUTH DAKOTA,20279,2025-11-18,2025-11-18
TENNESSEE,118059,2025-11-18,2025-11-18
TEXAS,428195,2025-11-18,2025-11-18
UTAH,46435,2025-11-18,2025-11-18
VERMONT,11631,2025-11-18,2025-11-18
VIRGIN ISLANDS,1158,2025-11-18,2025-11-18
VIRGINIA,123515,2025-11-18,2025-11-18
WASHINGTON,106971,2025-11-18,2025-11-18
WEST VIRGINIA-PN (Non-Participating),NA,2025-11-18,2025-11-18
WEST VIRGINIA-RN,35790,2025-11-18,2025-11-18
WISCONSIN,121433,2025-11-18,2025-11-18
WYOMING,8720,2025-11-18,2025-11-18
TOTALS,5918381,2025-11-18,2025-11-18
