state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-02-03
ALASKA,850,2026-01-05,2026-02-03
AMERICAN SAMOA,69,2026-01-05,2026-02-03
ARIZONA,10911,2026-01-05,2026-02-03
ARKANSAS,13790,2026-01-05,2026-02-03
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-02-03
CALIFORNIA-VN,115536,2026-01-05,2026-02-03
COLORADO,7909,2026-01-05,2026-02-03
CONNECTICUT,12809,2026-01-05,2026-02-03
DELAWARE,3390,2026-01-05,2026-02-03
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-02-03
FLORIDA,59436,2026-01-05,2026-02-03
GEORGIA,28318,2026-01-05,2026-02-03
GUAM,181,2026-01-05,2026-02-03
HAWAII,1836,2026-01-05,2026-02-03
IDAHO,3463,2026-01-05,2026-02-03
ILLINOIS,25364,2026-01-05,2026-02-03
INDIANA,21405,2026-01-05,2026-02-03
IOWA,8827,2026-01-05,2026-02-03
KANSAS,9023,2026-01-05,2026-02-03
KENTUCKY,12334,2026-01-05,2026-02-03
LOUISIANA-PN,22331,2026-01-05,2026-02-03
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-02-03
MAINE,1571,2026-01-05,2026-02-03
MARYLAND,11323,2026-01-05,2026-02-03
MASSACHUSETTS,21408,2026-01-05,2026-02-03
MICHIGAN,20758,2026-01-05,2026-02-03
MINNESOTA,17183,2026-01-05,2026-02-03
MISSISSIPPI,12948,2026-01-05,2026-02-03
MISSOURI,23858,2026-01-05,2026-02-03
MONTANA,2206,2026-01-05,2026-02-03
NEBRASKA,4776,2026-01-05,2026-02-03
NEVADA,4748,2026-01-05,2026-02-03
NEW HAMPSHIRE,3136,2026-01-05,2026-02-03
NEW JERSEY,24223,2026-01-05,2026-02-03
NEW MEXICO,2481,2026-01-05,2026-02-03
NEW YORK,79178,2026-01-05,2026-02-03
NORTH CAROLINA,22924,2026-01-05,2026-02-03
NORTH DAKOTA,2472,2026-01-05,2026-02-03
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-02-03
OHIO,54263,2026-01-05,2026-02-03
OKLAHOMA,16125,2026-01-05,2026-02-03
OREGON,6740,2026-01-05,2026-02-03
PENNSYLVANIA,51594,2026-01-05,2026-02-03
RHODE ISLAND,2676,2026-01-05,2026-02-03
SOUTH CAROLINA,12813,2026-01-05,2026-02-03
SOUTH DAKOTA,2783,2026-01-05,2026-02-03
TENNESSEE,29189,2026-01-05,2026-02-03
TEXAS,100397,2026-01-05,2026-02-03
UTAH,2850,2026-01-05,2026-02-03
VERMONT,1791,2026-01-05,2026-02-03
VIRGIN ISLANDS,79,2026-01-05,2026-02-03
VIRGINIA,26026,2026-01-05,2026-02-03
WASHINGTON,10145,2026-01-05,2026-02-03
WEST VIRGINIA-PN,7442,2026-01-05,2026-02-03
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-02-03
WISCONSIN,10829,2026-01-05,2026-02-03
WYOMING,844,2026-01-05,2026-02-03
TOTALS,969467,2026-01-05,2026-02-03
