state,counts_rn,updated_date,scrape_date
ALABAMA,97107,2022-08-06,2022-08-07
ALASKA,20287,2022-08-06,2022-08-07
AMERICAN SAMOA,167,2022-08-06,2022-08-07
ARIZONA,108205,2022-08-06,2022-08-07
ARKANSAS,45755,2022-08-06,2022-08-07
CALIFORNIA-RN,482792,2022-08-06,2022-08-07
CALIFORNIA-VN (Non-Participating),NA,2022-08-06,2022-08-07
COLORADO,85870,2022-08-06,2022-08-07
CONNECTICUT,86766,2022-08-06,2022-08-07
DELAWARE,20518,2022-08-06,2022-08-07
DISTRICT OF COLUMBIA,33254,2022-08-06,2022-08-07
FLORIDA,359382,2022-08-06,2022-08-07
GEORGIA,138029,2022-08-06,2022-08-07
GUAM,1332,2022-08-06,2022-08-07
HAWAII,30827,2022-08-06,2022-08-07
IDAHO,27809,2022-08-06,2022-08-07
ILLINOIS,228146,2022-08-06,2022-08-07
INDIANA,125723,2022-08-06,2022-08-07
IOWA,59760,2022-08-06,2022-08-07
KANSAS,53658,2022-08-06,2022-08-07
KENTUCKY,75990,2022-08-06,2022-08-07
LOUISIANA-PN (Non-Participating),NA,2022-08-06,2022-08-07
LOUISIANA-RN,65145,2022-08-06,2022-08-07
MAINE,28739,2022-08-06,2022-08-07
MARYLAND,87737,2022-08-06,2022-08-07
MASSACHUSETTS,163092,2022-08-06,2022-08-07
MICHIGAN (Non-Participating),NA,2022-08-06,2022-08-07
MINNESOTA,124350,2022-08-06,2022-08-07
MISSISSIPPI,52374,2022-08-06,2022-08-07
MISSOURI,120672,2022-08-06,2022-08-07
MONTANA,20927,2022-08-06,2022-08-07
NEBRASKA,32625,2022-08-06,2022-08-07
NEVADA,55683,2022-08-06,2022-08-07
NEW HAMPSHIRE,26391,2022-08-06,2022-08-07
NEW JERSEY,138096,2022-08-06,2022-08-07
NEW MEXICO,30987,2022-08-06,2022-08-07
NEW YORK,371139,2022-08-06,2022-08-07
NORTH CAROLINA,153189,2022-08-06,2022-08-07
NORTH DAKOTA,17005,2022-08-06,2022-08-07
NORTHERN MARIANA ISLANDS,3755,2022-08-06,2022-08-07
OHIO,234084,2022-08-06,2022-08-07
OKLAHOMA,51237,2022-08-06,2022-08-07
OREGON,78964,2022-08-06,2022-08-07
PENNSYLVANIA,237917,2022-08-06,2022-08-07
RHODE ISLAND,27777,2022-08-06,2022-08-07
SOUTH CAROLINA,76859,2022-08-06,2022-08-07
SOUTH DAKOTA,19659,2022-08-06,2022-08-07
TENNESSEE,112732,2022-08-06,2022-08-07
TEXAS,376110,2022-08-06,2022-08-07
UTAH,42897,2022-08-06,2022-08-07
VERMONT,21691,2022-08-06,2022-08-07
VIRGIN ISLANDS,1589,2022-08-06,2022-08-07
VIRGINIA,114735,2022-08-06,2022-08-07
WASHINGTON,124972,2022-08-06,2022-08-07
WEST VIRGINIA-PN (Non-Participating),NA,2022-08-06,2022-08-07
WEST VIRGINIA-RN,35138,2022-08-06,2022-08-07
WISCONSIN,115745,2022-08-06,2022-08-07
WYOMING,9419,2022-08-06,2022-08-07
TOTALS,5254808,2022-08-06,2022-08-07
