state,counts_all,updated_date,scrape_date
ALABAMA,116261,2022-11-02,2022-11-02
ALASKA,21739,2022-11-02,2022-11-02
AMERICAN SAMOA,299,2022-11-02,2022-11-02
ARIZONA,117619,2022-11-02,2022-11-02
ARKANSAS,59638,2022-11-02,2022-11-02
CALIFORNIA,597837,2022-11-02,2022-11-02
COLORADO,96061,2022-11-02,2022-11-02
CONNECTICUT,102268,2022-11-02,2022-11-02
DELAWARE,23834,2022-11-02,2022-11-02
DISTRICT OF COLUMBIA,37482,2022-11-02,2022-11-02
FLORIDA,424823,2022-11-02,2022-11-02
GEORGIA,170219,2022-11-02,2022-11-02
GUAM,1463,2022-11-02,2022-11-02
HAWAII,34233,2022-11-02,2022-11-02
IDAHO,31521,2022-11-02,2022-11-02
ILLINOIS,237527,2022-11-02,2022-11-02
INDIANA,148222,2022-11-02,2022-11-02
IOWA,69882,2022-11-02,2022-11-02
KANSAS,62701,2022-11-02,2022-11-02
KENTUCKY,85564,2022-11-02,2022-11-02
LOUISIANA,87336,2022-11-02,2022-11-02
MAINE,30663,2022-11-02,2022-11-02
MARYLAND,99108,2022-11-02,2022-11-02
MASSACHUSETTS,187948,2022-11-02,2022-11-02
MICHIGAN (Non-Participating),NA,2022-11-02,2022-11-02
MINNESOTA,146461,2022-11-02,2022-11-02
MISSISSIPPI,66248,2022-11-02,2022-11-02
MISSOURI,144446,2022-11-02,2022-11-02
MONTANA,23889,2022-11-02,2022-11-02
NEBRASKA,36581,2022-11-02,2022-11-02
NEVADA,61047,2022-11-02,2022-11-02
NEW HAMPSHIRE,29739,2022-11-02,2022-11-02
NEW JERSEY,164628,2022-11-02,2022-11-02
NEW MEXICO,33708,2022-11-02,2022-11-02
NEW YORK,451809,2022-11-02,2022-11-02
NORTH CAROLINA,176774,2022-11-02,2022-11-02
NORTH DAKOTA,20623,2022-11-02,2022-11-02
NORTHERN MARIANA ISLANDS,3532,2022-11-02,2022-11-02
OHIO,289870,2022-11-02,2022-11-02
OKLAHOMA,67200,2022-11-02,2022-11-02
OREGON,86974,2022-11-02,2022-11-02
PENNSYLVANIA,291815,2022-11-02,2022-11-02
RHODE ISLAND,31380,2022-11-02,2022-11-02
SOUTH CAROLINA,90488,2022-11-02,2022-11-02
SOUTH DAKOTA,22435,2022-11-02,2022-11-02
TENNESSEE,143370,2022-11-02,2022-11-02
TEXAS,482221,2022-11-02,2022-11-02
UTAH,46417,2022-11-02,2022-11-02
VERMONT,23723,2022-11-02,2022-11-02
VIRGIN ISLANDS,1783,2022-11-02,2022-11-02
VIRGINIA,142807,2022-11-02,2022-11-02
WASHINGTON,137597,2022-11-02,2022-11-02
WEST VIRGINIA,41806,2022-11-02,2022-11-02
WISCONSIN,132990,2022-11-02,2022-11-02
WYOMING,10570,2022-11-02,2022-11-02
