state,counts_rn,updated_date,scrape_date
ALABAMA,98678,2022-12-03,2022-12-04
ALASKA,21342,2022-12-03,2022-12-04
AMERICAN SAMOA,167,2022-12-03,2022-12-04
ARIZONA,107378,2022-12-03,2022-12-04
ARKANSAS,45659,2022-12-03,2022-12-04
CALIFORNIA-RN,493482,2022-12-03,2022-12-04
CALIFORNIA-VN (Non-Participating),NA,2022-12-03,2022-12-04
COLORADO,88018,2022-12-03,2022-12-04
CONNECTICUT,88075,2022-12-03,2022-12-04
DELAWARE,21078,2022-12-03,2022-12-04
DISTRICT OF COLUMBIA,35864,2022-12-03,2022-12-04
FLORIDA,359510,2022-12-03,2022-12-04
GEORGIA,140198,2022-12-03,2022-12-04
GUAM,1287,2022-12-03,2022-12-04
HAWAII,32915,2022-12-03,2022-12-04
IDAHO,28491,2022-12-03,2022-12-04
ILLINOIS,212031,2022-12-03,2022-12-04
INDIANA,128031,2022-12-03,2022-12-04
IOWA,57873,2022-12-03,2022-12-04
KANSAS,53137,2022-12-03,2022-12-04
KENTUCKY,73435,2022-12-03,2022-12-04
LOUISIANA-PN (Non-Participating),NA,2022-12-03,2022-12-04
LOUISIANA-RN,65631,2022-12-03,2022-12-04
MAINE,28815,2022-12-03,2022-12-04
MARYLAND,87818,2022-12-03,2022-12-04
MASSACHUSETTS,168158,2022-12-03,2022-12-04
MICHIGAN (Non-Participating),NA,2022-12-03,2022-12-04
MINNESOTA,128320,2022-12-03,2022-12-04
MISSISSIPPI,52627,2022-12-03,2022-12-04
MISSOURI,121982,2022-12-03,2022-12-04
MONTANA,21671,2022-12-03,2022-12-04
NEBRASKA,31076,2022-12-03,2022-12-04
NEVADA,56594,2022-12-03,2022-12-04
NEW HAMPSHIRE,26659,2022-12-03,2022-12-04
NEW JERSEY,141975,2022-12-03,2022-12-04
NEW MEXICO,31374,2022-12-03,2022-12-04
NEW YORK,384180,2022-12-03,2022-12-04
NORTH CAROLINA,153809,2022-12-03,2022-12-04
NORTH DAKOTA,17396,2022-12-03,2022-12-04
NORTHERN MARIANA ISLANDS,3592,2022-12-03,2022-12-04
OHIO,238842,2022-12-03,2022-12-04
OKLAHOMA,50302,2022-12-03,2022-12-04
OREGON,81011,2022-12-03,2022-12-04
PENNSYLVANIA,244171,2022-12-03,2022-12-04
RHODE ISLAND,29039,2022-12-03,2022-12-04
SOUTH CAROLINA,78777,2022-12-03,2022-12-04
SOUTH DAKOTA,19705,2022-12-03,2022-12-04
TENNESSEE,113287,2022-12-03,2022-12-04
TEXAS,379199,2022-12-03,2022-12-04
UTAH,44029,2022-12-03,2022-12-04
VERMONT,21957,2022-12-03,2022-12-04
VIRGIN ISLANDS,1073,2022-12-03,2022-12-04
VIRGINIA,115577,2022-12-03,2022-12-04
WASHINGTON,126454,2022-12-03,2022-12-04
WEST VIRGINIA-PN (Non-Participating),NA,2022-12-03,2022-12-04
WEST VIRGINIA-RN,34246,2022-12-03,2022-12-04
WISCONSIN,117478,2022-12-03,2022-12-04
WYOMING,9583,2022-12-03,2022-12-04
TOTALS,5313056,2022-12-03,2022-12-04
