state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-03-27
ALASKA,850,2026-01-05,2026-03-27
AMERICAN SAMOA,69,2026-01-05,2026-03-27
ARIZONA,10911,2026-01-05,2026-03-27
ARKANSAS,13790,2026-01-05,2026-03-27
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-03-27
CALIFORNIA-VN,115536,2026-01-05,2026-03-27
COLORADO,7909,2026-01-05,2026-03-27
CONNECTICUT,12809,2026-01-05,2026-03-27
DELAWARE,3390,2026-01-05,2026-03-27
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-03-27
FLORIDA,59436,2026-01-05,2026-03-27
GEORGIA,28318,2026-01-05,2026-03-27
GUAM,181,2026-01-05,2026-03-27
HAWAII,1836,2026-01-05,2026-03-27
IDAHO,3463,2026-01-05,2026-03-27
ILLINOIS,25364,2026-01-05,2026-03-27
INDIANA,21405,2026-01-05,2026-03-27
IOWA,8827,2026-01-05,2026-03-27
KANSAS,9023,2026-01-05,2026-03-27
KENTUCKY,12334,2026-01-05,2026-03-27
LOUISIANA-PN,22331,2026-01-05,2026-03-27
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-03-27
MAINE,1571,2026-01-05,2026-03-27
MARYLAND,11323,2026-01-05,2026-03-27
MASSACHUSETTS,21408,2026-01-05,2026-03-27
MICHIGAN,20758,2026-01-05,2026-03-27
MINNESOTA,17183,2026-01-05,2026-03-27
MISSISSIPPI,12948,2026-01-05,2026-03-27
MISSOURI,23858,2026-01-05,2026-03-27
MONTANA,2206,2026-01-05,2026-03-27
NEBRASKA,4776,2026-01-05,2026-03-27
NEVADA,4748,2026-01-05,2026-03-27
NEW HAMPSHIRE,3136,2026-01-05,2026-03-27
NEW JERSEY,24223,2026-01-05,2026-03-27
NEW MEXICO,2481,2026-01-05,2026-03-27
NEW YORK,79178,2026-01-05,2026-03-27
NORTH CAROLINA,22924,2026-01-05,2026-03-27
NORTH DAKOTA,2472,2026-01-05,2026-03-27
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-03-27
OHIO,54263,2026-01-05,2026-03-27
OKLAHOMA,16125,2026-01-05,2026-03-27
OREGON,6740,2026-01-05,2026-03-27
PENNSYLVANIA,51594,2026-01-05,2026-03-27
RHODE ISLAND,2676,2026-01-05,2026-03-27
SOUTH CAROLINA,12813,2026-01-05,2026-03-27
SOUTH DAKOTA,2783,2026-01-05,2026-03-27
TENNESSEE,29189,2026-01-05,2026-03-27
TEXAS,100397,2026-01-05,2026-03-27
UTAH,2850,2026-01-05,2026-03-27
VERMONT,1791,2026-01-05,2026-03-27
VIRGIN ISLANDS,79,2026-01-05,2026-03-27
VIRGINIA,26026,2026-01-05,2026-03-27
WASHINGTON,10145,2026-01-05,2026-03-27
WEST VIRGINIA-PN,7442,2026-01-05,2026-03-27
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-03-27
WISCONSIN,10829,2026-01-05,2026-03-27
WYOMING,844,2026-01-05,2026-03-27
TOTALS,969467,2026-01-05,2026-03-27
