state,counts_all,updated_date,scrape_date
ALABAMA,110568,2026-09-14,2026-09-14
ALASKA,26002,2026-09-14,2026-09-14
AMERICAN SAMOA,244,2026-09-14,2026-09-14
ARIZONA,127561,2026-09-14,2026-09-14
ARKANSAS,64013,2026-09-14,2026-09-14
CALIFORNIA,742480,2026-09-14,2026-09-14
COLORADO,101857,2026-09-14,2026-09-14
CONNECTICUT,87133,2026-09-14,2026-09-14
DELAWARE,23262,2026-09-14,2026-09-14
DISTRICT OF COLUMBIA,45900,2026-09-14,2026-09-14
FLORIDA,450905,2026-09-14,2026-09-14
GEORGIA,181312,2026-09-14,2026-09-14
GUAM,1509,2026-09-14,2026-09-14
HAWAII,40699,2026-09-14,2026-09-14
IDAHO,33471,2026-09-14,2026-09-14
ILLINOIS,269632,2026-09-14,2026-09-14
INDIANA,157355,2026-09-14,2026-09-14
IOWA,68736,2026-09-14,2026-09-14
KANSAS,63425,2026-09-14,2026-09-14
KENTUCKY,94526,2026-09-14,2026-09-14
LOUISIANA,91397,2026-09-14,2026-09-14
MAINE,30532,2026-09-14,2026-09-14
MARYLAND,103193,2026-09-14,2026-09-14
MASSACHUSETTS,181803,2026-09-14,2026-09-14
MICHIGAN,213190,2026-09-14,2026-09-14
MINNESOTA,158488,2026-09-14,2026-09-14
MISSISSIPPI,70649,2026-09-14,2026-09-14
MISSOURI,144497,2026-09-14,2026-09-14
MONTANA,29711,2026-09-14,2026-09-14
NEBRASKA,39593,2026-09-14,2026-09-14
NEVADA,70051,2026-09-14,2026-09-14
NEW HAMPSHIRE,31143,2026-09-14,2026-09-14
NEW JERSEY,175604,2026-09-14,2026-09-14
NEW MEXICO,38451,2026-09-14,2026-09-14
NEW YORK,645621,2026-09-14,2026-09-14
NORTH CAROLINA,193013,2026-09-14,2026-09-14
NORTH DAKOTA,20668,2026-09-14,2026-09-14
NORTHERN MARIANA ISLANDS,3620,2026-09-14,2026-09-14
OHIO,293029,2026-09-14,2026-09-14
OKLAHOMA,73951,2026-09-14,2026-09-14
OREGON,100510,2026-09-14,2026-09-14
PENNSYLVANIA,287383,2026-09-14,2026-09-14
RHODE ISLAND,24186,2026-09-14,2026-09-14
SOUTH CAROLINA,101495,2026-09-14,2026-09-14
SOUTH DAKOTA,23590,2026-09-14,2026-09-14
TENNESSEE,148685,2026-09-14,2026-09-14
TEXAS,538645,2026-09-14,2026-09-14
UTAH,51993,2026-09-14,2026-09-14
VERMONT,14002,2026-09-14,2026-09-14
VIRGIN ISLANDS,1282,2026-09-14,2026-09-14
VIRGINIA,152017,2026-09-14,2026-09-14
WASHINGTON,118196,2026-09-14,2026-09-14
WEST VIRGINIA,40304,2026-09-14,2026-09-14
WISCONSIN,128162,2026-09-14,2026-09-14
WYOMING,10190,2026-09-14,2026-09-14
