state,counts_rn,updated_date,scrape_date
ALABAMA,87607,2024-10-11,2024-10-11
ALASKA,23602,2024-10-11,2024-10-11
AMERICAN SAMOA,56,2024-10-11,2024-10-11
ARIZONA,113770,2024-10-11,2024-10-11
ARKANSAS,47835,2024-10-11,2024-10-11
CALIFORNIA-RN,541815,2024-10-11,2024-10-11
CALIFORNIA-VN (Non-Participating),NA,2024-10-11,2024-10-11
COLORADO,92316,2024-10-11,2024-10-11
CONNECTICUT,83087,2024-10-11,2024-10-11
DELAWARE,21346,2024-10-11,2024-10-11
DISTRICT OF COLUMBIA,48845,2024-10-11,2024-10-11
FLORIDA,378501,2024-10-11,2024-10-11
GEORGIA,145912,2024-10-11,2024-10-11
GUAM,1202,2024-10-11,2024-10-11
HAWAII,37392,2024-10-11,2024-10-11
IDAHO,29357,2024-10-11,2024-10-11
ILLINOIS,251502,2024-10-11,2024-10-11
INDIANA,131014,2024-10-11,2024-10-11
IOWA,58512,2024-10-11,2024-10-11
KANSAS,53392,2024-10-11,2024-10-11
KENTUCKY,78243,2024-10-11,2024-10-11
LOUISIANA-PN (Non-Participating),NA,2024-10-11,2024-10-11
LOUISIANA-RN,67091,2024-10-11,2024-10-11
MAINE,29010,2024-10-11,2024-10-11
MARYLAND,89669,2024-10-11,2024-10-11
MASSACHUSETTS,166358,2024-10-11,2024-10-11
MICHIGAN,176569,2024-10-11,2024-10-11
MINNESOTA,134598,2024-10-11,2024-10-11
MISSISSIPPI,54859,2024-10-11,2024-10-11
MISSOURI,124081,2024-10-11,2024-10-11
MONTANA,24776,2024-10-11,2024-10-11
NEBRASKA,34360,2024-10-11,2024-10-11
NEVADA,60506,2024-10-11,2024-10-11
NEW HAMPSHIRE,27389,2024-10-11,2024-10-11
NEW JERSEY,147343,2024-10-11,2024-10-11
NEW MEXICO,34031,2024-10-11,2024-10-11
NEW YORK,479051,2024-10-11,2024-10-11
NORTH CAROLINA,161999,2024-10-11,2024-10-11
NORTH DAKOTA,17798,2024-10-11,2024-10-11
NORTHERN MARIANA ISLANDS,4685,2024-10-11,2024-10-11
OHIO,232669,2024-10-11,2024-10-11
OKLAHOMA,53340,2024-10-11,2024-10-11
OREGON,86240,2024-10-11,2024-10-11
PENNSYLVANIA,245412,2024-10-11,2024-10-11
RHODE ISLAND,25479,2024-10-11,2024-10-11
SOUTH CAROLINA,83243,2024-10-11,2024-10-11
SOUTH DAKOTA,19995,2024-10-11,2024-10-11
TENNESSEE,116688,2024-10-11,2024-10-11
TEXAS,415007,2024-10-11,2024-10-11
UTAH,47287,2024-10-11,2024-10-11
VERMONT,12990,2024-10-11,2024-10-11
VIRGIN ISLANDS,1289,2024-10-11,2024-10-11
VIRGINIA,120969,2024-10-11,2024-10-11
WASHINGTON,108619,2024-10-11,2024-10-11
WEST VIRGINIA-PN (Non-Participating),NA,2024-10-11,2024-10-11
WEST VIRGINIA-RN,38244,2024-10-11,2024-10-11
WISCONSIN,113500,2024-10-11,2024-10-11
WYOMING,9504,2024-10-11,2024-10-11
TOTALS,5789954,2024-10-11,2024-10-11
