state,counts_rn,updated_date,scrape_date
ALABAMA,89419,2025-06-14,2025-06-14
ALASKA,20397,2025-06-14,2025-06-14
AMERICAN SAMOA,113,2025-06-14,2025-06-14
ARIZONA,117717,2025-06-14,2025-06-14
ARKANSAS,48812,2025-06-14,2025-06-14
CALIFORNIA-RN,568498,2025-06-14,2025-06-14
CALIFORNIA-VN (Non-Participating),NA,2025-06-14,2025-06-14
COLORADO,90373,2025-06-14,2025-06-14
CONNECTICUT,82017,2025-06-14,2025-06-14
DELAWARE,22046,2025-06-14,2025-06-14
DISTRICT OF COLUMBIA,45386,2025-06-14,2025-06-14
FLORIDA,378499,2025-06-14,2025-06-14
GEORGIA,144960,2025-06-14,2025-06-14
GUAM,1283,2025-06-14,2025-06-14
HAWAII,40947,2025-06-14,2025-06-14
IDAHO,31047,2025-06-14,2025-06-14
ILLINOIS,242466,2025-06-14,2025-06-14
INDIANA,135452,2025-06-14,2025-06-14
IOWA,58225,2025-06-14,2025-06-14
KANSAS,53431,2025-06-14,2025-06-14
KENTUCKY,78491,2025-06-14,2025-06-14
LOUISIANA-PN (Non-Participating),NA,2025-06-14,2025-06-14
LOUISIANA-RN,67278,2025-06-14,2025-06-14
MAINE,28992,2025-06-14,2025-06-14
MARYLAND,90328,2025-06-14,2025-06-14
MASSACHUSETTS,162926,2025-06-14,2025-06-14
MICHIGAN,178410,2025-06-14,2025-06-14
MINNESOTA,137017,2025-06-14,2025-06-14
MISSISSIPPI,52727,2025-06-14,2025-06-14
MISSOURI,116384,2025-06-14,2025-06-14
MONTANA,25363,2025-06-14,2025-06-14
NEBRASKA,31918,2025-06-14,2025-06-14
NEVADA,61541,2025-06-14,2025-06-14
NEW HAMPSHIRE,27636,2025-06-14,2025-06-14
NEW JERSEY,151881,2025-06-14,2025-06-14
NEW MEXICO,34269,2025-06-14,2025-06-14
NEW YORK,505918,2025-06-14,2025-06-14
NORTH CAROLINA,164391,2025-06-14,2025-06-14
NORTH DAKOTA,17523,2025-06-14,2025-06-14
NORTHERN MARIANA ISLANDS,4334,2025-06-14,2025-06-14
OHIO,239105,2025-06-14,2025-06-14
OKLAHOMA,54424,2025-06-14,2025-06-14
OREGON,89549,2025-06-14,2025-06-14
PENNSYLVANIA,236332,2025-06-14,2025-06-14
RHODE ISLAND,20886,2025-06-14,2025-06-14
SOUTH CAROLINA,87206,2025-06-14,2025-06-14
SOUTH DAKOTA,20090,2025-06-14,2025-06-14
TENNESSEE,117055,2025-06-14,2025-06-14
TEXAS,422923,2025-06-14,2025-06-14
UTAH,44695,2025-06-14,2025-06-14
VERMONT,10974,2025-06-14,2025-06-14
VIRGIN ISLANDS,1262,2025-06-14,2025-06-14
VIRGINIA,122085,2025-06-14,2025-06-14
WASHINGTON,106408,2025-06-14,2025-06-14
WEST VIRGINIA-PN (Non-Participating),NA,2025-06-14,2025-06-14
WEST VIRGINIA-RN,34980,2025-06-14,2025-06-14
WISCONSIN,118022,2025-06-14,2025-06-14
WYOMING,8511,2025-06-14,2025-06-14
TOTALS,5842922,2025-06-14,2025-06-14
