state,counts_lpn,updated_date,scrape_date
ALABAMA,15437,2025-01-13,2025-01-13
ALASKA,684,2025-01-13,2025-01-13
AMERICAN SAMOA,7,2025-01-13,2025-01-13
ARIZONA,10930,2025-01-13,2025-01-13
ARKANSAS,13832,2025-01-13,2025-01-13
CALIFORNIA-RN (Non-Participating),NA,2025-01-13,2025-01-13
CALIFORNIA-VN,112971,2025-01-13,2025-01-13
COLORADO,7324,2025-01-13,2025-01-13
CONNECTICUT,12639,2025-01-13,2025-01-13
DELAWARE,3043,2025-01-13,2025-01-13
DISTRICT OF COLUMBIA,2801,2025-01-13,2025-01-13
FLORIDA,64947,2025-01-13,2025-01-13
GEORGIA,30213,2025-01-13,2025-01-13
GUAM,190,2025-01-13,2025-01-13
HAWAII,2167,2025-01-13,2025-01-13
IDAHO,3180,2025-01-13,2025-01-13
ILLINOIS,27138,2025-01-13,2025-01-13
INDIANA,19855,2025-01-13,2025-01-13
IOWA,8780,2025-01-13,2025-01-13
KANSAS,9085,2025-01-13,2025-01-13
KENTUCKY,12387,2025-01-13,2025-01-13
LOUISIANA-PN,22178,2025-01-13,2025-01-13
LOUISIANA-RN (Non-Participating),NA,2025-01-13,2025-01-13
MAINE,1660,2025-01-13,2025-01-13
MARYLAND,11123,2025-01-13,2025-01-13
MASSACHUSETTS,20091,2025-01-13,2025-01-13
MICHIGAN,20681,2025-01-13,2025-01-13
MINNESOTA,17536,2025-01-13,2025-01-13
MISSISSIPPI,14059,2025-01-13,2025-01-13
MISSOURI,22500,2025-01-13,2025-01-13
MONTANA,2240,2025-01-13,2025-01-13
NEBRASKA,5325,2025-01-13,2025-01-13
NEVADA,4737,2025-01-13,2025-01-13
NEW HAMPSHIRE,3130,2025-01-13,2025-01-13
NEW JERSEY,24079,2025-01-13,2025-01-13
NEW MEXICO,2390,2025-01-13,2025-01-13
NEW YORK,76243,2025-01-13,2025-01-13
NORTH CAROLINA,22928,2025-01-13,2025-01-13
NORTH DAKOTA,2578,2025-01-13,2025-01-13
NORTHERN MARIANA ISLANDS,55,2025-01-13,2025-01-13
OHIO,50026,2025-01-13,2025-01-13
OKLAHOMA,17238,2025-01-13,2025-01-13
OREGON,6525,2025-01-13,2025-01-13
PENNSYLVANIA,48899,2025-01-13,2025-01-13
RHODE ISLAND,2740,2025-01-13,2025-01-13
SOUTH CAROLINA,12220,2025-01-13,2025-01-13
SOUTH DAKOTA,2756,2025-01-13,2025-01-13
TENNESSEE,29308,2025-01-13,2025-01-13
TEXAS,101195,2025-01-13,2025-01-13
UTAH,2654,2025-01-13,2025-01-13
VERMONT,1544,2025-01-13,2025-01-13
VIRGIN ISLANDS,73,2025-01-13,2025-01-13
VIRGINIA,26226,2025-01-13,2025-01-13
WASHINGTON,10355,2025-01-13,2025-01-13
WEST VIRGINIA-PN,7498,2025-01-13,2025-01-13
WEST VIRGINIA-RN (Non-Participating),NA,2025-01-13,2025-01-13
WISCONSIN,12042,2025-01-13,2025-01-13
WYOMING,674,2025-01-13,2025-01-13
TOTALS,963116,2025-01-13,2025-01-13
