state,counts_lpn,updated_date,scrape_date
ALABAMA,14982,2024-08-28,2024-08-28
ALASKA,852,2024-08-28,2024-08-28
AMERICAN SAMOA,136,2024-08-28,2024-08-28
ARIZONA,10668,2024-08-28,2024-08-28
ARKANSAS,13955,2024-08-28,2024-08-28
CALIFORNIA-RN (Non-Participating),NA,2024-08-28,2024-08-28
CALIFORNIA-VN,112757,2024-08-28,2024-08-28
COLORADO,8465,2024-08-28,2024-08-28
CONNECTICUT,12758,2024-08-28,2024-08-28
DELAWARE,2960,2024-08-28,2024-08-28
DISTRICT OF COLUMBIA,2801,2024-08-28,2024-08-28
FLORIDA,63852,2024-08-28,2024-08-28
GEORGIA,29609,2024-08-28,2024-08-28
GUAM,189,2024-08-28,2024-08-28
HAWAII,2034,2024-08-28,2024-08-28
IDAHO,3541,2024-08-28,2024-08-28
ILLINOIS,26334,2024-08-28,2024-08-28
INDIANA,22744,2024-08-28,2024-08-28
IOWA,8974,2024-08-28,2024-08-28
KANSAS,9338,2024-08-28,2024-08-28
KENTUCKY,13167,2024-08-28,2024-08-28
LOUISIANA-PN,21827,2024-08-28,2024-08-28
LOUISIANA-RN (Non-Participating),NA,2024-08-28,2024-08-28
MAINE,1674,2024-08-28,2024-08-28
MARYLAND,11133,2024-08-28,2024-08-28
MASSACHUSETTS,19635,2024-08-28,2024-08-28
MICHIGAN,20860,2024-08-28,2024-08-28
MINNESOTA,17954,2024-08-28,2024-08-28
MISSISSIPPI,13631,2024-08-28,2024-08-28
MISSOURI,22060,2024-08-28,2024-08-28
MONTANA,2215,2024-08-28,2024-08-28
NEBRASKA,5289,2024-08-28,2024-08-28
NEVADA,4810,2024-08-28,2024-08-28
NEW HAMPSHIRE,3127,2024-08-28,2024-08-28
NEW JERSEY,23571,2024-08-28,2024-08-28
NEW MEXICO,2449,2024-08-28,2024-08-28
NEW YORK,75105,2024-08-28,2024-08-28
NORTH CAROLINA,23054,2024-08-28,2024-08-28
NORTH DAKOTA,2971,2024-08-28,2024-08-28
NORTHERN MARIANA ISLANDS,57,2024-08-28,2024-08-28
OHIO,55804,2024-08-28,2024-08-28
OKLAHOMA,16873,2024-08-28,2024-08-28
OREGON,6478,2024-08-28,2024-08-28
PENNSYLVANIA,47661,2024-08-28,2024-08-28
RHODE ISLAND,2610,2024-08-28,2024-08-28
SOUTH CAROLINA,11965,2024-08-28,2024-08-28
SOUTH DAKOTA,2750,2024-08-28,2024-08-28
TENNESSEE,29277,2024-08-28,2024-08-28
TEXAS,101964,2024-08-28,2024-08-28
UTAH,2547,2024-08-28,2024-08-28
VERMONT,1481,2024-08-28,2024-08-28
VIRGIN ISLANDS,85,2024-08-28,2024-08-28
VIRGINIA,26285,2024-08-28,2024-08-28
WASHINGTON,10469,2024-08-28,2024-08-28
WEST VIRGINIA-PN,7236,2024-08-28,2024-08-28
WEST VIRGINIA-RN (Non-Participating),NA,2024-08-28,2024-08-28
WISCONSIN,11723,2024-08-28,2024-08-28
WYOMING,1003,2024-08-28,2024-08-28
TOTALS,967749,2024-08-28,2024-08-28
