state,counts_all,updated_date,scrape_date
ALABAMA,110568,2026-09-23,2026-09-23
ALASKA,26102,2026-09-23,2026-09-23
AMERICAN SAMOA,246,2026-09-23,2026-09-23
ARIZONA,128005,2026-09-23,2026-09-23
ARKANSAS,64043,2026-09-23,2026-09-23
CALIFORNIA,744279,2026-09-23,2026-09-23
COLORADO,102003,2026-09-23,2026-09-23
CONNECTICUT,87335,2026-09-23,2026-09-23
DELAWARE,23308,2026-09-23,2026-09-23
DISTRICT OF COLUMBIA,40396,2026-09-23,2026-09-23
FLORIDA,452464,2026-09-23,2026-09-23
GEORGIA,181759,2026-09-23,2026-09-23
GUAM,1515,2026-09-23,2026-09-23
HAWAII,40812,2026-09-23,2026-09-23
IDAHO,33564,2026-09-23,2026-09-23
ILLINOIS,270145,2026-09-23,2026-09-23
INDIANA,157583,2026-09-23,2026-09-23
IOWA,68521,2026-09-23,2026-09-23
KANSAS,63449,2026-09-23,2026-09-23
KENTUCKY,94606,2026-09-23,2026-09-23
LOUISIANA,91506,2026-09-23,2026-09-23
MAINE,30560,2026-09-23,2026-09-23
MARYLAND,103408,2026-09-23,2026-09-23
MASSACHUSETTS,181588,2026-09-23,2026-09-23
MICHIGAN,213143,2026-09-23,2026-09-23
MINNESOTA,158787,2026-09-23,2026-09-23
MISSISSIPPI,70758,2026-09-23,2026-09-23
MISSOURI,144674,2026-09-23,2026-09-23
MONTANA,29787,2026-09-23,2026-09-23
NEBRASKA,39590,2026-09-23,2026-09-23
NEVADA,70287,2026-09-23,2026-09-23
NEW HAMPSHIRE,31137,2026-09-23,2026-09-23
NEW JERSEY,175914,2026-09-23,2026-09-23
NEW MEXICO,38585,2026-09-23,2026-09-23
NEW YORK,647669,2026-09-23,2026-09-23
NORTH CAROLINA,193269,2026-09-23,2026-09-23
NORTH DAKOTA,20701,2026-09-23,2026-09-23
NORTHERN MARIANA ISLANDS,3603,2026-09-23,2026-09-23
OHIO,293281,2026-09-23,2026-09-23
OKLAHOMA,74096,2026-09-23,2026-09-23
OREGON,100653,2026-09-23,2026-09-23
PENNSYLVANIA,287780,2026-09-23,2026-09-23
RHODE ISLAND,24249,2026-09-23,2026-09-23
SOUTH CAROLINA,101650,2026-09-23,2026-09-23
SOUTH DAKOTA,23640,2026-09-23,2026-09-23
TENNESSEE,148874,2026-09-23,2026-09-23
TEXAS,539801,2026-09-23,2026-09-23
UTAH,52078,2026-09-23,2026-09-23
VERMONT,14061,2026-09-23,2026-09-23
VIRGIN ISLANDS,1286,2026-09-23,2026-09-23
VIRGINIA,152296,2026-09-23,2026-09-23
WASHINGTON,118175,2026-09-23,2026-09-23
WEST VIRGINIA,40401,2026-09-23,2026-09-23
WISCONSIN,128363,2026-09-23,2026-09-23
WYOMING,10201,2026-09-23,2026-09-23
