state,counts_lpn,updated_date,scrape_date
ALABAMA,16157,2025-07-05,2025-07-05
ALASKA,788,2025-07-05,2025-07-05
AMERICAN SAMOA,39,2025-07-05,2025-07-05
ARIZONA,11289,2025-07-05,2025-07-05
ARKANSAS,13834,2025-07-05,2025-07-05
CALIFORNIA-RN (Non-Participating),NA,2025-07-05,2025-07-05
CALIFORNIA-VN,114435,2025-07-05,2025-07-05
COLORADO,7589,2025-07-05,2025-07-05
CONNECTICUT,12811,2025-07-05,2025-07-05
DELAWARE,3174,2025-07-05,2025-07-05
DISTRICT OF COLUMBIA,2922,2025-07-05,2025-07-05
FLORIDA,66467,2025-07-05,2025-07-05
GEORGIA,27473,2025-07-05,2025-07-05
GUAM,192,2025-07-05,2025-07-05
HAWAII,1665,2025-07-05,2025-07-05
IDAHO,3283,2025-07-05,2025-07-05
ILLINOIS,23958,2025-07-05,2025-07-05
INDIANA,20677,2025-07-05,2025-07-05
IOWA,8695,2025-07-05,2025-07-05
KANSAS,9162,2025-07-05,2025-07-05
KENTUCKY,12777,2025-07-05,2025-07-05
LOUISIANA-PN,21808,2025-07-05,2025-07-05
LOUISIANA-RN (Non-Participating),NA,2025-07-05,2025-07-05
MAINE,1626,2025-07-05,2025-07-05
MARYLAND,11241,2025-07-05,2025-07-05
MASSACHUSETTS,20406,2025-07-05,2025-07-05
MICHIGAN,20748,2025-07-05,2025-07-05
MINNESOTA,17476,2025-07-05,2025-07-05
MISSISSIPPI,14453,2025-07-05,2025-07-05
MISSOURI,23101,2025-07-05,2025-07-05
MONTANA,2159,2025-07-05,2025-07-05
NEBRASKA,5589,2025-07-05,2025-07-05
NEVADA,4784,2025-07-05,2025-07-05
NEW HAMPSHIRE,3174,2025-07-05,2025-07-05
NEW JERSEY,23350,2025-07-05,2025-07-05
NEW MEXICO,2442,2025-07-05,2025-07-05
NEW YORK,77218,2025-07-05,2025-07-05
NORTH CAROLINA,22722,2025-07-05,2025-07-05
NORTH DAKOTA,2719,2025-07-05,2025-07-05
NORTHERN MARIANA ISLANDS,55,2025-07-05,2025-07-05
OHIO,52093,2025-07-05,2025-07-05
OKLAHOMA,16647,2025-07-05,2025-07-05
OREGON,6624,2025-07-05,2025-07-05
PENNSYLVANIA,50195,2025-07-05,2025-07-05
RHODE ISLAND,2452,2025-07-05,2025-07-05
SOUTH CAROLINA,12485,2025-07-05,2025-07-05
SOUTH DAKOTA,2768,2025-07-05,2025-07-05
TENNESSEE,29324,2025-07-05,2025-07-05
TEXAS,100841,2025-07-05,2025-07-05
UTAH,2686,2025-07-05,2025-07-05
VERMONT,1588,2025-07-05,2025-07-05
VIRGIN ISLANDS,78,2025-07-05,2025-07-05
VIRGINIA,26204,2025-07-05,2025-07-05
WASHINGTON,10293,2025-07-05,2025-07-05
WEST VIRGINIA-PN,6968,2025-07-05,2025-07-05
WEST VIRGINIA-RN (Non-Participating),NA,2025-07-05,2025-07-05
WISCONSIN,10146,2025-07-05,2025-07-05
WYOMING,799,2025-07-05,2025-07-05
TOTALS,964649,2025-07-05,2025-07-05
