state,counts_all,updated_date,scrape_date
ALABAMA,102109,2024-08-20,2024-08-20
ALASKA,23968,2024-08-20,2024-08-20
AMERICAN SAMOA,310,2024-08-20,2024-08-20
ARIZONA,123207,2024-08-20,2024-08-20
ARKANSAS,61830,2024-08-20,2024-08-20
CALIFORNIA,636075,2024-08-20,2024-08-20
COLORADO,100128,2024-08-20,2024-08-20
CONNECTICUT,94779,2024-08-20,2024-08-20
DELAWARE,24075,2024-08-20,2024-08-20
DISTRICT OF COLUMBIA,50771,2024-08-20,2024-08-20
FLORIDA,438696,2024-08-20,2024-08-20
GEORGIA,174028,2024-08-20,2024-08-20
GUAM,1340,2024-08-20,2024-08-20
HAWAII,38291,2024-08-20,2024-08-20
IDAHO,32514,2024-08-20,2024-08-20
ILLINOIS,274689,2024-08-20,2024-08-20
INDIANA,152720,2024-08-20,2024-08-20
IOWA,67352,2024-08-20,2024-08-20
KANSAS,62872,2024-08-20,2024-08-20
KENTUCKY,90962,2024-08-20,2024-08-20
LOUISIANA,88612,2024-08-20,2024-08-20
MAINE,30659,2024-08-20,2024-08-20
MARYLAND,101152,2024-08-20,2024-08-20
MASSACHUSETTS,184212,2024-08-20,2024-08-20
MICHIGAN,198046,2024-08-20,2024-08-20
MINNESOTA,153153,2024-08-20,2024-08-20
MISSISSIPPI,68172,2024-08-20,2024-08-20
MISSOURI,145489,2024-08-20,2024-08-20
MONTANA,26483,2024-08-20,2024-08-20
NEBRASKA,39536,2024-08-20,2024-08-20
NEVADA,65012,2024-08-20,2024-08-20
NEW HAMPSHIRE,30380,2024-08-20,2024-08-20
NEW JERSEY,169818,2024-08-20,2024-08-20
NEW MEXICO,36344,2024-08-20,2024-08-20
NEW YORK,548012,2024-08-20,2024-08-20
NORTH CAROLINA,185027,2024-08-20,2024-08-20
NORTH DAKOTA,20619,2024-08-20,2024-08-20
NORTHERN MARIANA ISLANDS,4778,2024-08-20,2024-08-20
OHIO,287020,2024-08-20,2024-08-20
OKLAHOMA,70479,2024-08-20,2024-08-20
OREGON,92544,2024-08-20,2024-08-20
PENNSYLVANIA,291473,2024-08-20,2024-08-20
RHODE ISLAND,27827,2024-08-20,2024-08-20
SOUTH CAROLINA,94177,2024-08-20,2024-08-20
SOUTH DAKOTA,22669,2024-08-20,2024-08-20
TENNESSEE,146122,2024-08-20,2024-08-20
TEXAS,515457,2024-08-20,2024-08-20
UTAH,49305,2024-08-20,2024-08-20
VERMONT,14326,2024-08-20,2024-08-20
VIRGIN ISLANDS,1320,2024-08-20,2024-08-20
VIRGINIA,146916,2024-08-20,2024-08-20
WASHINGTON,120208,2024-08-20,2024-08-20
WEST VIRGINIA,45403,2024-08-20,2024-08-20
WISCONSIN,124208,2024-08-20,2024-08-20
WYOMING,10405,2024-08-20,2024-08-20
