state,counts_all,updated_date,scrape_date
ALABAMA,116879,2023-01-14,2023-01-16
ALASKA,17619,2023-01-14,2023-01-16
AMERICAN SAMOA,299,2023-01-14,2023-01-16
ARIZONA,118546,2023-01-14,2023-01-16
ARKANSAS,60067,2023-01-14,2023-01-16
CALIFORNIA,605228,2023-01-14,2023-01-16
COLORADO,92882,2023-01-14,2023-01-16
CONNECTICUT,105005,2023-01-14,2023-01-16
DELAWARE,24162,2023-01-14,2023-01-16
DISTRICT OF COLUMBIA,39027,2023-01-14,2023-01-16
FLORIDA,428433,2023-01-14,2023-01-16
GEORGIA,171514,2023-01-14,2023-01-16
GUAM,1531,2023-01-14,2023-01-16
HAWAII,35489,2023-01-14,2023-01-16
IDAHO,32187,2023-01-14,2023-01-16
ILLINOIS,240687,2023-01-14,2023-01-16
INDIANA,149147,2023-01-14,2023-01-16
IOWA,66999,2023-01-14,2023-01-16
KANSAS,62402,2023-01-14,2023-01-16
KENTUCKY,86630,2023-01-14,2023-01-16
LOUISIANA,87840,2023-01-14,2023-01-16
MAINE,30567,2023-01-14,2023-01-16
MARYLAND,99040,2023-01-14,2023-01-16
MASSACHUSETTS,170514,2023-01-14,2023-01-16
MICHIGAN (Non-Participating),NA,2023-01-14,2023-01-16
MINNESOTA,147913,2023-01-14,2023-01-16
MISSISSIPPI,63028,2023-01-14,2023-01-16
MISSOURI,145207,2023-01-14,2023-01-16
MONTANA,24266,2023-01-14,2023-01-16
NEBRASKA,36838,2023-01-14,2023-01-16
NEVADA,61353,2023-01-14,2023-01-16
NEW HAMPSHIRE,29738,2023-01-14,2023-01-16
NEW JERSEY,166660,2023-01-14,2023-01-16
NEW MEXICO,33986,2023-01-14,2023-01-16
NEW YORK,458628,2023-01-14,2023-01-16
NORTH CAROLINA,177034,2023-01-14,2023-01-16
NORTH DAKOTA,19220,2023-01-14,2023-01-16
NORTHERN MARIANA ISLANDS,3772,2023-01-14,2023-01-16
OHIO,289374,2023-01-14,2023-01-16
OKLAHOMA,66915,2023-01-14,2023-01-16
OREGON,87014,2023-01-14,2023-01-16
PENNSYLVANIA,288927,2023-01-14,2023-01-16
RHODE ISLAND,32214,2023-01-14,2023-01-16
SOUTH CAROLINA,91526,2023-01-14,2023-01-16
SOUTH DAKOTA,22346,2023-01-14,2023-01-16
TENNESSEE,142934,2023-01-14,2023-01-16
TEXAS,485241,2023-01-14,2023-01-16
UTAH,46842,2023-01-14,2023-01-16
VERMONT,23889,2023-01-14,2023-01-16
VIRGIN ISLANDS,1231,2023-01-14,2023-01-16
VIRGINIA,142632,2023-01-14,2023-01-16
WASHINGTON,138016,2023-01-14,2023-01-16
WEST VIRGINIA,42696,2023-01-14,2023-01-16
WISCONSIN,134442,2023-01-14,2023-01-16
WYOMING,8855,2023-01-14,2023-01-16
