state,counts_rn,updated_date,scrape_date
ALABAMA,87619,2024-10-02,2024-10-03
ALASKA,23525,2024-10-02,2024-10-03
AMERICAN SAMOA,55,2024-10-02,2024-10-03
ARIZONA,113540,2024-10-02,2024-10-03
ARKANSAS,47827,2024-10-02,2024-10-03
CALIFORNIA-RN,540677,2024-10-02,2024-10-03
CALIFORNIA-VN (Non-Participating),NA,2024-10-02,2024-10-03
COLORADO,92333,2024-10-02,2024-10-03
CONNECTICUT,82611,2024-10-02,2024-10-03
DELAWARE,21299,2024-10-02,2024-10-03
DISTRICT OF COLUMBIA,48689,2024-10-02,2024-10-03
FLORIDA,377938,2024-10-02,2024-10-03
GEORGIA,145668,2024-10-02,2024-10-03
GUAM,1194,2024-10-02,2024-10-03
HAWAII,37271,2024-10-02,2024-10-03
IDAHO,29295,2024-10-02,2024-10-03
ILLINOIS,251109,2024-10-02,2024-10-03
INDIANA,130855,2024-10-02,2024-10-03
IOWA,58476,2024-10-02,2024-10-03
KANSAS,53325,2024-10-02,2024-10-03
KENTUCKY,78188,2024-10-02,2024-10-03
LOUISIANA-PN (Non-Participating),NA,2024-10-02,2024-10-03
LOUISIANA-RN,67060,2024-10-02,2024-10-03
MAINE,29027,2024-10-02,2024-10-03
MARYLAND,89505,2024-10-02,2024-10-03
MASSACHUSETTS,166081,2024-10-02,2024-10-03
MICHIGAN,176687,2024-10-02,2024-10-03
MINNESOTA,134382,2024-10-02,2024-10-03
MISSISSIPPI,54870,2024-10-02,2024-10-03
MISSOURI,123970,2024-10-02,2024-10-03
MONTANA,24716,2024-10-02,2024-10-03
NEBRASKA,34336,2024-10-02,2024-10-03
NEVADA,60337,2024-10-02,2024-10-03
NEW HAMPSHIRE,27350,2024-10-02,2024-10-03
NEW JERSEY,147064,2024-10-02,2024-10-03
NEW MEXICO,33950,2024-10-02,2024-10-03
NEW YORK,478423,2024-10-02,2024-10-03
NORTH CAROLINA,161842,2024-10-02,2024-10-03
NORTH DAKOTA,17775,2024-10-02,2024-10-03
NORTHERN MARIANA ISLANDS,4669,2024-10-02,2024-10-03
OHIO,232358,2024-10-02,2024-10-03
OKLAHOMA,53271,2024-10-02,2024-10-03
OREGON,86244,2024-10-02,2024-10-03
PENNSYLVANIA,245201,2024-10-02,2024-10-03
RHODE ISLAND,25424,2024-10-02,2024-10-03
SOUTH CAROLINA,83087,2024-10-02,2024-10-03
SOUTH DAKOTA,19994,2024-10-02,2024-10-03
TENNESSEE,117060,2024-10-02,2024-10-03
TEXAS,414168,2024-10-02,2024-10-03
UTAH,47164,2024-10-02,2024-10-03
VERMONT,12975,2024-10-02,2024-10-03
VIRGIN ISLANDS,1285,2024-10-02,2024-10-03
VIRGINIA,120645,2024-10-02,2024-10-03
WASHINGTON,108649,2024-10-02,2024-10-03
WEST VIRGINIA-PN (Non-Participating),NA,2024-10-02,2024-10-03
WEST VIRGINIA-RN,38310,2024-10-02,2024-10-03
WISCONSIN,113384,2024-10-02,2024-10-03
WYOMING,9490,2024-10-02,2024-10-03
TOTALS,5782247,2024-10-02,2024-10-03
