state,counts_lpn,updated_date,scrape_date
ALABAMA,17664,2022-12-17,2022-12-19
ALASKA,625,2022-12-17,2022-12-19
AMERICAN SAMOA,132,2022-12-17,2022-12-19
ARIZONA,10991,2022-12-17,2022-12-19
ARKANSAS,13987,2022-12-17,2022-12-19
CALIFORNIA-RN (Non-Participating),NA,2022-12-17,2022-12-19
CALIFORNIA-VN,107624,2022-12-17,2022-12-19
COLORADO,7535,2022-12-17,2022-12-19
CONNECTICUT,14269,2022-12-17,2022-12-19
DELAWARE,2892,2022-12-17,2022-12-19
DISTRICT OF COLUMBIA,2328,2022-12-17,2022-12-19
FLORIDA,66326,2022-12-17,2022-12-19
GEORGIA,30565,2022-12-17,2022-12-19
GUAM,225,2022-12-17,2022-12-19
HAWAII,1989,2022-12-17,2022-12-19
IDAHO,3272,2022-12-17,2022-12-19
ILLINOIS,27164,2022-12-17,2022-12-19
INDIANA,20422,2022-12-17,2022-12-19
IOWA,9129,2022-12-17,2022-12-19
KANSAS,9391,2022-12-17,2022-12-19
KENTUCKY,12627,2022-12-17,2022-12-19
LOUISIANA-PN,21798,2022-12-17,2022-12-19
LOUISIANA-RN (Non-Participating),NA,2022-12-17,2022-12-19
MAINE,1836,2022-12-17,2022-12-19
MARYLAND,11153,2022-12-17,2022-12-19
MASSACHUSETTS,21210,2022-12-17,2022-12-19
MICHIGAN (Non-Participating),NA,2022-12-17,2022-12-19
MINNESOTA,18780,2022-12-17,2022-12-19
MISSISSIPPI,13599,2022-12-17,2022-12-19
MISSOURI,22829,2022-12-17,2022-12-19
MONTANA,2405,2022-12-17,2022-12-19
NEBRASKA,5599,2022-12-17,2022-12-19
NEVADA,4639,2022-12-17,2022-12-19
NEW HAMPSHIRE,3095,2022-12-17,2022-12-19
NEW JERSEY,23745,2022-12-17,2022-12-19
NEW MEXICO,2401,2022-12-17,2022-12-19
NEW YORK,70806,2022-12-17,2022-12-19
NORTH CAROLINA,22977,2022-12-17,2022-12-19
NORTH DAKOTA,3323,2022-12-17,2022-12-19
NORTHERN MARIANA ISLANDS,58,2022-12-17,2022-12-19
OHIO,49829,2022-12-17,2022-12-19
OKLAHOMA,16760,2022-12-17,2022-12-19
OREGON,6177,2022-12-17,2022-12-19
PENNSYLVANIA,48849,2022-12-17,2022-12-19
RHODE ISLAND,2775,2022-12-17,2022-12-19
SOUTH CAROLINA,12166,2022-12-17,2022-12-19
SOUTH DAKOTA,2678,2022-12-17,2022-12-19
TENNESSEE,29919,2022-12-17,2022-12-19
TEXAS,104027,2022-12-17,2022-12-19
UTAH,2619,2022-12-17,2022-12-19
VERMONT,1844,2022-12-17,2022-12-19
VIRGIN ISLANDS,91,2022-12-17,2022-12-19
VIRGINIA,26715,2022-12-17,2022-12-19
WASHINGTON,11139,2022-12-17,2022-12-19
WEST VIRGINIA-PN,7935,2022-12-17,2022-12-19
WEST VIRGINIA-RN (Non-Participating),NA,2022-12-17,2022-12-19
WISCONSIN,16117,2022-12-17,2022-12-19
WYOMING,1002,2022-12-17,2022-12-19
TOTALS,950052,2022-12-17,2022-12-19
