state,counts_lpn,updated_date,scrape_date
ALABAMA,17697,2023-01-11,2023-01-11
ALASKA,631,2023-01-11,2023-01-11
AMERICAN SAMOA,132,2023-01-11,2023-01-11
ARIZONA,10960,2023-01-11,2023-01-11
ARKANSAS,14007,2023-01-11,2023-01-11
CALIFORNIA-RN (Non-Participating),NA,2023-01-11,2023-01-11
CALIFORNIA-VN,107584,2023-01-11,2023-01-11
COLORADO,7567,2023-01-11,2023-01-11
CONNECTICUT,14462,2023-01-11,2023-01-11
DELAWARE,2900,2023-01-11,2023-01-11
DISTRICT OF COLUMBIA,2337,2023-01-11,2023-01-11
FLORIDA,66519,2023-01-11,2023-01-11
GEORGIA,30635,2023-01-11,2023-01-11
GUAM,231,2023-01-11,2023-01-11
HAWAII,2009,2023-01-11,2023-01-11
IDAHO,3283,2023-01-11,2023-01-11
ILLINOIS,27179,2023-01-11,2023-01-11
INDIANA,20529,2023-01-11,2023-01-11
IOWA,9152,2023-01-11,2023-01-11
KANSAS,9314,2023-01-11,2023-01-11
KENTUCKY,12701,2023-01-11,2023-01-11
LOUISIANA-PN,21968,2023-01-11,2023-01-11
LOUISIANA-RN (Non-Participating),NA,2023-01-11,2023-01-11
MAINE,1834,2023-01-11,2023-01-11
MARYLAND,11097,2023-01-11,2023-01-11
MASSACHUSETTS,21136,2023-01-11,2023-01-11
MICHIGAN (Non-Participating),NA,2023-01-11,2023-01-11
MINNESOTA,18651,2023-01-11,2023-01-11
MISSISSIPPI,13626,2023-01-11,2023-01-11
MISSOURI,22916,2023-01-11,2023-01-11
MONTANA,2412,2023-01-11,2023-01-11
NEBRASKA,5618,2023-01-11,2023-01-11
NEVADA,4632,2023-01-11,2023-01-11
NEW HAMPSHIRE,3100,2023-01-11,2023-01-11
NEW JERSEY,23831,2023-01-11,2023-01-11
NEW MEXICO,2391,2023-01-11,2023-01-11
NEW YORK,70966,2023-01-11,2023-01-11
NORTH CAROLINA,22891,2023-01-11,2023-01-11
NORTH DAKOTA,2888,2023-01-11,2023-01-11
NORTHERN MARIANA ISLANDS,59,2023-01-11,2023-01-11
OHIO,49608,2023-01-11,2023-01-11
OKLAHOMA,16819,2023-01-11,2023-01-11
OREGON,6143,2023-01-11,2023-01-11
PENNSYLVANIA,49115,2023-01-11,2023-01-11
RHODE ISLAND,2801,2023-01-11,2023-01-11
SOUTH CAROLINA,12179,2023-01-11,2023-01-11
SOUTH DAKOTA,2673,2023-01-11,2023-01-11
TENNESSEE,29822,2023-01-11,2023-01-11
TEXAS,103788,2023-01-11,2023-01-11
UTAH,2642,2023-01-11,2023-01-11
VERMONT,1849,2023-01-11,2023-01-11
VIRGIN ISLANDS,92,2023-01-11,2023-01-11
VIRGINIA,26621,2023-01-11,2023-01-11
WASHINGTON,11123,2023-01-11,2023-01-11
WEST VIRGINIA-PN,7969,2023-01-11,2023-01-11
WEST VIRGINIA-RN (Non-Participating),NA,2023-01-11,2023-01-11
WISCONSIN,16172,2023-01-11,2023-01-11
WYOMING,702,2023-01-11,2023-01-11
TOTALS,949963,2023-01-11,2023-01-11
