state,counts_rn,updated_date,scrape_date
ALABAMA,87257,2024-12-20,2024-12-20
ALASKA,18282,2024-12-20,2024-12-20
AMERICAN SAMOA,61,2024-12-20,2024-12-20
ARIZONA,114633,2024-12-20,2024-12-20
ARKANSAS,47920,2024-12-20,2024-12-20
CALIFORNIA-RN,548466,2024-12-20,2024-12-20
CALIFORNIA-VN (Non-Participating),NA,2024-12-20,2024-12-20
COLORADO,87724,2024-12-20,2024-12-20
CONNECTICUT,82453,2024-12-20,2024-12-20
DELAWARE,21582,2024-12-20,2024-12-20
DISTRICT OF COLUMBIA,41763,2024-12-20,2024-12-20
FLORIDA,381297,2024-12-20,2024-12-20
GEORGIA,146774,2024-12-20,2024-12-20
GUAM,1239,2024-12-20,2024-12-20
HAWAII,38548,2024-12-20,2024-12-20
IDAHO,29716,2024-12-20,2024-12-20
ILLINOIS,255505,2024-12-20,2024-12-20
INDIANA,131796,2024-12-20,2024-12-20
IOWA,58188,2024-12-20,2024-12-20
KANSAS,53081,2024-12-20,2024-12-20
KENTUCKY,75526,2024-12-20,2024-12-20
LOUISIANA-PN (Non-Participating),NA,2024-12-20,2024-12-20
LOUISIANA-RN,67027,2024-12-20,2024-12-20
MAINE,28884,2024-12-20,2024-12-20
MARYLAND,89520,2024-12-20,2024-12-20
MASSACHUSETTS,157241,2024-12-20,2024-12-20
MICHIGAN,175158,2024-12-20,2024-12-20
MINNESOTA,134199,2024-12-20,2024-12-20
MISSISSIPPI,54781,2024-12-20,2024-12-20
MISSOURI,124505,2024-12-20,2024-12-20
MONTANA,25308,2024-12-20,2024-12-20
NEBRASKA,31101,2024-12-20,2024-12-20
NEVADA,60433,2024-12-20,2024-12-20
NEW HAMPSHIRE,27363,2024-12-20,2024-12-20
NEW JERSEY,149017,2024-12-20,2024-12-20
NEW MEXICO,34087,2024-12-20,2024-12-20
NEW YORK,486604,2024-12-20,2024-12-20
NORTH CAROLINA,161956,2024-12-20,2024-12-20
NORTH DAKOTA,17950,2024-12-20,2024-12-20
NORTHERN MARIANA ISLANDS,4598,2024-12-20,2024-12-20
OHIO,233806,2024-12-20,2024-12-20
OKLAHOMA,52880,2024-12-20,2024-12-20
OREGON,86572,2024-12-20,2024-12-20
PENNSYLVANIA,237706,2024-12-20,2024-12-20
RHODE ISLAND,25699,2024-12-20,2024-12-20
SOUTH CAROLINA,84065,2024-12-20,2024-12-20
SOUTH DAKOTA,19980,2024-12-20,2024-12-20
TENNESSEE,116497,2024-12-20,2024-12-20
TEXAS,415560,2024-12-20,2024-12-20
UTAH,47643,2024-12-20,2024-12-20
VERMONT,13142,2024-12-20,2024-12-20
VIRGIN ISLANDS,1313,2024-12-20,2024-12-20
VIRGINIA,121119,2024-12-20,2024-12-20
WASHINGTON,108097,2024-12-20,2024-12-20
WEST VIRGINIA-PN (Non-Participating),NA,2024-12-20,2024-12-20
WEST VIRGINIA-RN,33577,2024-12-20,2024-12-20
WISCONSIN,114480,2024-12-20,2024-12-20
WYOMING,9615,2024-12-20,2024-12-20
TOTALS,5773294,2024-12-20,2024-12-20
