state,counts_all,updated_date,scrape_date
ALABAMA,103413,2025-01-27,2025-01-27
ALASKA,19343,2025-01-27,2025-01-27
AMERICAN SAMOA,72,2025-01-27,2025-01-27
ARIZONA,126239,2025-01-27,2025-01-27
ARKANSAS,62098,2025-01-27,2025-01-27
CALIFORNIA,665400,2025-01-27,2025-01-27
COLORADO,95524,2025-01-27,2025-01-27
CONNECTICUT,95193,2025-01-27,2025-01-27
DELAWARE,24814,2025-01-27,2025-01-27
DISTRICT OF COLUMBIA,45250,2025-01-27,2025-01-27
FLORIDA,447383,2025-01-27,2025-01-27
GEORGIA,177716,2025-01-27,2025-01-27
GUAM,1443,2025-01-27,2025-01-27
HAWAII,41248,2025-01-27,2025-01-27
IDAHO,33268,2025-01-27,2025-01-27
ILLINOIS,284597,2025-01-27,2025-01-27
INDIANA,152646,2025-01-27,2025-01-27
IOWA,66845,2025-01-27,2025-01-27
KANSAS,62250,2025-01-27,2025-01-27
KENTUCKY,88708,2025-01-27,2025-01-27
LOUISIANA,89567,2025-01-27,2025-01-27
MAINE,30512,2025-01-27,2025-01-27
MARYLAND,100832,2025-01-27,2025-01-27
MASSACHUSETTS,178230,2025-01-27,2025-01-27
MICHIGAN,196477,2025-01-27,2025-01-27
MINNESOTA,151888,2025-01-27,2025-01-27
MISSISSIPPI,65456,2025-01-27,2025-01-27
MISSOURI,147722,2025-01-27,2025-01-27
MONTANA,27816,2025-01-27,2025-01-27
NEBRASKA,36634,2025-01-27,2025-01-27
NEVADA,65070,2025-01-27,2025-01-27
NEW HAMPSHIRE,30604,2025-01-27,2025-01-27
NEW JERSEY,173835,2025-01-27,2025-01-27
NEW MEXICO,36523,2025-01-27,2025-01-27
NEW YORK,566539,2025-01-27,2025-01-27
NORTH CAROLINA,185378,2025-01-27,2025-01-27
NORTH DAKOTA,19402,2025-01-27,2025-01-27
NORTHERN MARIANA ISLANDS,4564,2025-01-27,2025-01-27
OHIO,285287,2025-01-27,2025-01-27
OKLAHOMA,70273,2025-01-27,2025-01-27
OREGON,93682,2025-01-27,2025-01-27
PENNSYLVANIA,287887,2025-01-27,2025-01-27
RHODE ISLAND,28546,2025-01-27,2025-01-27
SOUTH CAROLINA,96939,2025-01-27,2025-01-27
SOUTH DAKOTA,22783,2025-01-27,2025-01-27
TENNESSEE,145901,2025-01-27,2025-01-27
TEXAS,519349,2025-01-27,2025-01-27
UTAH,50485,2025-01-27,2025-01-27
VERMONT,14753,2025-01-27,2025-01-27
VIRGIN ISLANDS,1409,2025-01-27,2025-01-27
VIRGINIA,147394,2025-01-27,2025-01-27
WASHINGTON,118685,2025-01-27,2025-01-27
WEST VIRGINIA,41332,2025-01-27,2025-01-27
WISCONSIN,127394,2025-01-27,2025-01-27
WYOMING,8893,2025-01-27,2025-01-27
