state,counts_all,updated_date,scrape_date
ALABAMA,105413,2025-06-13,2025-06-13
ALASKA,21135,2025-06-13,2025-06-13
AMERICAN SAMOA,133,2025-06-13,2025-06-13
ARIZONA,128833,2025-06-13,2025-06-13
ARKANSAS,62530,2025-06-13,2025-06-13
CALIFORNIA,682791,2025-06-13,2025-06-13
COLORADO,97918,2025-06-13,2025-06-13
CONNECTICUT,94826,2025-06-13,2025-06-13
DELAWARE,25192,2025-06-13,2025-06-13
DISTRICT OF COLUMBIA,48297,2025-06-13,2025-06-13
FLORIDA,444598,2025-06-13,2025-06-13
GEORGIA,172261,2025-06-13,2025-06-13
GUAM,1474,2025-06-13,2025-06-13
HAWAII,43246,2025-06-13,2025-06-13
IDAHO,34323,2025-06-13,2025-06-13
ILLINOIS,266133,2025-06-13,2025-06-13
INDIANA,155992,2025-06-13,2025-06-13
IOWA,66874,2025-06-13,2025-06-13
KANSAS,62498,2025-06-13,2025-06-13
KENTUCKY,91132,2025-06-13,2025-06-13
LOUISIANA,88949,2025-06-13,2025-06-13
MAINE,30587,2025-06-13,2025-06-13
MARYLAND,101514,2025-06-13,2025-06-13
MASSACHUSETTS,183230,2025-06-13,2025-06-13
MICHIGAN,198958,2025-06-13,2025-06-13
MINNESOTA,154294,2025-06-13,2025-06-13
MISSISSIPPI,67047,2025-06-13,2025-06-13
MISSOURI,139349,2025-06-13,2025-06-13
MONTANA,27492,2025-06-13,2025-06-13
NEBRASKA,37372,2025-06-13,2025-06-13
NEVADA,66299,2025-06-13,2025-06-13
NEW HAMPSHIRE,30754,2025-06-13,2025-06-13
NEW JERSEY,176472,2025-06-13,2025-06-13
NEW MEXICO,36684,2025-06-13,2025-06-13
NEW YORK,582938,2025-06-13,2025-06-13
NORTH CAROLINA,187039,2025-06-13,2025-06-13
NORTH DAKOTA,20229,2025-06-13,2025-06-13
NORTHERN MARIANA ISLANDS,4396,2025-06-13,2025-06-13
OHIO,290793,2025-06-13,2025-06-13
OKLAHOMA,71139,2025-06-13,2025-06-13
OREGON,96117,2025-06-13,2025-06-13
PENNSYLVANIA,286245,2025-06-13,2025-06-13
RHODE ISLAND,23292,2025-06-13,2025-06-13
SOUTH CAROLINA,99627,2025-06-13,2025-06-13
SOUTH DAKOTA,22838,2025-06-13,2025-06-13
TENNESSEE,146192,2025-06-13,2025-06-13
TEXAS,523691,2025-06-13,2025-06-13
UTAH,47303,2025-06-13,2025-06-13
VERMONT,12551,2025-06-13,2025-06-13
VIRGIN ISLANDS,1339,2025-06-13,2025-06-13
VIRGINIA,148263,2025-06-13,2025-06-13
WASHINGTON,116632,2025-06-13,2025-06-13
WEST VIRGINIA,42577,2025-06-13,2025-06-13
WISCONSIN,127933,2025-06-13,2025-06-13
WYOMING,9295,2025-06-13,2025-06-13
