state,counts_rn,updated_date,scrape_date
ALABAMA,97044,2022-07-29,2022-07-30
ALASKA,20197,2022-07-29,2022-07-30
AMERICAN SAMOA,167,2022-07-29,2022-07-30
ARIZONA,108000,2022-07-29,2022-07-30
ARKANSAS,45824,2022-07-29,2022-07-30
CALIFORNIA-RN,482815,2022-07-29,2022-07-30
CALIFORNIA-VN (Non-Participating),NA,2022-07-29,2022-07-30
COLORADO,85670,2022-07-29,2022-07-30
CONNECTICUT,86577,2022-07-29,2022-07-30
DELAWARE,20490,2022-07-29,2022-07-30
DISTRICT OF COLUMBIA,33046,2022-07-29,2022-07-30
FLORIDA,358844,2022-07-29,2022-07-30
GEORGIA,137833,2022-07-29,2022-07-30
GUAM,1498,2022-07-29,2022-07-30
HAWAII,30671,2022-07-29,2022-07-30
IDAHO,27758,2022-07-29,2022-07-30
ILLINOIS,227497,2022-07-29,2022-07-30
INDIANA,125499,2022-07-29,2022-07-30
IOWA,59648,2022-07-29,2022-07-30
KANSAS,53869,2022-07-29,2022-07-30
KENTUCKY,75858,2022-07-29,2022-07-30
LOUISIANA-PN (Non-Participating),NA,2022-07-29,2022-07-30
LOUISIANA-RN,65087,2022-07-29,2022-07-30
MAINE,28756,2022-07-29,2022-07-30
MARYLAND,88179,2022-07-29,2022-07-30
MASSACHUSETTS,162603,2022-07-29,2022-07-30
MICHIGAN (Non-Participating),NA,2022-07-29,2022-07-30
MINNESOTA,124183,2022-07-29,2022-07-30
MISSISSIPPI,52318,2022-07-29,2022-07-30
MISSOURI,120548,2022-07-29,2022-07-30
MONTANA,20873,2022-07-29,2022-07-30
NEBRASKA,32589,2022-07-29,2022-07-30
NEVADA,55557,2022-07-29,2022-07-30
NEW HAMPSHIRE,26372,2022-07-29,2022-07-30
NEW JERSEY,137738,2022-07-29,2022-07-30
NEW MEXICO,31132,2022-07-29,2022-07-30
NEW YORK,370698,2022-07-29,2022-07-30
NORTH CAROLINA,153417,2022-07-29,2022-07-30
NORTH DAKOTA,16959,2022-07-29,2022-07-30
NORTHERN MARIANA ISLANDS,3722,2022-07-29,2022-07-30
OHIO,233531,2022-07-29,2022-07-30
OKLAHOMA,51666,2022-07-29,2022-07-30
OREGON,78825,2022-07-29,2022-07-30
PENNSYLVANIA,237384,2022-07-29,2022-07-30
RHODE ISLAND,27676,2022-07-29,2022-07-30
SOUTH CAROLINA,76708,2022-07-29,2022-07-30
SOUTH DAKOTA,19659,2022-07-29,2022-07-30
TENNESSEE,112462,2022-07-29,2022-07-30
TEXAS,376948,2022-07-29,2022-07-30
UTAH,42766,2022-07-29,2022-07-30
VERMONT,21652,2022-07-29,2022-07-30
VIRGIN ISLANDS,1582,2022-07-29,2022-07-30
VIRGINIA,114859,2022-07-29,2022-07-30
WASHINGTON,124705,2022-07-29,2022-07-30
WEST VIRGINIA-PN (Non-Participating),NA,2022-07-29,2022-07-30
WEST VIRGINIA-RN,35134,2022-07-29,2022-07-30
WISCONSIN,115539,2022-07-29,2022-07-30
WYOMING,9391,2022-07-29,2022-07-30
TOTALS,5250023,2022-07-29,2022-07-30
