state,counts_rn,updated_date,scrape_date
ALABAMA,98010,2022-09-10,2022-09-10
ALASKA,20607,2022-09-10,2022-09-10
AMERICAN SAMOA,167,2022-09-10,2022-09-10
ARIZONA,104993,2022-09-10,2022-09-10
ARKANSAS,45835,2022-09-10,2022-09-10
CALIFORNIA-RN,486642,2022-09-10,2022-09-10
CALIFORNIA-VN (Non-Participating),NA,2022-09-10,2022-09-10
COLORADO,86446,2022-09-10,2022-09-10
CONNECTICUT,87383,2022-09-10,2022-09-10
DELAWARE,20666,2022-09-10,2022-09-10
DISTRICT OF COLUMBIA,33874,2022-09-10,2022-09-10
FLORIDA,353988,2022-09-10,2022-09-10
GEORGIA,138594,2022-09-10,2022-09-10
GUAM,1200,2022-09-10,2022-09-10
HAWAII,31364,2022-09-10,2022-09-10
IDAHO,28054,2022-09-10,2022-09-10
ILLINOIS,230113,2022-09-10,2022-09-10
INDIANA,126566,2022-09-10,2022-09-10
IOWA,59812,2022-09-10,2022-09-10
KANSAS,53582,2022-09-10,2022-09-10
KENTUCKY,76346,2022-09-10,2022-09-10
LOUISIANA-PN (Non-Participating),NA,2022-09-10,2022-09-10
LOUISIANA-RN,65432,2022-09-10,2022-09-10
MAINE,28797,2022-09-10,2022-09-10
MARYLAND,88027,2022-09-10,2022-09-10
MASSACHUSETTS,165172,2022-09-10,2022-09-10
MICHIGAN (Non-Participating),NA,2022-09-10,2022-09-10
MINNESOTA,126124,2022-09-10,2022-09-10
MISSISSIPPI,52593,2022-09-10,2022-09-10
MISSOURI,121131,2022-09-10,2022-09-10
MONTANA,21134,2022-09-10,2022-09-10
NEBRASKA,32816,2022-09-10,2022-09-10
NEVADA,56029,2022-09-10,2022-09-10
NEW HAMPSHIRE,26476,2022-09-10,2022-09-10
NEW JERSEY,139455,2022-09-10,2022-09-10
NEW MEXICO,31090,2022-09-10,2022-09-10
NEW YORK,376642,2022-09-10,2022-09-10
NORTH CAROLINA,153620,2022-09-10,2022-09-10
NORTH DAKOTA,17140,2022-09-10,2022-09-10
NORTHERN MARIANA ISLANDS,3357,2022-09-10,2022-09-10
OHIO,235583,2022-09-10,2022-09-10
OKLAHOMA,51150,2022-09-10,2022-09-10
OREGON,79981,2022-09-10,2022-09-10
PENNSYLVANIA,240222,2022-09-10,2022-09-10
RHODE ISLAND,27967,2022-09-10,2022-09-10
SOUTH CAROLINA,77589,2022-09-10,2022-09-10
SOUTH DAKOTA,19680,2022-09-10,2022-09-10
TENNESSEE,112735,2022-09-10,2022-09-10
TEXAS,377068,2022-09-10,2022-09-10
UTAH,43236,2022-09-10,2022-09-10
VERMONT,21776,2022-09-10,2022-09-10
VIRGIN ISLANDS,1596,2022-09-10,2022-09-10
VIRGINIA,115299,2022-09-10,2022-09-10
WASHINGTON,125739,2022-09-10,2022-09-10
WEST VIRGINIA-PN (Non-Participating),NA,2022-09-10,2022-09-10
WEST VIRGINIA-RN,35464,2022-09-10,2022-09-10
WISCONSIN,116083,2022-09-10,2022-09-10
WYOMING,9471,2022-09-10,2022-09-10
TOTALS,5279916,2022-09-10,2022-09-10
