state,counts_all,updated_date,scrape_date
ALABAMA,109760,2026-08-11,2026-08-11
ALASKA,25716,2026-08-11,2026-08-11
AMERICAN SAMOA,250,2026-08-11,2026-08-11
ARIZONA,126832,2026-08-11,2026-08-11
ARKANSAS,63963,2026-08-11,2026-08-11
CALIFORNIA,738344,2026-08-11,2026-08-11
COLORADO,101284,2026-08-11,2026-08-11
CONNECTICUT,89203,2026-08-11,2026-08-11
DELAWARE,23109,2026-08-11,2026-08-11
DISTRICT OF COLUMBIA,47957,2026-08-11,2026-08-11
FLORIDA,457849,2026-08-11,2026-08-11
GEORGIA,180040,2026-08-11,2026-08-11
GUAM,1476,2026-08-11,2026-08-11
HAWAII,40197,2026-08-11,2026-08-11
IDAHO,33780,2026-08-11,2026-08-11
ILLINOIS,291978,2026-08-11,2026-08-11
INDIANA,156296,2026-08-11,2026-08-11
IOWA,68706,2026-08-11,2026-08-11
KANSAS,63444,2026-08-11,2026-08-11
KENTUCKY,94181,2026-08-11,2026-08-11
LOUISIANA,91029,2026-08-11,2026-08-11
MAINE,30525,2026-08-11,2026-08-11
MARYLAND,102609,2026-08-11,2026-08-11
MASSACHUSETTS,182234,2026-08-11,2026-08-11
MICHIGAN,213018,2026-08-11,2026-08-11
MINNESOTA,158323,2026-08-11,2026-08-11
MISSISSIPPI,70191,2026-08-11,2026-08-11
MISSOURI,143800,2026-08-11,2026-08-11
MONTANA,29400,2026-08-11,2026-08-11
NEBRASKA,39458,2026-08-11,2026-08-11
NEVADA,69938,2026-08-11,2026-08-11
NEW HAMPSHIRE,31185,2026-08-11,2026-08-11
NEW JERSEY,174235,2026-08-11,2026-08-11
NEW MEXICO,38338,2026-08-11,2026-08-11
NEW YORK,640605,2026-08-11,2026-08-11
NORTH CAROLINA,192554,2026-08-11,2026-08-11
NORTH DAKOTA,20531,2026-08-11,2026-08-11
NORTHERN MARIANA ISLANDS,3694,2026-08-11,2026-08-11
OHIO,292002,2026-08-11,2026-08-11
OKLAHOMA,73907,2026-08-11,2026-08-11
OREGON,100143,2026-08-11,2026-08-11
PENNSYLVANIA,286008,2026-08-11,2026-08-11
RHODE ISLAND,23973,2026-08-11,2026-08-11
SOUTH CAROLINA,100654,2026-08-11,2026-08-11
SOUTH DAKOTA,23431,2026-08-11,2026-08-11
TENNESSEE,148796,2026-08-11,2026-08-11
TEXAS,537725,2026-08-11,2026-08-11
UTAH,51813,2026-08-11,2026-08-11
VERMONT,13846,2026-08-11,2026-08-11
VIRGIN ISLANDS,1278,2026-08-11,2026-08-11
VIRGINIA,151697,2026-08-11,2026-08-11
WASHINGTON,118071,2026-08-11,2026-08-11
WEST VIRGINIA,40014,2026-08-11,2026-08-11
WISCONSIN,127421,2026-08-11,2026-08-11
WYOMING,10148,2026-08-11,2026-08-11
