state,counts_lpn,updated_date,scrape_date
ALABAMA,16930,2022-04-22,2022-04-23
ALASKA,785,2022-04-22,2022-04-23
AMERICAN SAMOA,132,2022-04-22,2022-04-23
ARIZONA,11117,2022-04-22,2022-04-23
ARKANSAS,14062,2022-04-22,2022-04-23
CALIFORNIA-RN (Non-Participating),NA,2022-04-22,2022-04-23
CALIFORNIA-VN,106494,2022-04-22,2022-04-23
COLORADO,8171,2022-04-22,2022-04-23
CONNECTICUT,14009,2022-04-22,2022-04-23
DELAWARE,2676,2022-04-22,2022-04-23
DISTRICT OF COLUMBIA,2195,2022-04-22,2022-04-23
FLORIDA,63019,2022-04-22,2022-04-23
GEORGIA,30190,2022-04-22,2022-04-23
GUAM,215,2022-04-22,2022-04-23
HAWAII,1786,2022-04-22,2022-04-23
IDAHO,3591,2022-04-22,2022-04-23
ILLINOIS,26077,2022-04-22,2022-04-23
INDIANA,23322,2022-04-22,2022-04-23
IOWA,10016,2022-04-22,2022-04-23
KANSAS,9521,2022-04-22,2022-04-23
KENTUCKY,13030,2022-04-22,2022-04-23
LOUISIANA-PN,21110,2022-04-22,2022-04-23
LOUISIANA-RN (Non-Participating),NA,2022-04-22,2022-04-23
MAINE,1896,2022-04-22,2022-04-23
MARYLAND,11200,2022-04-22,2022-04-23
MASSACHUSETTS,20207,2022-04-22,2022-04-23
MICHIGAN (Non-Participating),NA,2022-04-22,2022-04-23
MINNESOTA,19341,2022-04-22,2022-04-23
MISSISSIPPI,12923,2022-04-22,2022-04-23
MISSOURI,24689,2022-04-22,2022-04-23
MONTANA,2322,2022-04-22,2022-04-23
NEBRASKA,5325,2022-04-22,2022-04-23
NEVADA,4478,2022-04-22,2022-04-23
NEW HAMPSHIRE,3110,2022-04-22,2022-04-23
NEW JERSEY,24256,2022-04-22,2022-04-23
NEW MEXICO,2455,2022-04-22,2022-04-23
NEW YORK,68818,2022-04-22,2022-04-23
NORTH CAROLINA,22729,2022-04-22,2022-04-23
NORTH DAKOTA,3103,2022-04-22,2022-04-23
NORTHERN MARIANA ISLANDS,50,2022-04-22,2022-04-23
OHIO,54816,2022-04-22,2022-04-23
OKLAHOMA,15790,2022-04-22,2022-04-23
OREGON,6039,2022-04-22,2022-04-23
PENNSYLVANIA,53615,2022-04-22,2022-04-23
RHODE ISLAND,2423,2022-04-22,2022-04-23
SOUTH CAROLINA,12499,2022-04-22,2022-04-23
SOUTH DAKOTA,2683,2022-04-22,2022-04-23
TENNESSEE,29950,2022-04-22,2022-04-23
TEXAS,105030,2022-04-22,2022-04-23
UTAH,2526,2022-04-22,2022-04-23
VERMONT,1611,2022-04-22,2022-04-23
VIRGIN ISLANDS,94,2022-04-22,2022-04-23
VIRGINIA,26895,2022-04-22,2022-04-23
WASHINGTON,11064,2022-04-22,2022-04-23
WEST VIRGINIA-PN,8178,2022-04-22,2022-04-23
WEST VIRGINIA-RN (Non-Participating),NA,2022-04-22,2022-04-23
WISCONSIN,15453,2022-04-22,2022-04-23
WYOMING,902,2022-04-22,2022-04-23
TOTALS,954918,2022-04-22,2022-04-23
