state,counts_rn,updated_date,scrape_date
ALABAMA,96843,2022-07-13,2022-07-14
ALASKA,19943,2022-07-13,2022-07-14
AMERICAN SAMOA,167,2022-07-13,2022-07-14
ARIZONA,107526,2022-07-13,2022-07-14
ARKANSAS,45751,2022-07-13,2022-07-14
CALIFORNIA-RN,479230,2022-07-13,2022-07-14
CALIFORNIA-VN (Non-Participating),NA,2022-07-13,2022-07-14
COLORADO,85218,2022-07-13,2022-07-14
CONNECTICUT,86247,2022-07-13,2022-07-14
DELAWARE,20364,2022-07-13,2022-07-14
DISTRICT OF COLUMBIA,32591,2022-07-13,2022-07-14
FLORIDA,357425,2022-07-13,2022-07-14
GEORGIA,138884,2022-07-13,2022-07-14
GUAM,1569,2022-07-13,2022-07-14
HAWAII,30424,2022-07-13,2022-07-14
IDAHO,27630,2022-07-13,2022-07-14
ILLINOIS,226579,2022-07-13,2022-07-14
INDIANA,125020,2022-07-13,2022-07-14
IOWA,59579,2022-07-13,2022-07-14
KANSAS,53740,2022-07-13,2022-07-14
KENTUCKY,75617,2022-07-13,2022-07-14
LOUISIANA-PN (Non-Participating),NA,2022-07-13,2022-07-14
LOUISIANA-RN,64887,2022-07-13,2022-07-14
MAINE,28713,2022-07-13,2022-07-14
MARYLAND,88536,2022-07-13,2022-07-14
MASSACHUSETTS,161287,2022-07-13,2022-07-14
MICHIGAN (Non-Participating),NA,2022-07-13,2022-07-14
MINNESOTA,122970,2022-07-13,2022-07-14
MISSISSIPPI,52242,2022-07-13,2022-07-14
MISSOURI,120196,2022-07-13,2022-07-14
MONTANA,20724,2022-07-13,2022-07-14
NEBRASKA,32474,2022-07-13,2022-07-14
NEVADA,55323,2022-07-13,2022-07-14
NEW HAMPSHIRE,26325,2022-07-13,2022-07-14
NEW JERSEY,136919,2022-07-13,2022-07-14
NEW MEXICO,30907,2022-07-13,2022-07-14
NEW YORK,368789,2022-07-13,2022-07-14
NORTH CAROLINA,152846,2022-07-13,2022-07-14
NORTH DAKOTA,16891,2022-07-13,2022-07-14
NORTHERN MARIANA ISLANDS,3644,2022-07-13,2022-07-14
OHIO,232410,2022-07-13,2022-07-14
OKLAHOMA,51417,2022-07-13,2022-07-14
OREGON,77936,2022-07-13,2022-07-14
PENNSYLVANIA,235809,2022-07-13,2022-07-14
RHODE ISLAND,27474,2022-07-13,2022-07-14
SOUTH CAROLINA,76291,2022-07-13,2022-07-14
SOUTH DAKOTA,19655,2022-07-13,2022-07-14
TENNESSEE,111801,2022-07-13,2022-07-14
TEXAS,375481,2022-07-13,2022-07-14
UTAH,42548,2022-07-13,2022-07-14
VERMONT,21577,2022-07-13,2022-07-14
VIRGIN ISLANDS,1564,2022-07-13,2022-07-14
VIRGINIA,113830,2022-07-13,2022-07-14
WASHINGTON,123704,2022-07-13,2022-07-14
WEST VIRGINIA-PN (Non-Participating),NA,2022-07-13,2022-07-14
WEST VIRGINIA-RN,35026,2022-07-13,2022-07-14
WISCONSIN,115226,2022-07-13,2022-07-14
WYOMING,9354,2022-07-13,2022-07-14
TOTALS,5225123,2022-07-13,2022-07-14
