state,counts_lpn,updated_date,scrape_date
ALABAMA,17199,2022-07-07,2022-07-08
ALASKA,807,2022-07-07,2022-07-08
AMERICAN SAMOA,132,2022-07-07,2022-07-08
ARIZONA,11264,2022-07-07,2022-07-08
ARKANSAS,14121,2022-07-07,2022-07-08
CALIFORNIA-RN (Non-Participating),NA,2022-07-07,2022-07-08
CALIFORNIA-VN,106562,2022-07-07,2022-07-08
COLORADO,8282,2022-07-07,2022-07-08
CONNECTICUT,14160,2022-07-07,2022-07-08
DELAWARE,2781,2022-07-07,2022-07-08
DISTRICT OF COLUMBIA,2218,2022-07-07,2022-07-08
FLORIDA,64009,2022-07-07,2022-07-08
GEORGIA,30282,2022-07-07,2022-07-08
GUAM,218,2022-07-07,2022-07-08
HAWAII,1853,2022-07-07,2022-07-08
IDAHO,3588,2022-07-07,2022-07-08
ILLINOIS,26295,2022-07-07,2022-07-08
INDIANA,23422,2022-07-07,2022-07-08
IOWA,10047,2022-07-07,2022-07-08
KANSAS,9572,2022-07-07,2022-07-08
KENTUCKY,13234,2022-07-07,2022-07-08
LOUISIANA-PN,21454,2022-07-07,2022-07-08
LOUISIANA-RN (Non-Participating),NA,2022-07-07,2022-07-08
MAINE,1882,2022-07-07,2022-07-08
MARYLAND,11344,2022-07-07,2022-07-08
MASSACHUSETTS,20417,2022-07-07,2022-07-08
MICHIGAN (Non-Participating),NA,2022-07-07,2022-07-08
MINNESOTA,19133,2022-07-07,2022-07-08
MISSISSIPPI,13066,2022-07-07,2022-07-08
MISSOURI,22038,2022-07-07,2022-07-08
MONTANA,2355,2022-07-07,2022-07-08
NEBRASKA,5436,2022-07-07,2022-07-08
NEVADA,4564,2022-07-07,2022-07-08
NEW HAMPSHIRE,3100,2022-07-07,2022-07-08
NEW JERSEY,22912,2022-07-07,2022-07-08
NEW MEXICO,2425,2022-07-07,2022-07-08
NEW YORK,69192,2022-07-07,2022-07-08
NORTH CAROLINA,22629,2022-07-07,2022-07-08
NORTH DAKOTA,3180,2022-07-07,2022-07-08
NORTHERN MARIANA ISLANDS,54,2022-07-07,2022-07-08
OHIO,55406,2022-07-07,2022-07-08
OKLAHOMA,16084,2022-07-07,2022-07-08
OREGON,6072,2022-07-07,2022-07-08
PENNSYLVANIA,53430,2022-07-07,2022-07-08
RHODE ISLAND,2566,2022-07-07,2022-07-08
SOUTH CAROLINA,11808,2022-07-07,2022-07-08
SOUTH DAKOTA,2686,2022-07-07,2022-07-08
TENNESSEE,29939,2022-07-07,2022-07-08
TEXAS,104137,2022-07-07,2022-07-08
UTAH,2557,2022-07-07,2022-07-08
VERMONT,1680,2022-07-07,2022-07-08
VIRGIN ISLANDS,108,2022-07-07,2022-07-08
VIRGINIA,26708,2022-07-07,2022-07-08
WASHINGTON,11019,2022-07-07,2022-07-08
WEST VIRGINIA-PN,7382,2022-07-07,2022-07-08
WEST VIRGINIA-RN (Non-Participating),NA,2022-07-07,2022-07-08
WISCONSIN,15645,2022-07-07,2022-07-08
WYOMING,977,2022-07-07,2022-07-08
TOTALS,953431,2022-07-07,2022-07-08
