state,counts_lpn,updated_date,scrape_date
ALABAMA,16776,2025-12-13,2025-12-14
ALASKA,844,2025-12-13,2025-12-14
AMERICAN SAMOA,70,2025-12-13,2025-12-14
ARIZONA,10881,2025-12-13,2025-12-14
ARKANSAS,13735,2025-12-13,2025-12-14
CALIFORNIA-RN (Non-Participating),NA,2025-12-13,2025-12-14
CALIFORNIA-VN,115738,2025-12-13,2025-12-14
COLORADO,7879,2025-12-13,2025-12-14
CONNECTICUT,12848,2025-12-13,2025-12-14
DELAWARE,3374,2025-12-13,2025-12-14
DISTRICT OF COLUMBIA,3034,2025-12-13,2025-12-14
FLORIDA,59210,2025-12-13,2025-12-14
GEORGIA,28264,2025-12-13,2025-12-14
GUAM,181,2025-12-13,2025-12-14
HAWAII,1823,2025-12-13,2025-12-14
IDAHO,3447,2025-12-13,2025-12-14
ILLINOIS,25269,2025-12-13,2025-12-14
INDIANA,21345,2025-12-13,2025-12-14
IOWA,8887,2025-12-13,2025-12-14
KANSAS,9079,2025-12-13,2025-12-14
KENTUCKY,12195,2025-12-13,2025-12-14
LOUISIANA-PN,22134,2025-12-13,2025-12-14
LOUISIANA-RN (Non-Participating),NA,2025-12-13,2025-12-14
MAINE,1576,2025-12-13,2025-12-14
MARYLAND,11339,2025-12-13,2025-12-14
MASSACHUSETTS,21391,2025-12-13,2025-12-14
MICHIGAN,20776,2025-12-13,2025-12-14
MINNESOTA,17298,2025-12-13,2025-12-14
MISSISSIPPI,14927,2025-12-13,2025-12-14
MISSOURI,23815,2025-12-13,2025-12-14
MONTANA,2203,2025-12-13,2025-12-14
NEBRASKA,4753,2025-12-13,2025-12-14
NEVADA,4776,2025-12-13,2025-12-14
NEW HAMPSHIRE,3137,2025-12-13,2025-12-14
NEW JERSEY,24145,2025-12-13,2025-12-14
NEW MEXICO,2484,2025-12-13,2025-12-14
NEW YORK,79010,2025-12-13,2025-12-14
NORTH CAROLINA,22994,2025-12-13,2025-12-14
NORTH DAKOTA,2853,2025-12-13,2025-12-14
NORTHERN MARIANA ISLANDS,52,2025-12-13,2025-12-14
OHIO,54069,2025-12-13,2025-12-14
OKLAHOMA,16309,2025-12-13,2025-12-14
OREGON,6740,2025-12-13,2025-12-14
PENNSYLVANIA,51474,2025-12-13,2025-12-14
RHODE ISLAND,2645,2025-12-13,2025-12-14
SOUTH CAROLINA,12789,2025-12-13,2025-12-14
SOUTH DAKOTA,2811,2025-12-13,2025-12-14
TENNESSEE,29170,2025-12-13,2025-12-14
TEXAS,100722,2025-12-13,2025-12-14
UTAH,2828,2025-12-13,2025-12-14
VERMONT,1785,2025-12-13,2025-12-14
VIRGIN ISLANDS,79,2025-12-13,2025-12-14
VIRGINIA,26139,2025-12-13,2025-12-14
WASHINGTON,10189,2025-12-13,2025-12-14
WEST VIRGINIA-PN,7427,2025-12-13,2025-12-14
WEST VIRGINIA-RN (Non-Participating),NA,2025-12-13,2025-12-14
WISCONSIN,10794,2025-12-13,2025-12-14
WYOMING,832,2025-12-13,2025-12-14
TOTALS,971344,2025-12-13,2025-12-14
