state,counts_rn,updated_date,scrape_date
ALABAMA,98842,2022-12-28,2022-12-29
ALASKA,16855,2022-12-28,2022-12-29
AMERICAN SAMOA,167,2022-12-28,2022-12-29
ARIZONA,107837,2022-12-28,2022-12-29
ARKANSAS,46039,2022-12-28,2022-12-29
CALIFORNIA-RN,497140,2022-12-28,2022-12-29
CALIFORNIA-VN (Non-Participating),NA,2022-12-28,2022-12-29
COLORADO,84971,2022-12-28,2022-12-29
CONNECTICUT,89659,2022-12-28,2022-12-29
DELAWARE,21183,2022-12-28,2022-12-29
DISTRICT OF COLUMBIA,36332,2022-12-28,2022-12-29
FLORIDA,360902,2022-12-28,2022-12-29
GEORGIA,140406,2022-12-28,2022-12-29
GUAM,1287,2022-12-28,2022-12-29
HAWAII,33284,2022-12-28,2022-12-29
IDAHO,28733,2022-12-28,2022-12-29
ILLINOIS,213010,2022-12-28,2022-12-29
INDIANA,128311,2022-12-28,2022-12-29
IOWA,57728,2022-12-28,2022-12-29
KANSAS,53209,2022-12-28,2022-12-29
KENTUCKY,73604,2022-12-28,2022-12-29
LOUISIANA-PN (Non-Participating),NA,2022-12-28,2022-12-29
LOUISIANA-RN,65633,2022-12-28,2022-12-29
MAINE,28797,2022-12-28,2022-12-29
MARYLAND,88135,2022-12-28,2022-12-29
MASSACHUSETTS,168848,2022-12-28,2022-12-29
MICHIGAN (Non-Participating),NA,2022-12-28,2022-12-29
MINNESOTA,129150,2022-12-28,2022-12-29
MISSISSIPPI,52479,2022-12-28,2022-12-29
MISSOURI,122096,2022-12-28,2022-12-29
MONTANA,21773,2022-12-28,2022-12-29
NEBRASKA,31157,2022-12-28,2022-12-29
NEVADA,56612,2022-12-28,2022-12-29
NEW HAMPSHIRE,26650,2022-12-28,2022-12-29
NEW JERSEY,142414,2022-12-28,2022-12-29
NEW MEXICO,31615,2022-12-28,2022-12-29
NEW YORK,386115,2022-12-28,2022-12-29
NORTH CAROLINA,154214,2022-12-28,2022-12-29
NORTH DAKOTA,17441,2022-12-28,2022-12-29
NORTHERN MARIANA ISLANDS,3676,2022-12-28,2022-12-29
OHIO,239384,2022-12-28,2022-12-29
OKLAHOMA,50424,2022-12-28,2022-12-29
OREGON,80889,2022-12-28,2022-12-29
PENNSYLVANIA,245243,2022-12-28,2022-12-29
RHODE ISLAND,29239,2022-12-28,2022-12-29
SOUTH CAROLINA,79038,2022-12-28,2022-12-29
SOUTH DAKOTA,19678,2022-12-28,2022-12-29
TENNESSEE,113238,2022-12-28,2022-12-29
TEXAS,380564,2022-12-28,2022-12-29
UTAH,44142,2022-12-28,2022-12-29
VERMONT,22006,2022-12-28,2022-12-29
VIRGIN ISLANDS,1110,2022-12-28,2022-12-29
VIRGINIA,116085,2022-12-28,2022-12-29
WASHINGTON,126502,2022-12-28,2022-12-29
WEST VIRGINIA-PN (Non-Participating),NA,2022-12-28,2022-12-29
WEST VIRGINIA-RN,34484,2022-12-28,2022-12-29
WISCONSIN,117901,2022-12-28,2022-12-29
WYOMING,9600,2022-12-28,2022-12-29
TOTALS,5325831,2022-12-28,2022-12-29
