state,counts_rn,updated_date,scrape_date
ALABAMA,90754,2025-10-21,2025-10-21
ALASKA,21665,2025-10-21,2025-10-21
AMERICAN SAMOA,150,2025-10-21,2025-10-21
ARIZONA,116045,2025-10-21,2025-10-21
ARKANSAS,49077,2025-10-21,2025-10-21
CALIFORNIA-RN,585518,2025-10-21,2025-10-21
CALIFORNIA-VN (Non-Participating),NA,2025-10-21,2025-10-21
COLORADO,92637,2025-10-21,2025-10-21
CONNECTICUT,82866,2025-10-21,2025-10-21
DELAWARE,18823,2025-10-21,2025-10-21
DISTRICT OF COLUMBIA,47932,2025-10-21,2025-10-21
FLORIDA,387341,2025-10-21,2025-10-21
GEORGIA,148523,2025-10-21,2025-10-21
GUAM,1128,2025-10-21,2025-10-21
HAWAII,33513,2025-10-21,2025-10-21
IDAHO,27984,2025-10-21,2025-10-21
ILLINOIS,251104,2025-10-21,2025-10-21
INDIANA,138725,2025-10-21,2025-10-21
IOWA,58641,2025-10-21,2025-10-21
KANSAS,53712,2025-10-21,2025-10-21
KENTUCKY,79628,2025-10-21,2025-10-21
LOUISIANA-PN (Non-Participating),NA,2025-10-21,2025-10-21
LOUISIANA-RN,68426,2025-10-21,2025-10-21
MAINE,28873,2025-10-21,2025-10-21
MARYLAND,91338,2025-10-21,2025-10-21
MASSACHUSETTS,168396,2025-10-21,2025-10-21
MICHIGAN,181065,2025-10-21,2025-10-21
MINNESOTA,139600,2025-10-21,2025-10-21
MISSISSIPPI,53908,2025-10-21,2025-10-21
MISSOURI,118110,2025-10-21,2025-10-21
MONTANA,26606,2025-10-21,2025-10-21
NEBRASKA,32799,2025-10-21,2025-10-21
NEVADA,62523,2025-10-21,2025-10-21
NEW HAMPSHIRE,27788,2025-10-21,2025-10-21
NEW JERSEY,151206,2025-10-21,2025-10-21
NEW MEXICO,34732,2025-10-21,2025-10-21
NEW YORK,522990,2025-10-21,2025-10-21
NORTH CAROLINA,165370,2025-10-21,2025-10-21
NORTH DAKOTA,17816,2025-10-21,2025-10-21
NORTHERN MARIANA ISLANDS,4029,2025-10-21,2025-10-21
OHIO,239981,2025-10-21,2025-10-21
OKLAHOMA,55875,2025-10-21,2025-10-21
OREGON,90957,2025-10-21,2025-10-21
PENNSYLVANIA,241930,2025-10-21,2025-10-21
RHODE ISLAND,21645,2025-10-21,2025-10-21
SOUTH CAROLINA,89419,2025-10-21,2025-10-21
SOUTH DAKOTA,20286,2025-10-21,2025-10-21
TENNESSEE,118204,2025-10-21,2025-10-21
TEXAS,428325,2025-10-21,2025-10-21
UTAH,46129,2025-10-21,2025-10-21
VERMONT,11556,2025-10-21,2025-10-21
VIRGIN ISLANDS,1190,2025-10-21,2025-10-21
VIRGINIA,123627,2025-10-21,2025-10-21
WASHINGTON,110074,2025-10-21,2025-10-21
WEST VIRGINIA-PN (Non-Participating),NA,2025-10-21,2025-10-21
WEST VIRGINIA-RN,35719,2025-10-21,2025-10-21
WISCONSIN,121093,2025-10-21,2025-10-21
WYOMING,8706,2025-10-21,2025-10-21
TOTALS,5946057,2025-10-21,2025-10-21
