state,counts_lpn,updated_date,scrape_date
ALABAMA,17722,2022-11-18,2022-11-18
ALASKA,616,2022-11-18,2022-11-18
AMERICAN SAMOA,132,2022-11-18,2022-11-18
ARIZONA,10942,2022-11-18,2022-11-18
ARKANSAS,13975,2022-11-18,2022-11-18
CALIFORNIA-RN (Non-Participating),NA,2022-11-18,2022-11-18
CALIFORNIA-VN,107552,2022-11-18,2022-11-18
COLORADO,7492,2022-11-18,2022-11-18
CONNECTICUT,14269,2022-11-18,2022-11-18
DELAWARE,2873,2022-11-18,2022-11-18
DISTRICT OF COLUMBIA,2310,2022-11-18,2022-11-18
FLORIDA,65987,2022-11-18,2022-11-18
GEORGIA,30481,2022-11-18,2022-11-18
GUAM,222,2022-11-18,2022-11-18
HAWAII,1970,2022-11-18,2022-11-18
IDAHO,3244,2022-11-18,2022-11-18
ILLINOIS,27051,2022-11-18,2022-11-18
INDIANA,20052,2022-11-18,2022-11-18
IOWA,9939,2022-11-18,2022-11-18
KANSAS,9445,2022-11-18,2022-11-18
KENTUCKY,12577,2022-11-18,2022-11-18
LOUISIANA-PN,21705,2022-11-18,2022-11-18
LOUISIANA-RN (Non-Participating),NA,2022-11-18,2022-11-18
MAINE,1844,2022-11-18,2022-11-18
MARYLAND,11163,2022-11-18,2022-11-18
MASSACHUSETTS,21129,2022-11-18,2022-11-18
MICHIGAN (Non-Participating),NA,2022-11-18,2022-11-18
MINNESOTA,18866,2022-11-18,2022-11-18
MISSISSIPPI,13567,2022-11-18,2022-11-18
MISSOURI,22780,2022-11-18,2022-11-18
MONTANA,2400,2022-11-18,2022-11-18
NEBRASKA,5593,2022-11-18,2022-11-18
NEVADA,4650,2022-11-18,2022-11-18
NEW HAMPSHIRE,3107,2022-11-18,2022-11-18
NEW JERSEY,23611,2022-11-18,2022-11-18
NEW MEXICO,2416,2022-11-18,2022-11-18
NEW YORK,70580,2022-11-18,2022-11-18
NORTH CAROLINA,23028,2022-11-18,2022-11-18
NORTH DAKOTA,3313,2022-11-18,2022-11-18
NORTHERN MARIANA ISLANDS,58,2022-11-18,2022-11-18
OHIO,49494,2022-11-18,2022-11-18
OKLAHOMA,16691,2022-11-18,2022-11-18
OREGON,6179,2022-11-18,2022-11-18
PENNSYLVANIA,48504,2022-11-18,2022-11-18
RHODE ISLAND,2748,2022-11-18,2022-11-18
SOUTH CAROLINA,12116,2022-11-18,2022-11-18
SOUTH DAKOTA,2697,2022-11-18,2022-11-18
TENNESSEE,29955,2022-11-18,2022-11-18
TEXAS,104229,2022-11-18,2022-11-18
UTAH,2590,2022-11-18,2022-11-18
VERMONT,1837,2022-11-18,2022-11-18
VIRGIN ISLANDS,113,2022-11-18,2022-11-18
VIRGINIA,26706,2022-11-18,2022-11-18
WASHINGTON,11127,2022-11-18,2022-11-18
WEST VIRGINIA-PN,7894,2022-11-18,2022-11-18
WEST VIRGINIA-RN (Non-Participating),NA,2022-11-18,2022-11-18
WISCONSIN,16070,2022-11-18,2022-11-18
WYOMING,1003,2022-11-18,2022-11-18
TOTALS,948614,2022-11-18,2022-11-18
