state,counts_rn,updated_date,scrape_date
ALABAMA,87272,2024-12-19,2024-12-19
ALASKA,18271,2024-12-19,2024-12-19
AMERICAN SAMOA,61,2024-12-19,2024-12-19
ARIZONA,114628,2024-12-19,2024-12-19
ARKANSAS,47885,2024-12-19,2024-12-19
CALIFORNIA-RN,548363,2024-12-19,2024-12-19
CALIFORNIA-VN (Non-Participating),NA,2024-12-19,2024-12-19
COLORADO,87709,2024-12-19,2024-12-19
CONNECTICUT,82453,2024-12-19,2024-12-19
DELAWARE,21583,2024-12-19,2024-12-19
DISTRICT OF COLUMBIA,41763,2024-12-19,2024-12-19
FLORIDA,381232,2024-12-19,2024-12-19
GEORGIA,146769,2024-12-19,2024-12-19
GUAM,1237,2024-12-19,2024-12-19
HAWAII,38539,2024-12-19,2024-12-19
IDAHO,29709,2024-12-19,2024-12-19
ILLINOIS,255357,2024-12-19,2024-12-19
INDIANA,131776,2024-12-19,2024-12-19
IOWA,58174,2024-12-19,2024-12-19
KANSAS,53080,2024-12-19,2024-12-19
KENTUCKY,75460,2024-12-19,2024-12-19
LOUISIANA-PN (Non-Participating),NA,2024-12-19,2024-12-19
LOUISIANA-RN,67029,2024-12-19,2024-12-19
MAINE,28879,2024-12-19,2024-12-19
MARYLAND,89491,2024-12-19,2024-12-19
MASSACHUSETTS,157218,2024-12-19,2024-12-19
MICHIGAN,175135,2024-12-19,2024-12-19
MINNESOTA,134161,2024-12-19,2024-12-19
MISSISSIPPI,54798,2024-12-19,2024-12-19
MISSOURI,124504,2024-12-19,2024-12-19
MONTANA,25293,2024-12-19,2024-12-19
NEBRASKA,31094,2024-12-19,2024-12-19
NEVADA,60424,2024-12-19,2024-12-19
NEW HAMPSHIRE,27361,2024-12-19,2024-12-19
NEW JERSEY,148991,2024-12-19,2024-12-19
NEW MEXICO,34076,2024-12-19,2024-12-19
NEW YORK,486586,2024-12-19,2024-12-19
NORTH CAROLINA,161864,2024-12-19,2024-12-19
NORTH DAKOTA,17944,2024-12-19,2024-12-19
NORTHERN MARIANA ISLANDS,4598,2024-12-19,2024-12-19
OHIO,233782,2024-12-19,2024-12-19
OKLAHOMA,52875,2024-12-19,2024-12-19
OREGON,86513,2024-12-19,2024-12-19
PENNSYLVANIA,237687,2024-12-19,2024-12-19
RHODE ISLAND,25695,2024-12-19,2024-12-19
SOUTH CAROLINA,84053,2024-12-19,2024-12-19
SOUTH DAKOTA,19978,2024-12-19,2024-12-19
TENNESSEE,116486,2024-12-19,2024-12-19
TEXAS,415513,2024-12-19,2024-12-19
UTAH,47654,2024-12-19,2024-12-19
VERMONT,13141,2024-12-19,2024-12-19
VIRGIN ISLANDS,1313,2024-12-19,2024-12-19
VIRGINIA,121090,2024-12-19,2024-12-19
WASHINGTON,108106,2024-12-19,2024-12-19
WEST VIRGINIA-PN (Non-Participating),NA,2024-12-19,2024-12-19
WEST VIRGINIA-RN,33565,2024-12-19,2024-12-19
WISCONSIN,114466,2024-12-19,2024-12-19
WYOMING,9609,2024-12-19,2024-12-19
TOTALS,5772293,2024-12-19,2024-12-19
