state,counts_rn,updated_date,scrape_date
ALABAMA,89801,2025-08-16,2025-08-17
ALASKA,21099,2025-08-16,2025-08-17
AMERICAN SAMOA,132,2025-08-16,2025-08-17
ARIZONA,114554,2025-08-16,2025-08-17
ARKANSAS,49111,2025-08-16,2025-08-17
CALIFORNIA-RN,578557,2025-08-16,2025-08-17
CALIFORNIA-VN (Non-Participating),NA,2025-08-16,2025-08-17
COLORADO,91798,2025-08-16,2025-08-17
CONNECTICUT,82276,2025-08-16,2025-08-17
DELAWARE,22507,2025-08-16,2025-08-17
DISTRICT OF COLUMBIA,46716,2025-08-16,2025-08-17
FLORIDA,383525,2025-08-16,2025-08-17
GEORGIA,147323,2025-08-16,2025-08-17
GUAM,1327,2025-08-16,2025-08-17
HAWAII,32579,2025-08-16,2025-08-17
IDAHO,31521,2025-08-16,2025-08-17
ILLINOIS,247453,2025-08-16,2025-08-17
INDIANA,137618,2025-08-16,2025-08-17
IOWA,58669,2025-08-16,2025-08-17
KANSAS,53891,2025-08-16,2025-08-17
KENTUCKY,79106,2025-08-16,2025-08-17
LOUISIANA-PN (Non-Participating),NA,2025-08-16,2025-08-17
LOUISIANA-RN,68113,2025-08-16,2025-08-17
MAINE,29045,2025-08-16,2025-08-17
MARYLAND,91366,2025-08-16,2025-08-17
MASSACHUSETTS,166610,2025-08-16,2025-08-17
MICHIGAN,180235,2025-08-16,2025-08-17
MINNESOTA,139392,2025-08-16,2025-08-17
MISSISSIPPI,53541,2025-08-16,2025-08-17
MISSOURI,118551,2025-08-16,2025-08-17
MONTANA,26022,2025-08-16,2025-08-17
NEBRASKA,32576,2025-08-16,2025-08-17
NEVADA,62268,2025-08-16,2025-08-17
NEW HAMPSHIRE,27685,2025-08-16,2025-08-17
NEW JERSEY,149388,2025-08-16,2025-08-17
NEW MEXICO,34527,2025-08-16,2025-08-17
NEW YORK,514079,2025-08-16,2025-08-17
NORTH CAROLINA,165409,2025-08-16,2025-08-17
NORTH DAKOTA,17671,2025-08-16,2025-08-17
NORTHERN MARIANA ISLANDS,4172,2025-08-16,2025-08-17
OHIO,240184,2025-08-16,2025-08-17
OKLAHOMA,55445,2025-08-16,2025-08-17
OREGON,90647,2025-08-16,2025-08-17
PENNSYLVANIA,240049,2025-08-16,2025-08-17
RHODE ISLAND,21351,2025-08-16,2025-08-17
SOUTH CAROLINA,88433,2025-08-16,2025-08-17
SOUTH DAKOTA,20209,2025-08-16,2025-08-17
TENNESSEE,118013,2025-08-16,2025-08-17
TEXAS,426209,2025-08-16,2025-08-17
UTAH,45508,2025-08-16,2025-08-17
VERMONT,11334,2025-08-16,2025-08-17
VIRGIN ISLANDS,1228,2025-08-16,2025-08-17
VIRGINIA,123515,2025-08-16,2025-08-17
WASHINGTON,108834,2025-08-16,2025-08-17
WEST VIRGINIA-PN (Non-Participating),NA,2025-08-16,2025-08-17
WEST VIRGINIA-RN,35441,2025-08-16,2025-08-17
WISCONSIN,120123,2025-08-16,2025-08-17
WYOMING,8630,2025-08-16,2025-08-17
TOTALS,5905366,2025-08-16,2025-08-17
