state,counts_lpn,updated_date,scrape_date
ALABAMA,16667,2025-09-20,2025-09-21
ALASKA,814,2025-09-20,2025-09-21
AMERICAN SAMOA,69,2025-09-20,2025-09-21
ARIZONA,10738,2025-09-20,2025-09-21
ARKANSAS,13862,2025-09-20,2025-09-21
CALIFORNIA-RN (Non-Participating),NA,2025-09-20,2025-09-21
CALIFORNIA-VN,115452,2025-09-20,2025-09-21
COLORADO,7765,2025-09-20,2025-09-21
CONNECTICUT,12822,2025-09-20,2025-09-21
DELAWARE,3310,2025-09-20,2025-09-21
DISTRICT OF COLUMBIA,2969,2025-09-20,2025-09-21
FLORIDA,57950,2025-09-20,2025-09-21
GEORGIA,27722,2025-09-20,2025-09-21
GUAM,206,2025-09-20,2025-09-21
HAWAII,1762,2025-09-20,2025-09-21
IDAHO,3354,2025-09-20,2025-09-21
ILLINOIS,24726,2025-09-20,2025-09-21
INDIANA,21072,2025-09-20,2025-09-21
IOWA,8920,2025-09-20,2025-09-21
KANSAS,9190,2025-09-20,2025-09-21
KENTUCKY,12987,2025-09-20,2025-09-21
LOUISIANA-PN,21985,2025-09-20,2025-09-21
LOUISIANA-RN (Non-Participating),NA,2025-09-20,2025-09-21
MAINE,1595,2025-09-20,2025-09-21
MARYLAND,11362,2025-09-20,2025-09-21
MASSACHUSETTS,21153,2025-09-20,2025-09-21
MICHIGAN,20753,2025-09-20,2025-09-21
MINNESOTA,17541,2025-09-20,2025-09-21
MISSISSIPPI,14803,2025-09-20,2025-09-21
MISSOURI,23584,2025-09-20,2025-09-21
MONTANA,2190,2025-09-20,2025-09-21
NEBRASKA,5666,2025-09-20,2025-09-21
NEVADA,4781,2025-09-20,2025-09-21
NEW HAMPSHIRE,3172,2025-09-20,2025-09-21
NEW JERSEY,23720,2025-09-20,2025-09-21
NEW MEXICO,2466,2025-09-20,2025-09-21
NEW YORK,78202,2025-09-20,2025-09-21
NORTH CAROLINA,23134,2025-09-20,2025-09-21
NORTH DAKOTA,2842,2025-09-20,2025-09-21
NORTHERN MARIANA ISLANDS,55,2025-09-20,2025-09-21
OHIO,53079,2025-09-20,2025-09-21
OKLAHOMA,16698,2025-09-20,2025-09-21
OREGON,6708,2025-09-20,2025-09-21
PENNSYLVANIA,50808,2025-09-20,2025-09-21
RHODE ISLAND,2555,2025-09-20,2025-09-21
SOUTH CAROLINA,12651,2025-09-20,2025-09-21
SOUTH DAKOTA,2831,2025-09-20,2025-09-21
TENNESSEE,29094,2025-09-20,2025-09-21
TEXAS,101126,2025-09-20,2025-09-21
UTAH,2781,2025-09-20,2025-09-21
VERMONT,1742,2025-09-20,2025-09-21
VIRGIN ISLANDS,79,2025-09-20,2025-09-21
VIRGINIA,26284,2025-09-20,2025-09-21
WASHINGTON,10672,2025-09-20,2025-09-21
WEST VIRGINIA-PN,7299,2025-09-20,2025-09-21
WEST VIRGINIA-RN (Non-Participating),NA,2025-09-20,2025-09-21
WISCONSIN,10589,2025-09-20,2025-09-21
WYOMING,817,2025-09-20,2025-09-21
TOTALS,967174,2025-09-20,2025-09-21
