state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-02-20
ALASKA,850,2026-01-05,2026-02-20
AMERICAN SAMOA,69,2026-01-05,2026-02-20
ARIZONA,10911,2026-01-05,2026-02-20
ARKANSAS,13790,2026-01-05,2026-02-20
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-02-20
CALIFORNIA-VN,115536,2026-01-05,2026-02-20
COLORADO,7909,2026-01-05,2026-02-20
CONNECTICUT,12809,2026-01-05,2026-02-20
DELAWARE,3390,2026-01-05,2026-02-20
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-02-20
FLORIDA,59436,2026-01-05,2026-02-20
GEORGIA,28318,2026-01-05,2026-02-20
GUAM,181,2026-01-05,2026-02-20
HAWAII,1836,2026-01-05,2026-02-20
IDAHO,3463,2026-01-05,2026-02-20
ILLINOIS,25364,2026-01-05,2026-02-20
INDIANA,21405,2026-01-05,2026-02-20
IOWA,8827,2026-01-05,2026-02-20
KANSAS,9023,2026-01-05,2026-02-20
KENTUCKY,12334,2026-01-05,2026-02-20
LOUISIANA-PN,22331,2026-01-05,2026-02-20
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-02-20
MAINE,1571,2026-01-05,2026-02-20
MARYLAND,11323,2026-01-05,2026-02-20
MASSACHUSETTS,21408,2026-01-05,2026-02-20
MICHIGAN,20758,2026-01-05,2026-02-20
MINNESOTA,17183,2026-01-05,2026-02-20
MISSISSIPPI,12948,2026-01-05,2026-02-20
MISSOURI,23858,2026-01-05,2026-02-20
MONTANA,2206,2026-01-05,2026-02-20
NEBRASKA,4776,2026-01-05,2026-02-20
NEVADA,4748,2026-01-05,2026-02-20
NEW HAMPSHIRE,3136,2026-01-05,2026-02-20
NEW JERSEY,24223,2026-01-05,2026-02-20
NEW MEXICO,2481,2026-01-05,2026-02-20
NEW YORK,79178,2026-01-05,2026-02-20
NORTH CAROLINA,22924,2026-01-05,2026-02-20
NORTH DAKOTA,2472,2026-01-05,2026-02-20
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-02-20
OHIO,54263,2026-01-05,2026-02-20
OKLAHOMA,16125,2026-01-05,2026-02-20
OREGON,6740,2026-01-05,2026-02-20
PENNSYLVANIA,51594,2026-01-05,2026-02-20
RHODE ISLAND,2676,2026-01-05,2026-02-20
SOUTH CAROLINA,12813,2026-01-05,2026-02-20
SOUTH DAKOTA,2783,2026-01-05,2026-02-20
TENNESSEE,29189,2026-01-05,2026-02-20
TEXAS,100397,2026-01-05,2026-02-20
UTAH,2850,2026-01-05,2026-02-20
VERMONT,1791,2026-01-05,2026-02-20
VIRGIN ISLANDS,79,2026-01-05,2026-02-20
VIRGINIA,26026,2026-01-05,2026-02-20
WASHINGTON,10145,2026-01-05,2026-02-20
WEST VIRGINIA-PN,7442,2026-01-05,2026-02-20
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-02-20
WISCONSIN,10829,2026-01-05,2026-02-20
WYOMING,844,2026-01-05,2026-02-20
TOTALS,969467,2026-01-05,2026-02-20
