state,counts_rn,updated_date,scrape_date
ALABAMA,94629,2022-03-09,2022-03-10
ALASKA,18557,2022-03-09,2022-03-10
AMERICAN SAMOA,167,2022-03-09,2022-03-10
ARIZONA,104643,2022-03-09,2022-03-10
ARKANSAS,45027,2022-03-09,2022-03-10
CALIFORNIA-RN,469502,2022-03-09,2022-03-10
CALIFORNIA-VN (Non-Participating),NA,2022-03-09,2022-03-10
COLORADO,82558,2022-03-09,2022-03-10
CONNECTICUT,82913,2022-03-09,2022-03-10
DELAWARE,19607,2022-03-09,2022-03-10
DISTRICT OF COLUMBIA,30861,2022-03-09,2022-03-10
FLORIDA,352186,2022-03-09,2022-03-10
GEORGIA,135853,2022-03-09,2022-03-10
GUAM,1634,2022-03-09,2022-03-10
HAWAII,27863,2022-03-09,2022-03-10
IDAHO,26404,2022-03-09,2022-03-10
ILLINOIS,222208,2022-03-09,2022-03-10
INDIANA,121347,2022-03-09,2022-03-10
IOWA,58930,2022-03-09,2022-03-10
KANSAS,53406,2022-03-09,2022-03-10
KENTUCKY,73279,2022-03-09,2022-03-10
LOUISIANA-PN (Non-Participating),NA,2022-03-09,2022-03-10
LOUISIANA-RN,63406,2022-03-09,2022-03-10
MAINE,28109,2022-03-09,2022-03-10
MARYLAND,86209,2022-03-09,2022-03-10
MASSACHUSETTS,156212,2022-03-09,2022-03-10
MICHIGAN (Non-Participating),NA,2022-03-09,2022-03-10
MINNESOTA,120472,2022-03-09,2022-03-10
MISSISSIPPI,51059,2022-03-09,2022-03-10
MISSOURI,117638,2022-03-09,2022-03-10
MONTANA,19781,2022-03-09,2022-03-10
NEBRASKA,31659,2022-03-09,2022-03-10
NEVADA,52896,2022-03-09,2022-03-10
NEW HAMPSHIRE,25797,2022-03-09,2022-03-10
NEW JERSEY,141476,2022-03-09,2022-03-10
NEW MEXICO,30344,2022-03-09,2022-03-10
NEW YORK,360152,2022-03-09,2022-03-10
NORTH CAROLINA,149649,2022-03-09,2022-03-10
NORTH DAKOTA,16144,2022-03-09,2022-03-10
NORTHERN MARIANA ISLANDS,3264,2022-03-09,2022-03-10
OHIO,224641,2022-03-09,2022-03-10
OKLAHOMA,51714,2022-03-09,2022-03-10
OREGON,74203,2022-03-09,2022-03-10
PENNSYLVANIA,235589,2022-03-09,2022-03-10
RHODE ISLAND,28027,2022-03-09,2022-03-10
SOUTH CAROLINA,78500,2022-03-09,2022-03-10
SOUTH DAKOTA,19370,2022-03-09,2022-03-10
TENNESSEE,110602,2022-03-09,2022-03-10
TEXAS,368401,2022-03-09,2022-03-10
UTAH,41146,2022-03-09,2022-03-10
VERMONT,20713,2022-03-09,2022-03-10
VIRGIN ISLANDS,1334,2022-03-09,2022-03-10
VIRGINIA,112904,2022-03-09,2022-03-10
WASHINGTON,118921,2022-03-09,2022-03-10
WEST VIRGINIA-PN (Non-Participating),NA,2022-03-09,2022-03-10
WEST VIRGINIA-RN,33696,2022-03-09,2022-03-10
WISCONSIN,112904,2022-03-09,2022-03-10
WYOMING,9024,2022-03-09,2022-03-10
TOTALS,5117530,2022-03-09,2022-03-10
