state,counts_all,updated_date,scrape_date
ALABAMA,117884,2023-02-21,2023-02-21
ALASKA,18065,2023-02-21,2023-02-21
AMERICAN SAMOA,299,2023-02-21,2023-02-21
ARIZONA,119927,2023-02-21,2023-02-21
ARKANSAS,60070,2023-02-21,2023-02-21
CALIFORNIA,610797,2023-02-21,2023-02-21
COLORADO,93776,2023-02-21,2023-02-21
CONNECTICUT,96352,2023-02-21,2023-02-21
DELAWARE,24407,2023-02-21,2023-02-21
DISTRICT OF COLUMBIA,40134,2023-02-21,2023-02-21
FLORIDA,432198,2023-02-21,2023-02-21
GEORGIA,173064,2023-02-21,2023-02-21
GUAM,1583,2023-02-21,2023-02-21
HAWAII,36093,2023-02-21,2023-02-21
IDAHO,32547,2023-02-21,2023-02-21
ILLINOIS,242169,2023-02-21,2023-02-21
INDIANA,150675,2023-02-21,2023-02-21
IOWA,66986,2023-02-21,2023-02-21
KANSAS,62562,2023-02-21,2023-02-21
KENTUCKY,87596,2023-02-21,2023-02-21
LOUISIANA,85798,2023-02-21,2023-02-21
MAINE,30460,2023-02-21,2023-02-21
MARYLAND,99610,2023-02-21,2023-02-21
MASSACHUSETTS,172478,2023-02-21,2023-02-21
MICHIGAN,194283,2023-02-21,2023-02-21
MINNESOTA,149265,2023-02-21,2023-02-21
MISSISSIPPI,63821,2023-02-21,2023-02-21
MISSOURI,146119,2023-02-21,2023-02-21
MONTANA,22932,2023-02-21,2023-02-21
NEBRASKA,37099,2023-02-21,2023-02-21
NEVADA,61845,2023-02-21,2023-02-21
NEW HAMPSHIRE,29755,2023-02-21,2023-02-21
NEW JERSEY,167795,2023-02-21,2023-02-21
NEW MEXICO,34279,2023-02-21,2023-02-21
NEW YORK,463199,2023-02-21,2023-02-21
NORTH CAROLINA,177670,2023-02-21,2023-02-21
NORTH DAKOTA,19528,2023-02-21,2023-02-21
NORTHERN MARIANA ISLANDS,3972,2023-02-21,2023-02-21
OHIO,291606,2023-02-21,2023-02-21
OKLAHOMA,67332,2023-02-21,2023-02-21
OREGON,87023,2023-02-21,2023-02-21
PENNSYLVANIA,291862,2023-02-21,2023-02-21
RHODE ISLAND,32788,2023-02-21,2023-02-21
SOUTH CAROLINA,92566,2023-02-21,2023-02-21
SOUTH DAKOTA,22461,2023-02-21,2023-02-21
TENNESSEE,143727,2023-02-21,2023-02-21
TEXAS,489120,2023-02-21,2023-02-21
UTAH,43574,2023-02-21,2023-02-21
VERMONT,23922,2023-02-21,2023-02-21
VIRGIN ISLANDS,1273,2023-02-21,2023-02-21
VIRGINIA,143340,2023-02-21,2023-02-21
WASHINGTON,139053,2023-02-21,2023-02-21
WEST VIRGINIA,42948,2023-02-21,2023-02-21
WISCONSIN,136029,2023-02-21,2023-02-21
WYOMING,8986,2023-02-21,2023-02-21
