state,counts_lpn,updated_date,scrape_date
ALABAMA,16170,2025-08-06,2025-08-06
ALASKA,802,2025-08-06,2025-08-06
AMERICAN SAMOA,39,2025-08-06,2025-08-06
ARIZONA,10623,2025-08-06,2025-08-06
ARKANSAS,13855,2025-08-06,2025-08-06
CALIFORNIA-RN (Non-Participating),NA,2025-08-06,2025-08-06
CALIFORNIA-VN,114693,2025-08-06,2025-08-06
COLORADO,7659,2025-08-06,2025-08-06
CONNECTICUT,12820,2025-08-06,2025-08-06
DELAWARE,3246,2025-08-06,2025-08-06
DISTRICT OF COLUMBIA,2940,2025-08-06,2025-08-06
FLORIDA,66442,2025-08-06,2025-08-06
GEORGIA,27581,2025-08-06,2025-08-06
GUAM,195,2025-08-06,2025-08-06
HAWAII,1715,2025-08-06,2025-08-06
IDAHO,3331,2025-08-06,2025-08-06
ILLINOIS,24244,2025-08-06,2025-08-06
INDIANA,20795,2025-08-06,2025-08-06
IOWA,8946,2025-08-06,2025-08-06
KANSAS,9194,2025-08-06,2025-08-06
KENTUCKY,12868,2025-08-06,2025-08-06
LOUISIANA-PN,21865,2025-08-06,2025-08-06
LOUISIANA-RN (Non-Participating),NA,2025-08-06,2025-08-06
MAINE,1613,2025-08-06,2025-08-06
MARYLAND,11284,2025-08-06,2025-08-06
MASSACHUSETTS,20558,2025-08-06,2025-08-06
MICHIGAN,20786,2025-08-06,2025-08-06
MINNESOTA,17512,2025-08-06,2025-08-06
MISSISSIPPI,14531,2025-08-06,2025-08-06
MISSOURI,23222,2025-08-06,2025-08-06
MONTANA,2176,2025-08-06,2025-08-06
NEBRASKA,5660,2025-08-06,2025-08-06
NEVADA,4782,2025-08-06,2025-08-06
NEW HAMPSHIRE,3134,2025-08-06,2025-08-06
NEW JERSEY,23478,2025-08-06,2025-08-06
NEW MEXICO,2457,2025-08-06,2025-08-06
NEW YORK,77452,2025-08-06,2025-08-06
NORTH CAROLINA,22654,2025-08-06,2025-08-06
NORTH DAKOTA,2779,2025-08-06,2025-08-06
NORTHERN MARIANA ISLANDS,56,2025-08-06,2025-08-06
OHIO,52592,2025-08-06,2025-08-06
OKLAHOMA,16783,2025-08-06,2025-08-06
OREGON,6689,2025-08-06,2025-08-06
PENNSYLVANIA,50477,2025-08-06,2025-08-06
RHODE ISLAND,2485,2025-08-06,2025-08-06
SOUTH CAROLINA,12515,2025-08-06,2025-08-06
SOUTH DAKOTA,2754,2025-08-06,2025-08-06
TENNESSEE,29284,2025-08-06,2025-08-06
TEXAS,100685,2025-08-06,2025-08-06
UTAH,2753,2025-08-06,2025-08-06
VERMONT,1648,2025-08-06,2025-08-06
VIRGIN ISLANDS,79,2025-08-06,2025-08-06
VIRGINIA,26185,2025-08-06,2025-08-06
WASHINGTON,10452,2025-08-06,2025-08-06
WEST VIRGINIA-PN,7117,2025-08-06,2025-08-06
WEST VIRGINIA-RN (Non-Participating),NA,2025-08-06,2025-08-06
WISCONSIN,10364,2025-08-06,2025-08-06
WYOMING,808,2025-08-06,2025-08-06
TOTALS,967827,2025-08-06,2025-08-06
