state,counts_rn,updated_date,scrape_date
ALABAMA,87751,2025-01-24,2025-01-24
ALASKA,18624,2025-01-24,2025-01-24
AMERICAN SAMOA,64,2025-01-24,2025-01-24
ARIZONA,115232,2025-01-24,2025-01-24
ARKANSAS,48218,2025-01-24,2025-01-24
CALIFORNIA-RN,551760,2025-01-24,2025-01-24
CALIFORNIA-VN (Non-Participating),NA,2025-01-24,2025-01-24
COLORADO,88143,2025-01-24,2025-01-24
CONNECTICUT,82437,2025-01-24,2025-01-24
DELAWARE,21737,2025-01-24,2025-01-24
DISTRICT OF COLUMBIA,42310,2025-01-24,2025-01-24
FLORIDA,382308,2025-01-24,2025-01-24
GEORGIA,147402,2025-01-24,2025-01-24
GUAM,1253,2025-01-24,2025-01-24
HAWAII,39014,2025-01-24,2025-01-24
IDAHO,30055,2025-01-24,2025-01-24
ILLINOIS,257178,2025-01-24,2025-01-24
INDIANA,132519,2025-01-24,2025-01-24
IOWA,58048,2025-01-24,2025-01-24
KANSAS,53148,2025-01-24,2025-01-24
KENTUCKY,76282,2025-01-24,2025-01-24
LOUISIANA-PN (Non-Participating),NA,2025-01-24,2025-01-24
LOUISIANA-RN,67245,2025-01-24,2025-01-24
MAINE,28854,2025-01-24,2025-01-24
MARYLAND,89602,2025-01-24,2025-01-24
MASSACHUSETTS,157988,2025-01-24,2025-01-24
MICHIGAN,175722,2025-01-24,2025-01-24
MINNESOTA,134228,2025-01-24,2025-01-24
MISSISSIPPI,51283,2025-01-24,2025-01-24
MISSOURI,124937,2025-01-24,2025-01-24
MONTANA,25558,2025-01-24,2025-01-24
NEBRASKA,31276,2025-01-24,2025-01-24
NEVADA,60341,2025-01-24,2025-01-24
NEW HAMPSHIRE,27458,2025-01-24,2025-01-24
NEW JERSEY,149651,2025-01-24,2025-01-24
NEW MEXICO,34109,2025-01-24,2025-01-24
NEW YORK,490183,2025-01-24,2025-01-24
NORTH CAROLINA,162314,2025-01-24,2025-01-24
NORTH DAKOTA,16800,2025-01-24,2025-01-24
NORTHERN MARIANA ISLANDS,4509,2025-01-24,2025-01-24
OHIO,234874,2025-01-24,2025-01-24
OKLAHOMA,52946,2025-01-24,2025-01-24
OREGON,87052,2025-01-24,2025-01-24
PENNSYLVANIA,238717,2025-01-24,2025-01-24
RHODE ISLAND,25784,2025-01-24,2025-01-24
SOUTH CAROLINA,84601,2025-01-24,2025-01-24
SOUTH DAKOTA,19999,2025-01-24,2025-01-24
TENNESSEE,116549,2025-01-24,2025-01-24
TEXAS,417106,2025-01-24,2025-01-24
UTAH,47779,2025-01-24,2025-01-24
VERMONT,13196,2025-01-24,2025-01-24
VIRGIN ISLANDS,1331,2025-01-24,2025-01-24
VIRGINIA,121083,2025-01-24,2025-01-24
WASHINGTON,108263,2025-01-24,2025-01-24
WEST VIRGINIA-PN (Non-Participating),NA,2025-01-24,2025-01-24
WEST VIRGINIA-RN,33777,2025-01-24,2025-01-24
WISCONSIN,115235,2025-01-24,2025-01-24
WYOMING,8201,2025-01-24,2025-01-24
TOTALS,5792034,2025-01-24,2025-01-24
