state,counts_all,updated_date,scrape_date
ALABAMA,111766,2022-04-18,2022-04-18
ALASKA,19716,2022-04-18,2022-04-18
AMERICAN SAMOA,298,2022-04-18,2022-04-18
ARIZONA,116515,2022-04-18,2022-04-18
ARKANSAS,59083,2022-04-18,2022-04-18
CALIFORNIA,578651,2022-04-18,2022-04-18
COLORADO,91385,2022-04-18,2022-04-18
CONNECTICUT,97899,2022-04-18,2022-04-18
DELAWARE,22483,2022-04-18,2022-04-18
DISTRICT OF COLUMBIA,33403,2022-04-18,2022-04-18
FLORIDA,417639,2022-04-18,2022-04-18
GEORGIA,166615,2022-04-18,2022-04-18
GUAM,1854,2022-04-18,2022-04-18
HAWAII,30538,2022-04-18,2022-04-18
IDAHO,30297,2022-04-18,2022-04-18
ILLINOIS,250432,2022-04-18,2022-04-18
INDIANA,145678,2022-04-18,2022-04-18
IOWA,68819,2022-04-18,2022-04-18
KANSAS,62896,2022-04-18,2022-04-18
KENTUCKY,86779,2022-04-18,2022-04-18
LOUISIANA,84833,2022-04-18,2022-04-18
MAINE,30084,2022-04-18,2022-04-18
MARYLAND,98156,2022-04-18,2022-04-18
MASSACHUSETTS,177952,2022-04-18,2022-04-18
MICHIGAN (Non-Participating),NA,2022-04-18,2022-04-18
MINNESOTA,140067,2022-04-18,2022-04-18
MISSISSIPPI,64181,2022-04-18,2022-04-18
MISSOURI,142765,2022-04-18,2022-04-18
MONTANA,22379,2022-04-18,2022-04-18
NEBRASKA,37073,2022-04-18,2022-04-18
NEVADA,58251,2022-04-18,2022-04-18
NEW HAMPSHIRE,29008,2022-04-18,2022-04-18
NEW JERSEY,166519,2022-04-18,2022-04-18
NEW MEXICO,33006,2022-04-18,2022-04-18
NEW YORK,431977,2022-04-18,2022-04-18
NORTH CAROLINA,172758,2022-04-18,2022-04-18
NORTH DAKOTA,19390,2022-04-18,2022-04-18
NORTHERN MARIANA ISLANDS,3460,2022-04-18,2022-04-18
OHIO,281619,2022-04-18,2022-04-18
OKLAHOMA,67299,2022-04-18,2022-04-18
OREGON,80990,2022-04-18,2022-04-18
PENNSYLVANIA,290998,2022-04-18,2022-04-18
RHODE ISLAND,28539,2022-04-18,2022-04-18
SOUTH CAROLINA,91473,2022-04-18,2022-04-18
SOUTH DAKOTA,22069,2022-04-18,2022-04-18
TENNESSEE,140792,2022-04-18,2022-04-18
TEXAS,474630,2022-04-18,2022-04-18
UTAH,43994,2022-04-18,2022-04-18
VERMONT,22548,2022-04-18,2022-04-18
VIRGIN ISLANDS,1435,2022-04-18,2022-04-18
VIRGINIA,140090,2022-04-18,2022-04-18
WASHINGTON,131472,2022-04-18,2022-04-18
WEST VIRGINIA,42179,2022-04-18,2022-04-18
WISCONSIN,128935,2022-04-18,2022-04-18
WYOMING,10006,2022-04-18,2022-04-18
