state,counts_lpn,updated_date,scrape_date
ALABAMA,17154,2022-06-20,2022-06-20
ALASKA,801,2022-06-20,2022-06-20
AMERICAN SAMOA,132,2022-06-20,2022-06-20
ARIZONA,11231,2022-06-20,2022-06-20
ARKANSAS,14123,2022-06-20,2022-06-20
CALIFORNIA-RN (Non-Participating),NA,2022-06-20,2022-06-20
CALIFORNIA-VN,106679,2022-06-20,2022-06-20
COLORADO,8241,2022-06-20,2022-06-20
CONNECTICUT,14118,2022-06-20,2022-06-20
DELAWARE,2736,2022-06-20,2022-06-20
DISTRICT OF COLUMBIA,2211,2022-06-20,2022-06-20
FLORIDA,63774,2022-06-20,2022-06-20
GEORGIA,30311,2022-06-20,2022-06-20
GUAM,218,2022-06-20,2022-06-20
HAWAII,1840,2022-06-20,2022-06-20
IDAHO,3585,2022-06-20,2022-06-20
ILLINOIS,26257,2022-06-20,2022-06-20
INDIANA,23388,2022-06-20,2022-06-20
IOWA,9921,2022-06-20,2022-06-20
KANSAS,9567,2022-06-20,2022-06-20
KENTUCKY,13177,2022-06-20,2022-06-20
LOUISIANA-PN,21403,2022-06-20,2022-06-20
LOUISIANA-RN (Non-Participating),NA,2022-06-20,2022-06-20
MAINE,1885,2022-06-20,2022-06-20
MARYLAND,11306,2022-06-20,2022-06-20
MASSACHUSETTS,20373,2022-06-20,2022-06-20
MICHIGAN (Non-Participating),NA,2022-06-20,2022-06-20
MINNESOTA,19209,2022-06-20,2022-06-20
MISSISSIPPI,13027,2022-06-20,2022-06-20
MISSOURI,21936,2022-06-20,2022-06-20
MONTANA,2342,2022-06-20,2022-06-20
NEBRASKA,5399,2022-06-20,2022-06-20
NEVADA,4557,2022-06-20,2022-06-20
NEW HAMPSHIRE,3106,2022-06-20,2022-06-20
NEW JERSEY,24341,2022-06-20,2022-06-20
NEW MEXICO,2439,2022-06-20,2022-06-20
NEW YORK,69037,2022-06-20,2022-06-20
NORTH CAROLINA,22674,2022-06-20,2022-06-20
NORTH DAKOTA,3158,2022-06-20,2022-06-20
NORTHERN MARIANA ISLANDS,54,2022-06-20,2022-06-20
OHIO,55318,2022-06-20,2022-06-20
OKLAHOMA,15976,2022-06-20,2022-06-20
OREGON,6038,2022-06-20,2022-06-20
PENNSYLVANIA,53905,2022-06-20,2022-06-20
RHODE ISLAND,2532,2022-06-20,2022-06-20
SOUTH CAROLINA,11791,2022-06-20,2022-06-20
SOUTH DAKOTA,2685,2022-06-20,2022-06-20
TENNESSEE,29845,2022-06-20,2022-06-20
TEXAS,104598,2022-06-20,2022-06-20
UTAH,2580,2022-06-20,2022-06-20
VERMONT,1663,2022-06-20,2022-06-20
VIRGIN ISLANDS,108,2022-06-20,2022-06-20
VIRGINIA,26839,2022-06-20,2022-06-20
WASHINGTON,11009,2022-06-20,2022-06-20
WEST VIRGINIA-PN,8247,2022-06-20,2022-06-20
WEST VIRGINIA-RN (Non-Participating),NA,2022-06-20,2022-06-20
WISCONSIN,15589,2022-06-20,2022-06-20
WYOMING,965,2022-06-20,2022-06-20
TOTALS,955398,2022-06-20,2022-06-20
