state,counts_rn,updated_date,scrape_date
ALABAMA,87811,2025-01-28,2025-01-28
ALASKA,18653,2025-01-28,2025-01-28
AMERICAN SAMOA,64,2025-01-28,2025-01-28
ARIZONA,115376,2025-01-28,2025-01-28
ARKANSAS,48222,2025-01-28,2025-01-28
CALIFORNIA-RN,552060,2025-01-28,2025-01-28
CALIFORNIA-VN (Non-Participating),NA,2025-01-28,2025-01-28
COLORADO,88198,2025-01-28,2025-01-28
CONNECTICUT,82523,2025-01-28,2025-01-28
DELAWARE,21760,2025-01-28,2025-01-28
DISTRICT OF COLUMBIA,42432,2025-01-28,2025-01-28
FLORIDA,382328,2025-01-28,2025-01-28
GEORGIA,147460,2025-01-28,2025-01-28
GUAM,1253,2025-01-28,2025-01-28
HAWAII,39070,2025-01-28,2025-01-28
IDAHO,30090,2025-01-28,2025-01-28
ILLINOIS,257417,2025-01-28,2025-01-28
INDIANA,132630,2025-01-28,2025-01-28
IOWA,58124,2025-01-28,2025-01-28
KANSAS,53139,2025-01-28,2025-01-28
KENTUCKY,76303,2025-01-28,2025-01-28
LOUISIANA-PN (Non-Participating),NA,2025-01-28,2025-01-28
LOUISIANA-RN,67341,2025-01-28,2025-01-28
MAINE,28851,2025-01-28,2025-01-28
MARYLAND,89694,2025-01-28,2025-01-28
MASSACHUSETTS,158106,2025-01-28,2025-01-28
MICHIGAN,175897,2025-01-28,2025-01-28
MINNESOTA,134285,2025-01-28,2025-01-28
MISSISSIPPI,51353,2025-01-28,2025-01-28
MISSOURI,125108,2025-01-28,2025-01-28
MONTANA,25596,2025-01-28,2025-01-28
NEBRASKA,31288,2025-01-28,2025-01-28
NEVADA,60394,2025-01-28,2025-01-28
NEW HAMPSHIRE,27449,2025-01-28,2025-01-28
NEW JERSEY,149705,2025-01-28,2025-01-28
NEW MEXICO,34137,2025-01-28,2025-01-28
NEW YORK,490314,2025-01-28,2025-01-28
NORTH CAROLINA,162407,2025-01-28,2025-01-28
NORTH DAKOTA,16823,2025-01-28,2025-01-28
NORTHERN MARIANA ISLANDS,4509,2025-01-28,2025-01-28
OHIO,235102,2025-01-28,2025-01-28
OKLAHOMA,53031,2025-01-28,2025-01-28
OREGON,87183,2025-01-28,2025-01-28
PENNSYLVANIA,238879,2025-01-28,2025-01-28
RHODE ISLAND,25802,2025-01-28,2025-01-28
SOUTH CAROLINA,84712,2025-01-28,2025-01-28
SOUTH DAKOTA,20005,2025-01-28,2025-01-28
TENNESSEE,116646,2025-01-28,2025-01-28
TEXAS,417994,2025-01-28,2025-01-28
UTAH,47849,2025-01-28,2025-01-28
VERMONT,13203,2025-01-28,2025-01-28
VIRGIN ISLANDS,1334,2025-01-28,2025-01-28
VIRGINIA,121172,2025-01-28,2025-01-28
WASHINGTON,108326,2025-01-28,2025-01-28
WEST VIRGINIA-PN (Non-Participating),NA,2025-01-28,2025-01-28
WEST VIRGINIA-RN,33826,2025-01-28,2025-01-28
WISCONSIN,115355,2025-01-28,2025-01-28
WYOMING,8207,2025-01-28,2025-01-28
TOTALS,5796796,2025-01-28,2025-01-28
