state,counts_rn,updated_date,scrape_date
ALABAMA,93457,2021-11-17,2021-11-18
ALASKA,17750,2021-11-17,2021-11-18
AMERICAN SAMOA,166,2021-11-17,2021-11-18
ARIZONA,101847,2021-11-17,2021-11-18
ARKANSAS,44729,2021-11-17,2021-11-18
CALIFORNIA-RN,463901,2021-11-17,2021-11-18
CALIFORNIA-VN (Non-Participating),NA,2021-11-17,2021-11-18
COLORADO,84716,2021-11-17,2021-11-18
CONNECTICUT,80547,2021-11-17,2021-11-18
DELAWARE,19195,2021-11-17,2021-11-18
DISTRICT OF COLUMBIA,29745,2021-11-17,2021-11-18
FLORIDA,344832,2021-11-17,2021-11-18
GEORGIA,138556,2021-11-17,2021-11-18
GUAM,1515,2021-11-17,2021-11-18
HAWAII,26043,2021-11-17,2021-11-18
IDAHO,25373,2021-11-17,2021-11-18
ILLINOIS,218012,2021-11-17,2021-11-18
INDIANA,133793,2021-11-17,2021-11-18
IOWA,58516,2021-11-17,2021-11-18
KANSAS,53814,2021-11-17,2021-11-18
KENTUCKY,71550,2021-11-17,2021-11-18
LOUISIANA-PN (Non-Participating),NA,2021-11-17,2021-11-18
LOUISIANA-RN,65378,2021-11-17,2021-11-18
MAINE,27920,2021-11-17,2021-11-18
MARYLAND,86984,2021-11-17,2021-11-18
MASSACHUSETTS,152291,2021-11-17,2021-11-18
MICHIGAN (Non-Participating),NA,2021-11-17,2021-11-18
MINNESOTA,119447,2021-11-17,2021-11-18
MISSISSIPPI,50306,2021-11-17,2021-11-18
MISSOURI,116013,2021-11-17,2021-11-18
MONTANA,19948,2021-11-17,2021-11-18
NEBRASKA,31135,2021-11-17,2021-11-18
NEVADA,51172,2021-11-17,2021-11-18
NEW HAMPSHIRE,25489,2021-11-17,2021-11-18
NEW JERSEY,138704,2021-11-17,2021-11-18
NEW MEXICO,30053,2021-11-17,2021-11-18
NEW YORK,402854,2021-11-17,2021-11-18
NORTH CAROLINA,148634,2021-11-17,2021-11-18
NORTH DAKOTA,16675,2021-11-17,2021-11-18
NORTHERN MARIANA ISLANDS,3468,2021-11-17,2021-11-18
OHIO,219529,2021-11-17,2021-11-18
OKLAHOMA,51884,2021-11-17,2021-11-18
OREGON,72887,2021-11-17,2021-11-18
PENNSYLVANIA,230514,2021-11-17,2021-11-18
RHODE ISLAND,26842,2021-11-17,2021-11-18
SOUTH CAROLINA,76838,2021-11-17,2021-11-18
SOUTH DAKOTA,19270,2021-11-17,2021-11-18
TENNESSEE,110462,2021-11-17,2021-11-18
TEXAS,363172,2021-11-17,2021-11-18
UTAH,39870,2021-11-17,2021-11-18
VERMONT,19905,2021-11-17,2021-11-18
VIRGIN ISLANDS,1301,2021-11-17,2021-11-18
VIRGINIA,112131,2021-11-17,2021-11-18
WASHINGTON,116424,2021-11-17,2021-11-18
WEST VIRGINIA-PN (Non-Participating),NA,2021-11-17,2021-11-18
WEST VIRGINIA-RN,32713,2021-11-17,2021-11-18
WISCONSIN,110739,2021-11-17,2021-11-18
WYOMING,8788,2021-11-17,2021-11-18
TOTALS,5107797,2021-11-17,2021-11-18
