state,counts_rn,updated_date,scrape_date
ALABAMA,98609,2022-11-14,2022-11-14
ALASKA,21228,2022-11-14,2022-11-14
AMERICAN SAMOA,167,2022-11-14,2022-11-14
ARIZONA,106972,2022-11-14,2022-11-14
ARKANSAS,45745,2022-11-14,2022-11-14
CALIFORNIA-RN,492463,2022-11-14,2022-11-14
CALIFORNIA-VN (Non-Participating),NA,2022-11-14,2022-11-14
COLORADO,87703,2022-11-14,2022-11-14
CONNECTICUT,88075,2022-11-14,2022-11-14
DELAWARE,21016,2022-11-14,2022-11-14
DISTRICT OF COLUMBIA,35543,2022-11-14,2022-11-14
FLORIDA,359589,2022-11-14,2022-11-14
GEORGIA,139918,2022-11-14,2022-11-14
GUAM,1243,2022-11-14,2022-11-14
HAWAII,32579,2022-11-14,2022-11-14
IDAHO,28346,2022-11-14,2022-11-14
ILLINOIS,211078,2022-11-14,2022-11-14
INDIANA,127791,2022-11-14,2022-11-14
IOWA,59957,2022-11-14,2022-11-14
KANSAS,53356,2022-11-14,2022-11-14
KENTUCKY,73241,2022-11-14,2022-11-14
LOUISIANA-PN (Non-Participating),NA,2022-11-14,2022-11-14
LOUISIANA-RN,65695,2022-11-14,2022-11-14
MAINE,28823,2022-11-14,2022-11-14
MARYLAND,88078,2022-11-14,2022-11-14
MASSACHUSETTS,167468,2022-11-14,2022-11-14
MICHIGAN (Non-Participating),NA,2022-11-14,2022-11-14
MINNESOTA,128057,2022-11-14,2022-11-14
MISSISSIPPI,52671,2022-11-14,2022-11-14
MISSOURI,121827,2022-11-14,2022-11-14
MONTANA,21544,2022-11-14,2022-11-14
NEBRASKA,30932,2022-11-14,2022-11-14
NEVADA,56461,2022-11-14,2022-11-14
NEW HAMPSHIRE,26634,2022-11-14,2022-11-14
NEW JERSEY,141476,2022-11-14,2022-11-14
NEW MEXICO,31384,2022-11-14,2022-11-14
NEW YORK,382321,2022-11-14,2022-11-14
NORTH CAROLINA,154038,2022-11-14,2022-11-14
NORTH DAKOTA,17365,2022-11-14,2022-11-14
NORTHERN MARIANA ISLANDS,3499,2022-11-14,2022-11-14
OHIO,238402,2022-11-14,2022-11-14
OKLAHOMA,50676,2022-11-14,2022-11-14
OREGON,80908,2022-11-14,2022-11-14
PENNSYLVANIA,243953,2022-11-14,2022-11-14
RHODE ISLAND,28847,2022-11-14,2022-11-14
SOUTH CAROLINA,78562,2022-11-14,2022-11-14
SOUTH DAKOTA,19714,2022-11-14,2022-11-14
TENNESSEE,113043,2022-11-14,2022-11-14
TEXAS,379013,2022-11-14,2022-11-14
UTAH,43911,2022-11-14,2022-11-14
VERMONT,21920,2022-11-14,2022-11-14
VIRGIN ISLANDS,1622,2022-11-14,2022-11-14
VIRGINIA,115708,2022-11-14,2022-11-14
WASHINGTON,126578,2022-11-14,2022-11-14
WEST VIRGINIA-PN (Non-Participating),NA,2022-11-14,2022-11-14
WEST VIRGINIA-RN,34033,2022-11-14,2022-11-14
WISCONSIN,117083,2022-11-14,2022-11-14
WYOMING,9574,2022-11-14,2022-11-14
TOTALS,5306439,2022-11-14,2022-11-14
