state,counts_lpn,updated_date,scrape_date
ALABAMA,15406,2024-11-13,2024-11-13
ALASKA,668,2024-11-13,2024-11-13
AMERICAN SAMOA,6,2024-11-13,2024-11-13
ARIZONA,10853,2024-11-13,2024-11-13
ARKANSAS,13763,2024-11-13,2024-11-13
CALIFORNIA-RN (Non-Participating),NA,2024-11-13,2024-11-13
CALIFORNIA-VN,112901,2024-11-13,2024-11-13
COLORADO,7213,2024-11-13,2024-11-13
CONNECTICUT,12720,2024-11-13,2024-11-13
DELAWARE,3013,2024-11-13,2024-11-13
DISTRICT OF COLUMBIA,2767,2024-11-13,2024-11-13
FLORIDA,64501,2024-11-13,2024-11-13
GEORGIA,30077,2024-11-13,2024-11-13
GUAM,189,2024-11-13,2024-11-13
HAWAII,2115,2024-11-13,2024-11-13
IDAHO,3146,2024-11-13,2024-11-13
ILLINOIS,26922,2024-11-13,2024-11-13
INDIANA,19241,2024-11-13,2024-11-13
IOWA,8903,2024-11-13,2024-11-13
KANSAS,9196,2024-11-13,2024-11-13
KENTUCKY,12156,2024-11-13,2024-11-13
LOUISIANA-PN,21986,2024-11-13,2024-11-13
LOUISIANA-RN (Non-Participating),NA,2024-11-13,2024-11-13
MAINE,1667,2024-11-13,2024-11-13
MARYLAND,11125,2024-11-13,2024-11-13
MASSACHUSETTS,19956,2024-11-13,2024-11-13
MICHIGAN,20748,2024-11-13,2024-11-13
MINNESOTA,17695,2024-11-13,2024-11-13
MISSISSIPPI,13980,2024-11-13,2024-11-13
MISSOURI,22413,2024-11-13,2024-11-13
MONTANA,2227,2024-11-13,2024-11-13
NEBRASKA,5308,2024-11-13,2024-11-13
NEVADA,4778,2024-11-13,2024-11-13
NEW HAMPSHIRE,3126,2024-11-13,2024-11-13
NEW JERSEY,23856,2024-11-13,2024-11-13
NEW MEXICO,2418,2024-11-13,2024-11-13
NEW YORK,75875,2024-11-13,2024-11-13
NORTH CAROLINA,23001,2024-11-13,2024-11-13
NORTH DAKOTA,3025,2024-11-13,2024-11-13
NORTHERN MARIANA ISLANDS,57,2024-11-13,2024-11-13
OHIO,49348,2024-11-13,2024-11-13
OKLAHOMA,17073,2024-11-13,2024-11-13
OREGON,6530,2024-11-13,2024-11-13
PENNSYLVANIA,48490,2024-11-13,2024-11-13
RHODE ISLAND,2689,2024-11-13,2024-11-13
SOUTH CAROLINA,12113,2024-11-13,2024-11-13
SOUTH DAKOTA,2758,2024-11-13,2024-11-13
TENNESSEE,29420,2024-11-13,2024-11-13
TEXAS,101750,2024-11-13,2024-11-13
UTAH,2588,2024-11-13,2024-11-13
VERMONT,1513,2024-11-13,2024-11-13
VIRGIN ISLANDS,78,2024-11-13,2024-11-13
VIRGINIA,26259,2024-11-13,2024-11-13
WASHINGTON,10412,2024-11-13,2024-11-13
WEST VIRGINIA-PN,7435,2024-11-13,2024-11-13
WEST VIRGINIA-RN (Non-Participating),NA,2024-11-13,2024-11-13
WISCONSIN,11916,2024-11-13,2024-11-13
WYOMING,1018,2024-11-13,2024-11-13
TOTALS,960387,2024-11-13,2024-11-13
