state,counts_rn,updated_date,scrape_date
ALABAMA,98915,2023-01-05,2023-01-06
ALASKA,16908,2023-01-05,2023-01-06
AMERICAN SAMOA,167,2023-01-05,2023-01-06
ARIZONA,107325,2023-01-05,2023-01-06
ARKANSAS,45964,2023-01-05,2023-01-06
CALIFORNIA-RN,496194,2023-01-05,2023-01-06
CALIFORNIA-VN (Non-Participating),NA,2023-01-05,2023-01-06
COLORADO,85080,2023-01-05,2023-01-06
CONNECTICUT,89959,2023-01-05,2023-01-06
DELAWARE,21210,2023-01-05,2023-01-06
DISTRICT OF COLUMBIA,36485,2023-01-05,2023-01-06
FLORIDA,361241,2023-01-05,2023-01-06
GEORGIA,140535,2023-01-05,2023-01-06
GUAM,1300,2023-01-05,2023-01-06
HAWAII,33392,2023-01-05,2023-01-06
IDAHO,28806,2023-01-05,2023-01-06
ILLINOIS,213252,2023-01-05,2023-01-06
INDIANA,128415,2023-01-05,2023-01-06
IOWA,57773,2023-01-05,2023-01-06
KANSAS,52983,2023-01-05,2023-01-06
KENTUCKY,73697,2023-01-05,2023-01-06
LOUISIANA-PN (Non-Participating),NA,2023-01-05,2023-01-06
LOUISIANA-RN,65689,2023-01-05,2023-01-06
MAINE,28799,2023-01-05,2023-01-06
MARYLAND,87692,2023-01-05,2023-01-06
MASSACHUSETTS,148677,2023-01-05,2023-01-06
MICHIGAN (Non-Participating),NA,2023-01-05,2023-01-06
MINNESOTA,128840,2023-01-05,2023-01-06
MISSISSIPPI,49074,2023-01-05,2023-01-06
MISSOURI,122169,2023-01-05,2023-01-06
MONTANA,21812,2023-01-05,2023-01-06
NEBRASKA,31163,2023-01-05,2023-01-06
NEVADA,56566,2023-01-05,2023-01-06
NEW HAMPSHIRE,26644,2023-01-05,2023-01-06
NEW JERSEY,142564,2023-01-05,2023-01-06
NEW MEXICO,31461,2023-01-05,2023-01-06
NEW YORK,386495,2023-01-05,2023-01-06
NORTH CAROLINA,153876,2023-01-05,2023-01-06
NORTH DAKOTA,16261,2023-01-05,2023-01-06
NORTHERN MARIANA ISLANDS,3687,2023-01-05,2023-01-06
OHIO,239367,2023-01-05,2023-01-06
OKLAHOMA,49956,2023-01-05,2023-01-06
OREGON,80885,2023-01-05,2023-01-06
PENNSYLVANIA,245352,2023-01-05,2023-01-06
RHODE ISLAND,29311,2023-01-05,2023-01-06
SOUTH CAROLINA,79099,2023-01-05,2023-01-06
SOUTH DAKOTA,19662,2023-01-05,2023-01-06
TENNESSEE,113320,2023-01-05,2023-01-06
TEXAS,379997,2023-01-05,2023-01-06
UTAH,44164,2023-01-05,2023-01-06
VERMONT,22030,2023-01-05,2023-01-06
VIRGIN ISLANDS,1113,2023-01-05,2023-01-06
VIRGINIA,115711,2023-01-05,2023-01-06
WASHINGTON,126448,2023-01-05,2023-01-06
WEST VIRGINIA-PN (Non-Participating),NA,2023-01-05,2023-01-06
WEST VIRGINIA-RN,34542,2023-01-05,2023-01-06
WISCONSIN,118071,2023-01-05,2023-01-06
WYOMING,8107,2023-01-05,2023-01-06
TOTALS,5298205,2023-01-05,2023-01-06
