state,counts_all,updated_date,scrape_date
ALABAMA,117455,2023-02-02,2023-02-03
ALASKA,17842,2023-02-02,2023-02-03
AMERICAN SAMOA,299,2023-02-02,2023-02-03
ARIZONA,119108,2023-02-02,2023-02-03
ARKANSAS,59928,2023-02-02,2023-02-03
CALIFORNIA,606349,2023-02-02,2023-02-03
COLORADO,93374,2023-02-02,2023-02-03
CONNECTICUT,106480,2023-02-02,2023-02-03
DELAWARE,24301,2023-02-02,2023-02-03
DISTRICT OF COLUMBIA,39540,2023-02-02,2023-02-03
FLORIDA,430114,2023-02-02,2023-02-03
GEORGIA,172119,2023-02-02,2023-02-03
GUAM,1541,2023-02-02,2023-02-03
HAWAII,35694,2023-02-02,2023-02-03
IDAHO,32393,2023-02-02,2023-02-03
ILLINOIS,241454,2023-02-02,2023-02-03
INDIANA,150029,2023-02-02,2023-02-03
IOWA,67037,2023-02-02,2023-02-03
KANSAS,62292,2023-02-02,2023-02-03
KENTUCKY,87200,2023-02-02,2023-02-03
LOUISIANA,85387,2023-02-02,2023-02-03
MAINE,30520,2023-02-02,2023-02-03
MARYLAND,98981,2023-02-02,2023-02-03
MASSACHUSETTS,171651,2023-02-02,2023-02-03
MICHIGAN,193892,2023-02-02,2023-02-03
MINNESOTA,148143,2023-02-02,2023-02-03
MISSISSIPPI,63608,2023-02-02,2023-02-03
MISSOURI,145935,2023-02-02,2023-02-03
MONTANA,24429,2023-02-02,2023-02-03
NEBRASKA,37013,2023-02-02,2023-02-03
NEVADA,61715,2023-02-02,2023-02-03
NEW HAMPSHIRE,29778,2023-02-02,2023-02-03
NEW JERSEY,167175,2023-02-02,2023-02-03
NEW MEXICO,33966,2023-02-02,2023-02-03
NEW YORK,460984,2023-02-02,2023-02-03
NORTH CAROLINA,177024,2023-02-02,2023-02-03
NORTH DAKOTA,19388,2023-02-02,2023-02-03
NORTHERN MARIANA ISLANDS,3899,2023-02-02,2023-02-03
OHIO,290491,2023-02-02,2023-02-03
OKLAHOMA,67003,2023-02-02,2023-02-03
OREGON,86957,2023-02-02,2023-02-03
PENNSYLVANIA,290280,2023-02-02,2023-02-03
RHODE ISLAND,32461,2023-02-02,2023-02-03
SOUTH CAROLINA,92086,2023-02-02,2023-02-03
SOUTH DAKOTA,22391,2023-02-02,2023-02-03
TENNESSEE,143467,2023-02-02,2023-02-03
TEXAS,486261,2023-02-02,2023-02-03
UTAH,43011,2023-02-02,2023-02-03
VERMONT,23903,2023-02-02,2023-02-03
VIRGIN ISLANDS,1257,2023-02-02,2023-02-03
VIRGINIA,142505,2023-02-02,2023-02-03
WASHINGTON,138420,2023-02-02,2023-02-03
WEST VIRGINIA,42851,2023-02-02,2023-02-03
WISCONSIN,135026,2023-02-02,2023-02-03
WYOMING,8908,2023-02-02,2023-02-03
