state,counts_lpn,updated_date,scrape_date
ALABAMA,17242,2022-08-04,2022-08-04
ALASKA,820,2022-08-04,2022-08-04
AMERICAN SAMOA,132,2022-08-04,2022-08-04
ARIZONA,11329,2022-08-04,2022-08-04
ARKANSAS,14140,2022-08-04,2022-08-04
CALIFORNIA-RN (Non-Participating),NA,2022-08-04,2022-08-04
CALIFORNIA-VN,106840,2022-08-04,2022-08-04
COLORADO,8357,2022-08-04,2022-08-04
CONNECTICUT,14227,2022-08-04,2022-08-04
DELAWARE,2811,2022-08-04,2022-08-04
DISTRICT OF COLUMBIA,2231,2022-08-04,2022-08-04
FLORIDA,64480,2022-08-04,2022-08-04
GEORGIA,29894,2022-08-04,2022-08-04
GUAM,218,2022-08-04,2022-08-04
HAWAII,1880,2022-08-04,2022-08-04
IDAHO,3628,2022-08-04,2022-08-04
ILLINOIS,26305,2022-08-04,2022-08-04
INDIANA,23489,2022-08-04,2022-08-04
IOWA,10095,2022-08-04,2022-08-04
KANSAS,9588,2022-08-04,2022-08-04
KENTUCKY,13357,2022-08-04,2022-08-04
LOUISIANA-PN,21453,2022-08-04,2022-08-04
LOUISIANA-RN (Non-Participating),NA,2022-08-04,2022-08-04
MAINE,1872,2022-08-04,2022-08-04
MARYLAND,11131,2022-08-04,2022-08-04
MASSACHUSETTS,20502,2022-08-04,2022-08-04
MICHIGAN (Non-Participating),NA,2022-08-04,2022-08-04
MINNESOTA,19104,2022-08-04,2022-08-04
MISSISSIPPI,13163,2022-08-04,2022-08-04
MISSOURI,22245,2022-08-04,2022-08-04
MONTANA,2369,2022-08-04,2022-08-04
NEBRASKA,5510,2022-08-04,2022-08-04
NEVADA,4588,2022-08-04,2022-08-04
NEW HAMPSHIRE,3108,2022-08-04,2022-08-04
NEW JERSEY,23026,2022-08-04,2022-08-04
NEW MEXICO,2430,2022-08-04,2022-08-04
NEW YORK,69406,2022-08-04,2022-08-04
NORTH CAROLINA,22626,2022-08-04,2022-08-04
NORTH DAKOTA,3203,2022-08-04,2022-08-04
NORTHERN MARIANA ISLANDS,56,2022-08-04,2022-08-04
OHIO,55600,2022-08-04,2022-08-04
OKLAHOMA,16327,2022-08-04,2022-08-04
OREGON,6114,2022-08-04,2022-08-04
PENNSYLVANIA,46767,2022-08-04,2022-08-04
RHODE ISLAND,2598,2022-08-04,2022-08-04
SOUTH CAROLINA,11833,2022-08-04,2022-08-04
SOUTH DAKOTA,2701,2022-08-04,2022-08-04
TENNESSEE,29990,2022-08-04,2022-08-04
TEXAS,103885,2022-08-04,2022-08-04
UTAH,2589,2022-08-04,2022-08-04
VERMONT,1801,2022-08-04,2022-08-04
VIRGIN ISLANDS,108,2022-08-04,2022-08-04
VIRGINIA,26649,2022-08-04,2022-08-04
WASHINGTON,11026,2022-08-04,2022-08-04
WEST VIRGINIA-PN,7580,2022-08-04,2022-08-04
WEST VIRGINIA-RN (Non-Participating),NA,2022-08-04,2022-08-04
WISCONSIN,15721,2022-08-04,2022-08-04
WYOMING,983,2022-08-04,2022-08-04
TOTALS,949127,2022-08-04,2022-08-04
