state,counts_all,updated_date,scrape_date
ALABAMA,107418,2025-12-29,2025-12-29
ALASKA,23123,2025-12-29,2025-12-29
AMERICAN SAMOA,229,2025-12-29,2025-12-29
ARIZONA,127814,2025-12-29,2025-12-29
ARKANSAS,63101,2025-12-29,2025-12-29
CALIFORNIA,707917,2025-12-29,2025-12-29
COLORADO,96687,2025-12-29,2025-12-29
CONNECTICUT,94440,2025-12-29,2025-12-29
DELAWARE,22432,2025-12-29,2025-12-29
DISTRICT OF COLUMBIA,51900,2025-12-29,2025-12-29
FLORIDA,449453,2025-12-29,2025-12-29
GEORGIA,177661,2025-12-29,2025-12-29
GUAM,1341,2025-12-29,2025-12-29
HAWAII,36265,2025-12-29,2025-12-29
IDAHO,31878,2025-12-29,2025-12-29
ILLINOIS,279575,2025-12-29,2025-12-29
INDIANA,148728,2025-12-29,2025-12-29
IOWA,67306,2025-12-29,2025-12-29
KANSAS,62672,2025-12-29,2025-12-29
KENTUCKY,89875,2025-12-29,2025-12-29
LOUISIANA,90488,2025-12-29,2025-12-29
MAINE,30272,2025-12-29,2025-12-29
MARYLAND,102341,2025-12-29,2025-12-29
MASSACHUSETTS,191287,2025-12-29,2025-12-29
MICHIGAN,201565,2025-12-29,2025-12-29
MINNESOTA,156918,2025-12-29,2025-12-29
MISSISSIPPI,69013,2025-12-29,2025-12-29
MISSOURI,142437,2025-12-29,2025-12-29
MONTANA,29281,2025-12-29,2025-12-29
NEBRASKA,37757,2025-12-29,2025-12-29
NEVADA,67611,2025-12-29,2025-12-29
NEW HAMPSHIRE,30856,2025-12-29,2025-12-29
NEW JERSEY,176618,2025-12-29,2025-12-29
NEW MEXICO,37275,2025-12-29,2025-12-29
NEW YORK,609567,2025-12-29,2025-12-29
NORTH CAROLINA,188345,2025-12-29,2025-12-29
NORTH DAKOTA,20817,2025-12-29,2025-12-29
NORTHERN MARIANA ISLANDS,3929,2025-12-29,2025-12-29
OHIO,280872,2025-12-29,2025-12-29
OKLAHOMA,72539,2025-12-29,2025-12-29
OREGON,97855,2025-12-29,2025-12-29
PENNSYLVANIA,287528,2025-12-29,2025-12-29
RHODE ISLAND,24490,2025-12-29,2025-12-29
SOUTH CAROLINA,102819,2025-12-29,2025-12-29
SOUTH DAKOTA,23088,2025-12-29,2025-12-29
TENNESSEE,147124,2025-12-29,2025-12-29
TEXAS,529398,2025-12-29,2025-12-29
UTAH,49490,2025-12-29,2025-12-29
VERMONT,13525,2025-12-29,2025-12-29
VIRGIN ISLANDS,1213,2025-12-29,2025-12-29
VIRGINIA,149693,2025-12-29,2025-12-29
WASHINGTON,117030,2025-12-29,2025-12-29
WEST VIRGINIA,43371,2025-12-29,2025-12-29
WISCONSIN,132546,2025-12-29,2025-12-29
WYOMING,9613,2025-12-29,2025-12-29
