state,counts_all,updated_date,scrape_date
ALABAMA,116353,2022-12-20,2022-12-21
ALASKA,22048,2022-12-20,2022-12-21
AMERICAN SAMOA,299,2022-12-20,2022-12-21
ARIZONA,118748,2022-12-20,2022-12-21
ARKANSAS,59971,2022-12-20,2022-12-21
CALIFORNIA,603478,2022-12-20,2022-12-21
COLORADO,92386,2022-12-20,2022-12-21
CONNECTICUT,103748,2022-12-20,2022-12-21
DELAWARE,24047,2022-12-20,2022-12-21
DISTRICT OF COLUMBIA,38510,2022-12-20,2022-12-21
FLORIDA,426882,2022-12-20,2022-12-21
GEORGIA,170947,2022-12-20,2022-12-21
GUAM,1512,2022-12-20,2022-12-21
HAWAII,35134,2022-12-20,2022-12-21
IDAHO,31916,2022-12-20,2022-12-21
ILLINOIS,239856,2022-12-20,2022-12-21
INDIANA,148676,2022-12-20,2022-12-21
IOWA,66826,2022-12-20,2022-12-21
KANSAS,62575,2022-12-20,2022-12-21
KENTUCKY,86165,2022-12-20,2022-12-21
LOUISIANA,87472,2022-12-20,2022-12-21
MAINE,30634,2022-12-20,2022-12-21
MARYLAND,99260,2022-12-20,2022-12-21
MASSACHUSETTS,189793,2022-12-20,2022-12-21
MICHIGAN (Non-Participating),NA,2022-12-20,2022-12-21
MINNESOTA,147684,2022-12-20,2022-12-21
MISSISSIPPI,66120,2022-12-20,2022-12-21
MISSOURI,144887,2022-12-20,2022-12-21
MONTANA,24135,2022-12-20,2022-12-21
NEBRASKA,36736,2022-12-20,2022-12-21
NEVADA,61270,2022-12-20,2022-12-21
NEW HAMPSHIRE,29730,2022-12-20,2022-12-21
NEW JERSEY,166036,2022-12-20,2022-12-21
NEW MEXICO,33935,2022-12-20,2022-12-21
NEW YORK,456520,2022-12-20,2022-12-21
NORTH CAROLINA,177084,2022-12-20,2022-12-21
NORTH DAKOTA,20754,2022-12-20,2022-12-21
NORTHERN MARIANA ISLANDS,3688,2022-12-20,2022-12-21
OHIO,289035,2022-12-20,2022-12-21
OKLAHOMA,67202,2022-12-20,2022-12-21
OREGON,87148,2022-12-20,2022-12-21
PENNSYLVANIA,293783,2022-12-20,2022-12-21
RHODE ISLAND,31956,2022-12-20,2022-12-21
SOUTH CAROLINA,91103,2022-12-20,2022-12-21
SOUTH DAKOTA,22360,2022-12-20,2022-12-21
TENNESSEE,143106,2022-12-20,2022-12-21
TEXAS,484056,2022-12-20,2022-12-21
UTAH,46710,2022-12-20,2022-12-21
VERMONT,23842,2022-12-20,2022-12-21
VIRGIN ISLANDS,1198,2022-12-20,2022-12-21
VIRGINIA,142679,2022-12-20,2022-12-21
WASHINGTON,137663,2022-12-20,2022-12-21
WEST VIRGINIA,42325,2022-12-20,2022-12-21
WISCONSIN,133943,2022-12-20,2022-12-21
WYOMING,10596,2022-12-20,2022-12-21
