state,counts_all,updated_date,scrape_date
ALABAMA,107362,2025-12-17,2025-12-17
ALASKA,23037,2025-12-17,2025-12-17
AMERICAN SAMOA,227,2025-12-17,2025-12-17
ARIZONA,127684,2025-12-17,2025-12-17
ARKANSAS,62864,2025-12-17,2025-12-17
CALIFORNIA,706714,2025-12-17,2025-12-17
COLORADO,96593,2025-12-17,2025-12-17
CONNECTICUT,94277,2025-12-17,2025-12-17
DELAWARE,22397,2025-12-17,2025-12-17
DISTRICT OF COLUMBIA,51785,2025-12-17,2025-12-17
FLORIDA,449093,2025-12-17,2025-12-17
GEORGIA,177574,2025-12-17,2025-12-17
GUAM,1332,2025-12-17,2025-12-17
HAWAII,36154,2025-12-17,2025-12-17
IDAHO,31769,2025-12-17,2025-12-17
ILLINOIS,279017,2025-12-17,2025-12-17
INDIANA,148522,2025-12-17,2025-12-17
IOWA,67265,2025-12-17,2025-12-17
KANSAS,62553,2025-12-17,2025-12-17
KENTUCKY,89463,2025-12-17,2025-12-17
LOUISIANA,90454,2025-12-17,2025-12-17
MAINE,30292,2025-12-17,2025-12-17
MARYLAND,102221,2025-12-17,2025-12-17
MASSACHUSETTS,191095,2025-12-17,2025-12-17
MICHIGAN,201509,2025-12-17,2025-12-17
MINNESOTA,156692,2025-12-17,2025-12-17
MISSISSIPPI,68998,2025-12-17,2025-12-17
MISSOURI,142381,2025-12-17,2025-12-17
MONTANA,29209,2025-12-17,2025-12-17
NEBRASKA,37708,2025-12-17,2025-12-17
NEVADA,67643,2025-12-17,2025-12-17
NEW HAMPSHIRE,30846,2025-12-17,2025-12-17
NEW JERSEY,176435,2025-12-17,2025-12-17
NEW MEXICO,37172,2025-12-17,2025-12-17
NEW YORK,608192,2025-12-17,2025-12-17
NORTH CAROLINA,188157,2025-12-17,2025-12-17
NORTH DAKOTA,20778,2025-12-17,2025-12-17
NORTHERN MARIANA ISLANDS,3946,2025-12-17,2025-12-17
OHIO,280498,2025-12-17,2025-12-17
OKLAHOMA,72436,2025-12-17,2025-12-17
OREGON,97885,2025-12-17,2025-12-17
PENNSYLVANIA,287262,2025-12-17,2025-12-17
RHODE ISLAND,24454,2025-12-17,2025-12-17
SOUTH CAROLINA,102742,2025-12-17,2025-12-17
SOUTH DAKOTA,23108,2025-12-17,2025-12-17
TENNESSEE,147043,2025-12-17,2025-12-17
TEXAS,528749,2025-12-17,2025-12-17
UTAH,49414,2025-12-17,2025-12-17
VERMONT,13494,2025-12-17,2025-12-17
VIRGIN ISLANDS,1205,2025-12-17,2025-12-17
VIRGINIA,149552,2025-12-17,2025-12-17
WASHINGTON,117065,2025-12-17,2025-12-17
WEST VIRGINIA,43321,2025-12-17,2025-12-17
WISCONSIN,132342,2025-12-17,2025-12-17
WYOMING,9578,2025-12-17,2025-12-17
