state,counts_lpn,updated_date,scrape_date
ALABAMA,17789,2023-01-20,2023-01-23
ALASKA,636,2023-01-20,2023-01-23
AMERICAN SAMOA,132,2023-01-20,2023-01-23
ARIZONA,10981,2023-01-20,2023-01-23
ARKANSAS,14030,2023-01-20,2023-01-23
CALIFORNIA-RN (Non-Participating),NA,2023-01-20,2023-01-23
CALIFORNIA-VN,107873,2023-01-20,2023-01-23
COLORADO,7585,2023-01-20,2023-01-23
CONNECTICUT,14483,2023-01-20,2023-01-23
DELAWARE,2905,2023-01-20,2023-01-23
DISTRICT OF COLUMBIA,2343,2023-01-20,2023-01-23
FLORIDA,66619,2023-01-20,2023-01-23
GEORGIA,30701,2023-01-20,2023-01-23
GUAM,231,2023-01-20,2023-01-23
HAWAII,2014,2023-01-20,2023-01-23
IDAHO,3281,2023-01-20,2023-01-23
ILLINOIS,27173,2023-01-20,2023-01-23
INDIANA,20610,2023-01-20,2023-01-23
IOWA,9052,2023-01-20,2023-01-23
KANSAS,9322,2023-01-20,2023-01-23
KENTUCKY,12731,2023-01-20,2023-01-23
LOUISIANA-PN,22007,2023-01-20,2023-01-23
LOUISIANA-RN (Non-Participating),NA,2023-01-20,2023-01-23
MAINE,1834,2023-01-20,2023-01-23
MARYLAND,11129,2023-01-20,2023-01-23
MASSACHUSETTS,21102,2023-01-20,2023-01-23
MICHIGAN (Non-Participating),NA,2023-01-20,2023-01-23
MINNESOTA,18697,2023-01-20,2023-01-23
MISSISSIPPI,13654,2023-01-20,2023-01-23
MISSOURI,22968,2023-01-20,2023-01-23
MONTANA,2414,2023-01-20,2023-01-23
NEBRASKA,5621,2023-01-20,2023-01-23
NEVADA,4620,2023-01-20,2023-01-23
NEW HAMPSHIRE,3104,2023-01-20,2023-01-23
NEW JERSEY,23875,2023-01-20,2023-01-23
NEW MEXICO,2401,2023-01-20,2023-01-23
NEW YORK,70999,2023-01-20,2023-01-23
NORTH CAROLINA,22940,2023-01-20,2023-01-23
NORTH DAKOTA,2898,2023-01-20,2023-01-23
NORTHERN MARIANA ISLANDS,61,2023-01-20,2023-01-23
OHIO,49710,2023-01-20,2023-01-23
OKLAHOMA,16859,2023-01-20,2023-01-23
OREGON,6136,2023-01-20,2023-01-23
PENNSYLVANIA,49230,2023-01-20,2023-01-23
RHODE ISLAND,2813,2023-01-20,2023-01-23
SOUTH CAROLINA,12185,2023-01-20,2023-01-23
SOUTH DAKOTA,2678,2023-01-20,2023-01-23
TENNESSEE,29836,2023-01-20,2023-01-23
TEXAS,103976,2023-01-20,2023-01-23
UTAH,2655,2023-01-20,2023-01-23
VERMONT,1851,2023-01-20,2023-01-23
VIRGIN ISLANDS,93,2023-01-20,2023-01-23
VIRGINIA,26676,2023-01-20,2023-01-23
WASHINGTON,11133,2023-01-20,2023-01-23
WEST VIRGINIA-PN,7978,2023-01-20,2023-01-23
WEST VIRGINIA-RN (Non-Participating),NA,2023-01-20,2023-01-23
WISCONSIN,16198,2023-01-20,2023-01-23
WYOMING,706,2023-01-20,2023-01-23
TOTALS,951528,2023-01-20,2023-01-23
