state,counts_rn,updated_date,scrape_date
ALABAMA,87503,2024-11-29,2024-11-29
ALASKA,23926,2024-11-29,2024-11-29
AMERICAN SAMOA,62,2024-11-29,2024-11-29
ARIZONA,114396,2024-11-29,2024-11-29
ARKANSAS,47781,2024-11-29,2024-11-29
CALIFORNIA-RN,546690,2024-11-29,2024-11-29
CALIFORNIA-VN (Non-Participating),NA,2024-11-29,2024-11-29
COLORADO,92832,2024-11-29,2024-11-29
CONNECTICUT,82786,2024-11-29,2024-11-29
DELAWARE,21507,2024-11-29,2024-11-29
DISTRICT OF COLUMBIA,41450,2024-11-29,2024-11-29
FLORIDA,380839,2024-11-29,2024-11-29
GEORGIA,146606,2024-11-29,2024-11-29
GUAM,1235,2024-11-29,2024-11-29
HAWAII,38295,2024-11-29,2024-11-29
IDAHO,29584,2024-11-29,2024-11-29
ILLINOIS,254528,2024-11-29,2024-11-29
INDIANA,131616,2024-11-29,2024-11-29
IOWA,58285,2024-11-29,2024-11-29
KANSAS,53308,2024-11-29,2024-11-29
KENTUCKY,74992,2024-11-29,2024-11-29
LOUISIANA-PN (Non-Participating),NA,2024-11-29,2024-11-29
LOUISIANA-RN,67072,2024-11-29,2024-11-29
MAINE,28922,2024-11-29,2024-11-29
MARYLAND,89753,2024-11-29,2024-11-29
MASSACHUSETTS,157035,2024-11-29,2024-11-29
MICHIGAN,175379,2024-11-29,2024-11-29
MINNESOTA,134678,2024-11-29,2024-11-29
MISSISSIPPI,54914,2024-11-29,2024-11-29
MISSOURI,124396,2024-11-29,2024-11-29
MONTANA,25148,2024-11-29,2024-11-29
NEBRASKA,31057,2024-11-29,2024-11-29
NEVADA,60558,2024-11-29,2024-11-29
NEW HAMPSHIRE,27336,2024-11-29,2024-11-29
NEW JERSEY,148523,2024-11-29,2024-11-29
NEW MEXICO,34160,2024-11-29,2024-11-29
NEW YORK,484390,2024-11-29,2024-11-29
NORTH CAROLINA,162218,2024-11-29,2024-11-29
NORTH DAKOTA,17904,2024-11-29,2024-11-29
NORTHERN MARIANA ISLANDS,4614,2024-11-29,2024-11-29
OHIO,233555,2024-11-29,2024-11-29
OKLAHOMA,53158,2024-11-29,2024-11-29
OREGON,86350,2024-11-29,2024-11-29
PENNSYLVANIA,237287,2024-11-29,2024-11-29
RHODE ISLAND,25671,2024-11-29,2024-11-29
SOUTH CAROLINA,83905,2024-11-29,2024-11-29
SOUTH DAKOTA,19987,2024-11-29,2024-11-29
TENNESSEE,116795,2024-11-29,2024-11-29
TEXAS,416005,2024-11-29,2024-11-29
UTAH,47631,2024-11-29,2024-11-29
VERMONT,13099,2024-11-29,2024-11-29
VIRGIN ISLANDS,1313,2024-11-29,2024-11-29
VIRGINIA,121240,2024-11-29,2024-11-29
WASHINGTON,108255,2024-11-29,2024-11-29
WEST VIRGINIA-PN (Non-Participating),NA,2024-11-29,2024-11-29
WEST VIRGINIA-RN,33442,2024-11-29,2024-11-29
WISCONSIN,114271,2024-11-29,2024-11-29
WYOMING,9571,2024-11-29,2024-11-29
TOTALS,5777813,2024-11-29,2024-11-29
