state,counts_rn,updated_date,scrape_date
ALABAMA,89927,2025-06-27,2025-06-27
ALASKA,20580,2025-06-27,2025-06-27
AMERICAN SAMOA,115,2025-06-27,2025-06-27
ARIZONA,118316,2025-06-27,2025-06-27
ARKANSAS,48976,2025-06-27,2025-06-27
CALIFORNIA-RN,570363,2025-06-27,2025-06-27
CALIFORNIA-VN (Non-Participating),NA,2025-06-27,2025-06-27
COLORADO,90586,2025-06-27,2025-06-27
CONNECTICUT,81917,2025-06-27,2025-06-27
DELAWARE,22135,2025-06-27,2025-06-27
DISTRICT OF COLUMBIA,45564,2025-06-27,2025-06-27
FLORIDA,379889,2025-06-27,2025-06-27
GEORGIA,145612,2025-06-27,2025-06-27
GUAM,1287,2025-06-27,2025-06-27
HAWAII,41127,2025-06-27,2025-06-27
IDAHO,31188,2025-06-27,2025-06-27
ILLINOIS,243335,2025-06-27,2025-06-27
INDIANA,136242,2025-06-27,2025-06-27
IOWA,58135,2025-06-27,2025-06-27
KANSAS,53673,2025-06-27,2025-06-27
KENTUCKY,78620,2025-06-27,2025-06-27
LOUISIANA-PN (Non-Participating),NA,2025-06-27,2025-06-27
LOUISIANA-RN,67729,2025-06-27,2025-06-27
MAINE,29096,2025-06-27,2025-06-27
MARYLAND,90759,2025-06-27,2025-06-27
MASSACHUSETTS,163452,2025-06-27,2025-06-27
MICHIGAN,178946,2025-06-27,2025-06-27
MINNESOTA,138136,2025-06-27,2025-06-27
MISSISSIPPI,53059,2025-06-27,2025-06-27
MISSOURI,117217,2025-06-27,2025-06-27
MONTANA,25567,2025-06-27,2025-06-27
NEBRASKA,32190,2025-06-27,2025-06-27
NEVADA,61633,2025-06-27,2025-06-27
NEW HAMPSHIRE,27827,2025-06-27,2025-06-27
NEW JERSEY,152631,2025-06-27,2025-06-27
NEW MEXICO,34427,2025-06-27,2025-06-27
NEW YORK,507524,2025-06-27,2025-06-27
NORTH CAROLINA,165115,2025-06-27,2025-06-27
NORTH DAKOTA,17550,2025-06-27,2025-06-27
NORTHERN MARIANA ISLANDS,4301,2025-06-27,2025-06-27
OHIO,240081,2025-06-27,2025-06-27
OKLAHOMA,54814,2025-06-27,2025-06-27
OREGON,89688,2025-06-27,2025-06-27
PENNSYLVANIA,237723,2025-06-27,2025-06-27
RHODE ISLAND,21016,2025-06-27,2025-06-27
SOUTH CAROLINA,87639,2025-06-27,2025-06-27
SOUTH DAKOTA,20173,2025-06-27,2025-06-27
TENNESSEE,117651,2025-06-27,2025-06-27
TEXAS,425074,2025-06-27,2025-06-27
UTAH,44906,2025-06-27,2025-06-27
VERMONT,11131,2025-06-27,2025-06-27
VIRGIN ISLANDS,1271,2025-06-27,2025-06-27
VIRGINIA,122653,2025-06-27,2025-06-27
WASHINGTON,106777,2025-06-27,2025-06-27
WEST VIRGINIA-PN (Non-Participating),NA,2025-06-27,2025-06-27
WEST VIRGINIA-RN,35200,2025-06-27,2025-06-27
WISCONSIN,118877,2025-06-27,2025-06-27
WYOMING,8555,2025-06-27,2025-06-27
TOTALS,5867975,2025-06-27,2025-06-27
