state,counts_rn,updated_date,scrape_date
ALABAMA,93575,2021-12-02,2021-12-03
ALASKA,17891,2021-12-02,2021-12-03
AMERICAN SAMOA,166,2021-12-02,2021-12-03
ARIZONA,101890,2021-12-02,2021-12-03
ARKANSAS,44652,2021-12-02,2021-12-03
CALIFORNIA-RN,463052,2021-12-02,2021-12-03
CALIFORNIA-VN (Non-Participating),NA,2021-12-02,2021-12-03
COLORADO,84962,2021-12-02,2021-12-03
CONNECTICUT,80738,2021-12-02,2021-12-03
DELAWARE,19067,2021-12-02,2021-12-03
DISTRICT OF COLUMBIA,29900,2021-12-02,2021-12-03
FLORIDA,345853,2021-12-02,2021-12-03
GEORGIA,138712,2021-12-02,2021-12-03
GUAM,1519,2021-12-02,2021-12-03
HAWAII,26378,2021-12-02,2021-12-03
IDAHO,25518,2021-12-02,2021-12-03
ILLINOIS,218529,2021-12-02,2021-12-03
INDIANA,133154,2021-12-02,2021-12-03
IOWA,58593,2021-12-02,2021-12-03
KANSAS,53589,2021-12-02,2021-12-03
KENTUCKY,71749,2021-12-02,2021-12-03
LOUISIANA-PN (Non-Participating),NA,2021-12-02,2021-12-03
LOUISIANA-RN,65380,2021-12-02,2021-12-03
MAINE,27918,2021-12-02,2021-12-03
MARYLAND,86805,2021-12-02,2021-12-03
MASSACHUSETTS,152922,2021-12-02,2021-12-03
MICHIGAN (Non-Participating),NA,2021-12-02,2021-12-03
MINNESOTA,119139,2021-12-02,2021-12-03
MISSISSIPPI,50354,2021-12-02,2021-12-03
MISSOURI,116107,2021-12-02,2021-12-03
MONTANA,20059,2021-12-02,2021-12-03
NEBRASKA,31171,2021-12-02,2021-12-03
NEVADA,51424,2021-12-02,2021-12-03
NEW HAMPSHIRE,25512,2021-12-02,2021-12-03
NEW JERSEY,139090,2021-12-02,2021-12-03
NEW MEXICO,29938,2021-12-02,2021-12-03
NEW YORK,404024,2021-12-02,2021-12-03
NORTH CAROLINA,148454,2021-12-02,2021-12-03
NORTH DAKOTA,16708,2021-12-02,2021-12-03
NORTHERN MARIANA ISLANDS,3481,2021-12-02,2021-12-03
OHIO,219941,2021-12-02,2021-12-03
OKLAHOMA,51954,2021-12-02,2021-12-03
OREGON,72956,2021-12-02,2021-12-03
PENNSYLVANIA,231249,2021-12-02,2021-12-03
RHODE ISLAND,27014,2021-12-02,2021-12-03
SOUTH CAROLINA,76999,2021-12-02,2021-12-03
SOUTH DAKOTA,19253,2021-12-02,2021-12-03
TENNESSEE,110585,2021-12-02,2021-12-03
TEXAS,362175,2021-12-02,2021-12-03
UTAH,39992,2021-12-02,2021-12-03
VERMONT,20045,2021-12-02,2021-12-03
VIRGIN ISLANDS,1302,2021-12-02,2021-12-03
VIRGINIA,111858,2021-12-02,2021-12-03
WASHINGTON,116525,2021-12-02,2021-12-03
WEST VIRGINIA-PN (Non-Participating),NA,2021-12-02,2021-12-03
WEST VIRGINIA-RN,32817,2021-12-02,2021-12-03
WISCONSIN,110891,2021-12-02,2021-12-03
WYOMING,8811,2021-12-02,2021-12-03
TOTALS,5112340,2021-12-02,2021-12-03
