state,counts_lpn,updated_date,scrape_date
ALABAMA,16938,2026-09-01,2026-09-01
ALASKA,971,2026-09-01,2026-09-01
AMERICAN SAMOA,73,2026-09-01,2026-09-01
ARIZONA,10762,2026-09-01,2026-09-01
ARKANSAS,13966,2026-09-01,2026-09-01
CALIFORNIA-RN (Non-Participating),NA,2026-09-01,2026-09-01
CALIFORNIA-VN,118759,2026-09-01,2026-09-01
COLORADO,8280,2026-09-01,2026-09-01
CONNECTICUT,12567,2026-09-01,2026-09-01
DELAWARE,3210,2026-09-01,2026-09-01
DISTRICT OF COLUMBIA,2207,2026-09-01,2026-09-01
FLORIDA,62762,2026-09-01,2026-09-01
GEORGIA,29465,2026-09-01,2026-09-01
GUAM,195,2026-09-01,2026-09-01
HAWAII,2039,2026-09-01,2026-09-01
IDAHO,3601,2026-09-01,2026-09-01
ILLINOIS,26982,2026-09-01,2026-09-01
INDIANA,22361,2026-09-01,2026-09-01
IOWA,9134,2026-09-01,2026-09-01
KANSAS,9311,2026-09-01,2026-09-01
KENTUCKY,12959,2026-09-01,2026-09-01
LOUISIANA-PN,22060,2026-09-01,2026-09-01
LOUISIANA-RN (Non-Participating),NA,2026-09-01,2026-09-01
MAINE,1542,2026-09-01,2026-09-01
MARYLAND,11382,2026-09-01,2026-09-01
MASSACHUSETTS,19893,2026-09-01,2026-09-01
MICHIGAN,20838,2026-09-01,2026-09-01
MINNESOTA,17279,2026-09-01,2026-09-01
MISSISSIPPI,13950,2026-09-01,2026-09-01
MISSOURI,21312,2026-09-01,2026-09-01
MONTANA,2167,2026-09-01,2026-09-01
NEBRASKA,5092,2026-09-01,2026-09-01
NEVADA,4809,2026-09-01,2026-09-01
NEW HAMPSHIRE,3088,2026-09-01,2026-09-01
NEW JERSEY,23670,2026-09-01,2026-09-01
NEW MEXICO,2564,2026-09-01,2026-09-01
NEW YORK,81085,2026-09-01,2026-09-01
NORTH CAROLINA,23203,2026-09-01,2026-09-01
NORTH DAKOTA,2699,2026-09-01,2026-09-01
NORTHERN MARIANA ISLANDS,48,2026-09-01,2026-09-01
OHIO,56945,2026-09-01,2026-09-01
OKLAHOMA,17322,2026-09-01,2026-09-01
OREGON,6920,2026-09-01,2026-09-01
PENNSYLVANIA,46985,2026-09-01,2026-09-01
RHODE ISLAND,2663,2026-09-01,2026-09-01
SOUTH CAROLINA,12254,2026-09-01,2026-09-01
SOUTH DAKOTA,2828,2026-09-01,2026-09-01
TENNESSEE,29149,2026-09-01,2026-09-01
TEXAS,100506,2026-09-01,2026-09-01
UTAH,2703,2026-09-01,2026-09-01
VERMONT,1358,2026-09-01,2026-09-01
VIRGIN ISLANDS,82,2026-09-01,2026-09-01
VIRGINIA,26256,2026-09-01,2026-09-01
WASHINGTON,10005,2026-09-01,2026-09-01
WEST VIRGINIA-PN,7088,2026-09-01,2026-09-01
WEST VIRGINIA-RN (Non-Participating),NA,2026-09-01,2026-09-01
WISCONSIN,12160,2026-09-01,2026-09-01
WYOMING,972,2026-09-01,2026-09-01
TOTALS,979419,2026-09-01,2026-09-01
