state,counts_lpn,updated_date,scrape_date
ALABAMA,17140,2021-11-12,2021-11-13
ALASKA,750,2021-11-12,2021-11-13
AMERICAN SAMOA,132,2021-11-12,2021-11-13
ARIZONA,10749,2021-11-12,2021-11-13
ARKANSAS,14198,2021-11-12,2021-11-13
CALIFORNIA-RN (Non-Participating),NA,2021-11-12,2021-11-13
CALIFORNIA-VN,105554,2021-11-12,2021-11-13
COLORADO,7971,2021-11-12,2021-11-13
CONNECTICUT,13741,2021-11-12,2021-11-13
DELAWARE,3148,2021-11-12,2021-11-13
DISTRICT OF COLUMBIA,2162,2021-11-12,2021-11-13
FLORIDA,60742,2021-11-12,2021-11-13
GEORGIA,29572,2021-11-12,2021-11-13
GUAM,198,2021-11-12,2021-11-13
HAWAII,1651,2021-11-12,2021-11-13
IDAHO,3487,2021-11-12,2021-11-13
ILLINOIS,25468,2021-11-12,2021-11-13
INDIANA,22792,2021-11-12,2021-11-13
IOWA,10191,2021-11-12,2021-11-13
KANSAS,9670,2021-11-12,2021-11-13
KENTUCKY,12615,2021-11-12,2021-11-13
LOUISIANA-PN,21749,2021-11-12,2021-11-13
LOUISIANA-RN (Non-Participating),NA,2021-11-12,2021-11-13
MAINE,1911,2021-11-12,2021-11-13
MARYLAND,11314,2021-11-12,2021-11-13
MASSACHUSETTS,20264,2021-11-12,2021-11-13
MICHIGAN (Non-Participating),NA,2021-11-12,2021-11-13
MINNESOTA,19683,2021-11-12,2021-11-13
MISSISSIPPI,14087,2021-11-12,2021-11-13
MISSOURI,24442,2021-11-12,2021-11-13
MONTANA,2406,2021-11-12,2021-11-13
NEBRASKA,6018,2021-11-12,2021-11-13
NEVADA,4405,2021-11-12,2021-11-13
NEW HAMPSHIRE,3086,2021-11-12,2021-11-13
NEW JERSEY,23670,2021-11-12,2021-11-13
NEW MEXICO,2485,2021-11-12,2021-11-13
NEW YORK,86749,2021-11-12,2021-11-13
NORTH CAROLINA,22718,2021-11-12,2021-11-13
NORTH DAKOTA,3430,2021-11-12,2021-11-13
NORTHERN MARIANA ISLANDS,46,2021-11-12,2021-11-13
OHIO,53320,2021-11-12,2021-11-13
OKLAHOMA,15670,2021-11-12,2021-11-13
OREGON,6036,2021-11-12,2021-11-13
PENNSYLVANIA,52334,2021-11-12,2021-11-13
RHODE ISLAND,2514,2021-11-12,2021-11-13
SOUTH CAROLINA,12276,2021-11-12,2021-11-13
SOUTH DAKOTA,2685,2021-11-12,2021-11-13
TENNESSEE,30062,2021-11-12,2021-11-13
TEXAS,105898,2021-11-12,2021-11-13
UTAH,2753,2021-11-12,2021-11-13
VERMONT,2556,2021-11-12,2021-11-13
VIRGIN ISLANDS,91,2021-11-12,2021-11-13
VIRGINIA,26977,2021-11-12,2021-11-13
WASHINGTON,11117,2021-11-12,2021-11-13
WEST VIRGINIA-PN,7897,2021-11-12,2021-11-13
WEST VIRGINIA-RN (Non-Participating),NA,2021-11-12,2021-11-13
WISCONSIN,14965,2021-11-12,2021-11-13
WYOMING,846,2021-11-12,2021-11-13
TOTALS,968391,2021-11-12,2021-11-13
