state,counts_rn,updated_date,scrape_date
ALABAMA,98410,2022-10-08,2022-10-09
ALASKA,20915,2022-10-08,2022-10-09
AMERICAN SAMOA,167,2022-10-08,2022-10-09
ARIZONA,105940,2022-10-08,2022-10-09
ARKANSAS,45811,2022-10-08,2022-10-09
CALIFORNIA-RN,489183,2022-10-08,2022-10-09
CALIFORNIA-VN (Non-Participating),NA,2022-10-08,2022-10-09
COLORADO,87032,2022-10-08,2022-10-09
CONNECTICUT,87379,2022-10-08,2022-10-09
DELAWARE,20808,2022-10-08,2022-10-09
DISTRICT OF COLUMBIA,34850,2022-10-08,2022-10-09
FLORIDA,356982,2022-10-08,2022-10-09
GEORGIA,139281,2022-10-08,2022-10-09
GUAM,1240,2022-10-08,2022-10-09
HAWAII,31853,2022-10-08,2022-10-09
IDAHO,28209,2022-10-08,2022-10-09
ILLINOIS,232218,2022-10-08,2022-10-09
INDIANA,127186,2022-10-08,2022-10-09
IOWA,59920,2022-10-08,2022-10-09
KANSAS,53451,2022-10-08,2022-10-09
KENTUCKY,76469,2022-10-08,2022-10-09
LOUISIANA-PN (Non-Participating),NA,2022-10-08,2022-10-09
LOUISIANA-RN,65602,2022-10-08,2022-10-09
MAINE,28840,2022-10-08,2022-10-09
MARYLAND,88145,2022-10-08,2022-10-09
MASSACHUSETTS,166085,2022-10-08,2022-10-09
MICHIGAN (Non-Participating),NA,2022-10-08,2022-10-09
MINNESOTA,127167,2022-10-08,2022-10-09
MISSISSIPPI,52654,2022-10-08,2022-10-09
MISSOURI,121474,2022-10-08,2022-10-09
MONTANA,21327,2022-10-08,2022-10-09
NEBRASKA,32899,2022-10-08,2022-10-09
NEVADA,56263,2022-10-08,2022-10-09
NEW HAMPSHIRE,26616,2022-10-08,2022-10-09
NEW JERSEY,140417,2022-10-08,2022-10-09
NEW MEXICO,31204,2022-10-08,2022-10-09
NEW YORK,378969,2022-10-08,2022-10-09
NORTH CAROLINA,153817,2022-10-08,2022-10-09
NORTH DAKOTA,17233,2022-10-08,2022-10-09
NORTHERN MARIANA ISLANDS,3380,2022-10-08,2022-10-09
OHIO,236963,2022-10-08,2022-10-09
OKLAHOMA,50896,2022-10-08,2022-10-09
OREGON,80586,2022-10-08,2022-10-09
PENNSYLVANIA,242225,2022-10-08,2022-10-09
RHODE ISLAND,28223,2022-10-08,2022-10-09
SOUTH CAROLINA,78062,2022-10-08,2022-10-09
SOUTH DAKOTA,19719,2022-10-08,2022-10-09
TENNESSEE,112989,2022-10-08,2022-10-09
TEXAS,378557,2022-10-08,2022-10-09
UTAH,43561,2022-10-08,2022-10-09
VERMONT,21828,2022-10-08,2022-10-09
VIRGIN ISLANDS,1649,2022-10-08,2022-10-09
VIRGINIA,115453,2022-10-08,2022-10-09
WASHINGTON,126294,2022-10-08,2022-10-09
WEST VIRGINIA-PN (Non-Participating),NA,2022-10-08,2022-10-09
WEST VIRGINIA-RN,35653,2022-10-08,2022-10-09
WISCONSIN,116627,2022-10-08,2022-10-09
WYOMING,9543,2022-10-08,2022-10-09
TOTALS,5308224,2022-10-08,2022-10-09
