state,counts_lpn,updated_date,scrape_date
ALABAMA,15697,2025-02-05,2025-02-05
ALASKA,698,2025-02-05,2025-02-05
AMERICAN SAMOA,10,2025-02-05,2025-02-05
ARIZONA,10977,2025-02-05,2025-02-05
ARKANSAS,13814,2025-02-05,2025-02-05
CALIFORNIA-RN (Non-Participating),NA,2025-02-05,2025-02-05
CALIFORNIA-VN,113090,2025-02-05,2025-02-05
COLORADO,7354,2025-02-05,2025-02-05
CONNECTICUT,12696,2025-02-05,2025-02-05
DELAWARE,3062,2025-02-05,2025-02-05
DISTRICT OF COLUMBIA,2826,2025-02-05,2025-02-05
FLORIDA,65139,2025-02-05,2025-02-05
GEORGIA,30310,2025-02-05,2025-02-05
GUAM,190,2025-02-05,2025-02-05
HAWAII,2187,2025-02-05,2025-02-05
IDAHO,3210,2025-02-05,2025-02-05
ILLINOIS,27221,2025-02-05,2025-02-05
INDIANA,20108,2025-02-05,2025-02-05
IOWA,8759,2025-02-05,2025-02-05
KANSAS,9059,2025-02-05,2025-02-05
KENTUCKY,12430,2025-02-05,2025-02-05
LOUISIANA-PN,21023,2025-02-05,2025-02-05
LOUISIANA-RN (Non-Participating),NA,2025-02-05,2025-02-05
MAINE,1656,2025-02-05,2025-02-05
MARYLAND,11121,2025-02-05,2025-02-05
MASSACHUSETTS,20150,2025-02-05,2025-02-05
MICHIGAN,20690,2025-02-05,2025-02-05
MINNESOTA,17521,2025-02-05,2025-02-05
MISSISSIPPI,14159,2025-02-05,2025-02-05
MISSOURI,22737,2025-02-05,2025-02-05
MONTANA,2247,2025-02-05,2025-02-05
NEBRASKA,5359,2025-02-05,2025-02-05
NEVADA,4756,2025-02-05,2025-02-05
NEW HAMPSHIRE,3161,2025-02-05,2025-02-05
NEW JERSEY,24160,2025-02-05,2025-02-05
NEW MEXICO,2390,2025-02-05,2025-02-05
NEW YORK,76324,2025-02-05,2025-02-05
NORTH CAROLINA,22919,2025-02-05,2025-02-05
NORTH DAKOTA,2607,2025-02-05,2025-02-05
NORTHERN MARIANA ISLANDS,55,2025-02-05,2025-02-05
OHIO,50388,2025-02-05,2025-02-05
OKLAHOMA,17094,2025-02-05,2025-02-05
OREGON,6532,2025-02-05,2025-02-05
PENNSYLVANIA,49097,2025-02-05,2025-02-05
RHODE ISLAND,2760,2025-02-05,2025-02-05
SOUTH CAROLINA,12257,2025-02-05,2025-02-05
SOUTH DAKOTA,2777,2025-02-05,2025-02-05
TENNESSEE,29380,2025-02-05,2025-02-05
TEXAS,101150,2025-02-05,2025-02-05
UTAH,2662,2025-02-05,2025-02-05
VERMONT,1554,2025-02-05,2025-02-05
VIRGIN ISLANDS,76,2025-02-05,2025-02-05
VIRGINIA,26166,2025-02-05,2025-02-05
WASHINGTON,10345,2025-02-05,2025-02-05
WEST VIRGINIA-PN,7535,2025-02-05,2025-02-05
WEST VIRGINIA-RN (Non-Participating),NA,2025-02-05,2025-02-05
WISCONSIN,12195,2025-02-05,2025-02-05
WYOMING,694,2025-02-05,2025-02-05
TOTALS,964534,2025-02-05,2025-02-05
